	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab	emp	payann
0	23	999	Statewide	11	Fishing	23	1141	357.79999999999995	317.4	22557.0
1	23	999	Statewide	11	Forest nurseries and gathering of forest products	23	1132	4.0	0.0	0.0
2	23	999	Statewide	11	Hunting and trapping	23	1142	2.0	0.0	0.0
3	23	999	Statewide	11	Logging	23	1133	415.8	2372.0	97498.59999999998
4	23	999	Statewide	11	Support activities for animal production	23	1152	21.46666666666667	17.0	458.8
5	23	999	Statewide	11	Support activities for crop production	23	1151	13.95	0.0	13.0
6	23	999	Statewide	11	Support activities for forestry	23	1153	34.199999999999996	21.6	1122.0
7	23	999	Statewide	11	Timber tract operations	23	1131	15.4	71.0	4698.4
8	23	999	Statewide	21	Nonmetallic mineral mining and quarrying	23	2123	23.199999999999996	13.8	1668.8
9	23	999	Statewide	21	Oil and gas extraction	23	2111	1.0	0.0	0.0
10	23	999	Statewide	21	Support activities for mining	23	2131	2.0	0.0	0.0
11	23	999	Statewide	22	Electric power generation, transmission and distribution	23	2211	73.8	719.4	92146.40000000001
12	23	999	Statewide	22	Natural gas distribution	23	2212	6.6	12.4	1067.2
13	23	999	Statewide	22	Water, sewage and other systems	23	2213	18.4	0.0	516.2
14	23	999	Statewide	23	Building equipment contractors	23	2382	1175.1999999999998	6422.599999999999	315619.79999999993
15	23	999	Statewide	23	Building finishing contractors	23	2383	696.2	2693.6	103960.39999999998
16	23	999	Statewide	23	Foundation, structure, and building exterior contractors	23	2381	531.8000000000002	2394.2	106523.8
17	23	999	Statewide	23	Highway, street, and bridge construction	23	2373	81.8	439.59999999999997	46138.39999999999
18	23	999	Statewide	23	Land subdivision	23	2372	16.933333333333334	2.2	157.4
19	23	999	Statewide	23	Nonresidential building construction	23	2362	146.79999999999998	1386.2	67504.40000000001
20	23	999	Statewide	23	Other heavy and civil engineering construction	23	2379	39.6	46.400000000000006	3570.2
21	23	999	Statewide	23	Other specialty trade contractors	23	2389	669.8000000000001	3143.4	179433.99999999997
22	23	999	Statewide	23	Residential building construction	23	2361	1327.3999999999999	3641.8	141195.39999999997
23	23	999	Statewide	23	Utility system construction	23	2371	107.0	1090.3999999999999	80416.4
24	23	999	Statewide	31	Animal food manufacturing	23	3111	7.2	0.0	0.0
25	23	999	Statewide	31	Animal slaughtering and processing	23	3116	18.4	16.8	638.4
26	23	999	Statewide	31	Apparel accessories and other apparel manufacturing	23	3159	3.4	0.0	0.0
27	23	999	Statewide	31	Bakeries and tortilla manufacturing	23	3118	70.25	1012.0	28095.8
28	23	999	Statewide	31	Beverage manufacturing	23	3121	55.0	595.7333333333332	32270.8
29	23	999	Statewide	31	Cut and sew apparel manufacturing	23	3152	9.333333333333334	0.0	0.0
30	23	999	Statewide	31	Dairy product manufacturing	23	3115	18.099999999999998	214.8	9598.4
31	23	999	Statewide	31	Fabric mills	23	3132	13.6	108.6	4682.200000000001
32	23	999	Statewide	31	Fiber, yarn, and thread mills	23	3131	6.6	0.0	0.0
33	23	999	Statewide	31	Footwear manufacturing	23	3162	14.25	87.6	3229.4
34	23	999	Statewide	31	Fruit and vegetable preserving and specialty food manufacturing	23	3114	21.0	154.4	7039.0
35	23	999	Statewide	31	Grain and oilseed milling	23	3112	5.0	0.0	0.0
36	23	999	Statewide	31	Leather and hide tanning and finishing	23	3161	2.0	0.0	0.0
37	23	999	Statewide	31	Other food manufacturing	23	3119	28.7	134.8	8799.6
38	23	999	Statewide	31	Other leather and allied product manufacturing	23	3169	10.200000000000001	0.0	433.4
39	23	999	Statewide	31	Other textile product mills	23	3149	57.0	278.8	12411.800000000001
40	23	999	Statewide	31	Seafood product preparation and packaging	23	3117	30.9	364.2	10317.6
41	23	999	Statewide	31	Sugar and confectionery product manufacturing	23	3113	17.6	24.6	457.6
42	23	999	Statewide	31	Textile and fabric finishing and fabric coating mills	23	3133	7.25	0.0	0.0
43	23	999	Statewide	31	Textile furnishings mills	23	3141	18.2	2.6	51.2
44	23	999	Statewide	31	Tobacco manufacturing	23	3122	1.0	0.0	0.0
45	23	999	Statewide	32	Basic chemical manufacturing	23	3251	10.200000000000001	5.8	256.4
46	23	999	Statewide	32	Cement and concrete product manufacturing	23	3273	39.4	418.0	23084.6
47	23	999	Statewide	32	Clay product and refractory manufacturing	23	3271	14.85	18.2	345.4
48	23	999	Statewide	32	Converted paper product manufacturing	23	3222	9.100000000000001	230.2	11856.2
49	23	999	Statewide	32	Glass and glass product manufacturing	23	3272	5.8	0.0	0.0
50	23	999	Statewide	32	Other chemical product and preparation manufacturing	23	3259	5.0	0.0	0.0
51	23	999	Statewide	32	Other nonmetallic mineral product manufacturing	23	3279	15.600000000000001	6.6000000000000005	210.4
52	23	999	Statewide	32	Other wood product manufacturing	23	3219	97.33333333333334	1089.8000000000002	41368.799999999996
53	23	999	Statewide	32	Paint, coating, and adhesive manufacturing	23	3255	2.8	0.0	0.0
54	23	999	Statewide	32	Pesticide, fertilizer, and other agricultural chemical manufacturing	23	3253	9.6	0.0	0.0
55	23	999	Statewide	32	Petroleum and coal products manufacturing	23	3241	17.6	86.8	7688.799999999999
56	23	999	Statewide	32	Pharmaceutical and medicine manufacturing	23	3254	20.4	550.4	31123.0
57	23	999	Statewide	32	Plastics product manufacturing	23	3261	45.6	1469.0	67843.6
58	23	999	Statewide	32	Printing and related support activities	23	3231	123.60000000000002	965.6000000000001	41399.8
59	23	999	Statewide	32	Pulp, paper, and paperboard mills	23	3221	13.200000000000001	625.4	31177.0
60	23	999	Statewide	32	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	23	3252	4.0	0.0	0.0
61	23	999	Statewide	32	Rubber product manufacturing	23	3262	7.4	0.0	0.0
62	23	999	Statewide	32	Sawmills and wood preservation	23	3211	64.25	1314.0000000000002	57248.2
63	23	999	Statewide	32	Soap, cleaning compound, and toilet preparation manufacturing	23	3256	8.0	4.2	174.6
64	23	999	Statewide	32	Veneer, plywood, and engineered wood product manufacturing	23	3212	10.75	196.6	10014.6
65	23	999	Statewide	33	Aerospace product and parts manufacturing	23	3364	7.4	0.0	0.0
66	23	999	Statewide	33	Agriculture, construction, and mining machinery manufacturing	23	3331	9.6	0.0	0.0
