"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Las Vegas","www.facebook.com/pages/Cowboy-Trail-Farms","Cowboy Trail Farm Indoor Farm Stand","nv","6550 Cowboy Trail","baked-goods bedding plants canned preserved coffee tea crafts woodworking eggs herbs fresh-fruits fresh-vegetables honey soap body-care","","farm","www.cowboytrailfarms.com","-115.2223867","36.2807076","89131"
"Las Vegas","","Gilcrease Orchard Foundation","nv","7800 N. Tenaya Way","fresh-fruits fresh-vegetables honey juices ciders nuts","","farm","www.thegilcreaseorchard.org","-115.250520","36.301528","89131"
"Stagecoach","https://www.facebook.com/ironmountainnurseryandfarm","Iron Mountain Nursery & Farm__On-Farm Farmers Market","nv","7575 Iron Mountain Blvd.","bedding plants herbs fresh-fruits fresh-vegetables nursery-stock","","farm","https://www.imnandf.com","-119.4512050","39.3377180","89429"
"silver springs","","k-t ranch","nv","2090 fox st.","eggs prepared foods red-meat non-poultry-meat","","farm","k-tranch@hotmail.com","-119.210558","39.308329","89429"
"Silver Springs","https://www.facebook.com/pages/Custom-Gardens-Organic-Farm/125190910916903","Silver Springs Custom Gardens On-Farm Green-Market","nv","3701 Elm Street","bedding plants canned preserved herbs fresh-fruits fresh-vegetables honey","","farm","","-119.231220","39.394724","89429"
"Sparks","39 North ","39 North Marketplace","nv","Downtown Sparks Victorian Ave","baked goods cheese crafts flowers herbs vegetables honey jams maple nuts plants prepared soap beans fruits juices pet food wild","39North Downtown","market","http://www.39northdowntown.com","-119.754962","39.534773","89431"
"Alamo","","Alamo Farmers Market","nv","Buckhorn Ranch Road","baked goods eggs vegetables plants prepared fruits","","market","","-115.1435","37.33075","89001"
"Carson City","Facebook@carsonfarmersmarket","Carson  Farmers Market @ 3rd & Curry St. ","nv","3rd & Curry St.","organic baked goods crafts flowers eggs seafood herbs vegetables honey jams meat nuts prepared coffee fruits pet food","Twitter@3rdcurryfm","market","http://carsonfarmersmarket.com","-119.768216","39.162787","89701"
"Dayton","Dayton Farmers Market","Dayton Farmers Market","nv","Hwy 50 and 2nd Ave.","organic baked goods eggs herbs vegetables honey jams meat soap fruits","","market","","-119.591026","39.238469","89403"
"Las Vegas","https://www.facebook.com/Downtown3rdFarmersMarket","Downtown 3RD Farmers Market","nv","300 E Stewart Ave","","","market","","-115.141","36.173","89101"
"Henderson ","https://www.facebook.com/Henderson-Farmers-Market-Nevada-591107304365347/","Downtown Henderson Farmers Market","nv","","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple nuts prepared soap coffee fruits mushrooms pet food wild","","market","http://hendersonfarmersmarketnv.com","-114.9817213","36.0395247",""
"Fallon ","","E. Center St. Farmers Market","nv","40 East Center Street","organic baked goods crafts vegetables honey jams prepared soap coffee fruits","","market","https://www.fallonfoodhub.com/farmers-market/","-118.776299","39.473055","89406"
"Elko","","Elko Downtown Business Association Farmer's Market","nv","5th and Commercial","baked goods cheese crafts herbs vegetables honey plants prepared soap","","market","http://www.elkodowntown.org","-115.762","40.8317","89801"
"Ely","","Ely Renaissance Farmers Market","nv","301 Ely St","organic baked goods vegetables honey jams prepared coffee fruits","","market","","-114.8945117","39.2491909",""
"Eureka","","Eureka Farmers Market","nv","Gold St.","baked goods crafts eggs herbs vegetables jams plants prepared soap","","market","","-115.9609","39.51168","89316"
"Fallon","","Fallon's Maine Street Market","nv","116 S. Maine Street","","","market","","-118.768","39.4701","89406"
"Fernley","","Fernley Farmers' Market","nv","350 E Main Street","organic baked goods crafts herbs vegetables honey jams plants prepared soap trees coffee fruits juices","","market","","-119.2398822","39.6066251","89408"
"Las Vegas","https://www.facebook.com/fresh52","fresh52 Farmers & Artisan Market  @ Sansone Park Place","nv","9480 S. Eastern Ave","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat nuts plants prepared soap coffee fruits juices pet food tofu","https://twitter.com/fresh52dotcom","market","http://www.fresh52.com","-115.1768402","36.0687779","89123"
"Las Vegas","https://www.facebook.com/fresh52","fresh52 Farmers & Artisan Market @ Tivoli Village","nv","302 S. Rampart","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat nuts plants prepared soap coffee fruits juices pet food tofu","https://twitter.com/fresh52dotcom","market","http://www.fresh52.com","-115.1768402","36.0687779","89145"
"Reno","","Garden Shop Nursery Farmers Market","nv","3636 Mayberry Drive","baked goods crafts eggs seafood herbs vegetables honey jams meat nursery prepared soap trees","","market","http://www.gardenshopnursery.com","-119.855561","39.511259","89509"
"Hawthorne","https://www.facebook.com/pages/Hawthorne-Farmers-Market/460971230588634","Hawthorne Farmer's Market ","nv","1220 E. 5th and M Streets","","","market","","-118.618","38.5244","89415"
