"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Washington","","4K Ranch","Kansas","1692 18th Road","red-meat non-poultry-meat","","farm","","-97.068195","39.828054","66968"
"Udall","","B Smart Apiaries","Kansas","3762 51st Rd.","honey","","farm","","-97.060063","37.437208","67146"
"El Dorado","https://www.facebook.com/pages/Boondocker-Farms/213960995309803","Boondocker Farms","Kansas","4772 SW 60th Street","","","farm","www.boondockerfarms.com","-96.932121","37.738005","67042"
"Olathe ","www.facebook.com/campcreekfarms","Camp Creek Farms","Kansas","29050 W 127th Street","eggs poultry fowl","","farm","","-94.9220900","38.9001530","66061"
"Manhattan","https://www.facebook.com/Christy'sFarm","Christy's Farm","Kansas","3230 McDowell Creek Road","dairy products eggs fresh-vegetables poultry fowl red-meat non-poultry-meat soap body-care","","farm","http://www.christysfarm.org/","-96.582717","39.123231","66502"
"El Dorado","https://www.facebook.com/FanskaFarms/","Fanska Farms","Kansas","3873 NE 4th","eggs","","farm","www.FanskaFarms.com","-96.7697460","37.8297640","67042"
"Hesston","","Kalaya Emu Estates","Kansas","8 Bentgrass Dr.","","","farm","www.KalayaEmuEstate.com","-97.4106709","38.1314260","67062"
"Stilwell","https://www.facebook.com/pages/Meadowlark-Acres/298419166130?ref=hl","Meadowlark Acres","Kansas","5830 West 167th Street","baked-goods canned preserved soap body-care","","farm","www.meadowlarkacres.com","-94.653190","38.826238","66085"
"Rose Hill","https://www.facebook.com/meadowlarkfarm","Meadowlark Farm, LLC","Kansas","11249 SW 160th St","baked-goods canned preserved crafts woodworking fresh-fruits fresh-vegetables honey soap body-care wine spirits beer hard-cider","","farm","www.themeadowlarkfarm.com","-97.044939","37.591739","67133"
"topeka","","Meier's Market","Kansas","2300 lower silver lake rd.","baked-goods bedding plants canned preserved cut-flowers eggs herbs fresh-fruits fresh-vegetables honey maple-products nuts","","farm","","-95.692525","39.076619","66618"
"Manhattan","","Parks Farm","Kansas","1001 East 26th Ave.","red-meat non-poultry-meat","","farm","","-96.492305","39.153204","66502"
"Pleasanton","Skyview Farm","Skyview Farm and Creamery","Kansas","22722 E 800 Rd","dairy products eggs soap body-care","","farm","skyviewfarm.net","-94.681721","38.140017","66075"
"Parker ","www.facebook.com/synergisticacres","Synergistic Acres Pasture Raised Meats","Kansas","21733 Iliff Rd","eggs poultry fowl red-meat non-poultry-meat","","farm","www.synergisticares.com","-94.917233","38.341665","66072"
"Bucyrus","","Tubby Fruits Orchard","Kansas","6800 W 201st Terr","fresh-fruits","","farm","www.tubbyfruits.com","-94.6641510","38.7631410","66013"
"Moundridge","","Underhill Farms","Kansas","187 21st Ave","poultry fowl prepared foods","","farm","","-97.5382400","38.2014760","67107"
"Pomona","Woodlandvalleyfarm-Kansas","WVFarm, LLC","Kansas","774 Stafford Road","herbs red-meat non-poultry-meat","Twitter.com/wvfarm","farm","Woodlandvalleyfarm.info","-95.439204","38.709147","66076"
"Topeka","","21st Street Farmers Market","Kansas","SW 21st and Oakley","organic baked goods crafts flowers eggs herbs vegetables honey jams nuts plants prepared soap fruits grains","","market","","-95.714514","39.028184","66604"
"Salina","","9th and Grand Farmers Market","Kansas","304 West Grand Avenue","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared fruits grains","","market","http://Farmtoforkks.com","-97.6117504","38.8528359","67401"
"Abilene","","Abilene Farmers Market","Kansas","East 1st & Buckeye St.","","","market","","-97.2139","38.9153","67410"
"Iola","https://www.facebook.com/Allen-County-Farmers-Market-140163699399288/","Allen County Farmers Market - Tuesday","Kansas","700 N. State St.","baked goods flowers eggs vegetables jams meat poultry fruits","@RchallieRobin","market","http://thriveallencounty.org/farmers-market/","-95.409262","37.928693","66749"
"Humboldt","https://www.facebook.com/Allen-County-Farmers-Market-140163699399288/","Allen County Farmers' Market - Saturday","Kansas","","baked goods crafts eggs vegetables jams meat poultry fruits","@RchallieRobin","market","http://thriveallencounty.org/farmers-market/","-95.435424","37.819004","66748"
"Iola","https://www.facebook.com/Allen-County-Farmers-Market-140163699399288/","Allen County Farmers' Market - Thursday","Kansas","","baked goods crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared soap fruits grains wild","@RchallieRobin","market","http://thriveallencounty.org/farmers-market/","-95.403438","37.921806","66749"
"Anthony","","Anthony Farmers Market","Kansas","Corner of West Main and Lawrence","baked goods eggs herbs vegetables honey jams","","market","","-98.038","37.1521","67003"
"Arkansas City","","Ark City Farm & Art Market","Kansas","200 Blcok S. Summit","","","market","http://www.arkcity.org/CurrentEvents.asp?EID=1457","-97.0386","37.0609","67005"
"Arlington ","https://www.facebook.com/ArlingtonFarmandArtMarket/","Arlington Farm and Art Market","Kansas","304 W Main","baked goods crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared soap trees coffee fruits mushrooms wild","","market","","-98.178852","37.896668","67514"
"Atchison","https://www.facebook.com/AtchisonFarmersMarket/","Atchison Farmers Market","Kansas","Between 5th and 6th Streets on the south side of Main Street","baked goods flowers eggs vegetables honey jams meat nuts plants soap trees coffee fruits grains mushrooms","","market","https://atchisonkansas.com/business-directory/atchison-farmers-market","-95.119878","39.560737","66002"
