	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab	emp	payann
0	6	999	Statewide	11	Fishing	6	1141	131.60000000000002	186.6	14505.199999999999
1	6	999	Statewide	11	Forest nurseries and gathering of forest products	6	1132	21.0	1.0	314.8
2	6	999	Statewide	11	Hunting and trapping	6	1142	21.2	16.0	404.6
3	6	999	Statewide	11	Logging	6	1133	222.5	920.4000000000001	65704.8
4	6	999	Statewide	11	Support activities for animal production	6	1152	534.45	1793.85	56847.59999999998
5	6	999	Statewide	11	Support activities for crop production	6	1151	901.9333333333333	19870.399999999998	760676.6
6	6	999	Statewide	11	Support activities for forestry	6	1153	87.00000000000001	219.6	13391.6
7	6	999	Statewide	11	Timber tract operations	6	1131	18.0	4.4	263.6
8	6	999	Statewide	21	Coal mining	6	2121	4.0	0.0	0.0
9	6	999	Statewide	21	Metal ore mining	6	2122	30.4	7.3999999999999995	547.0
10	6	999	Statewide	21	Nonmetallic mineral mining and quarrying	6	2123	241.79999999999998	3192.5999999999995	238890.8
11	6	999	Statewide	21	Oil and gas extraction	6	2111	225.94999999999996	5186.000000000001	706610.3999999999
12	6	999	Statewide	21	Support activities for mining	6	2131	315.8333333333333	8191.0	576072.2000000001
13	6	999	Statewide	22	Electric power generation, transmission and distribution	6	2211	519.2000000000002	12262.2	1532402.4
14	6	999	Statewide	22	Natural gas distribution	6	2212	208.0	13.8	2765.6
15	6	999	Statewide	22	Water, sewage and other systems	6	2213	478.8	4195.6	338059.60000000003
16	6	999	Statewide	23	Building equipment contractors	6	2382	17324.800000000003	181392.79999999993	11518655.200000001
17	6	999	Statewide	23	Building finishing contractors	6	2383	11918.133333333335	104862.19999999998	4663024.399999999
18	6	999	Statewide	23	Foundation, structure, and building exterior contractors	6	2381	7630.800000000001	90762.20000000001	4412600.399999999
19	6	999	Statewide	23	Highway, street, and bridge construction	6	2373	788.8000000000001	21135.4	1793368.0000000005
20	6	999	Statewide	23	Land subdivision	6	2372	737.4499999999999	3575.2	293580.8
21	6	999	Statewide	23	Nonresidential building construction	6	2362	4555.0	61048.60000000002	4756267.599999999
22	6	999	Statewide	23	Other heavy and civil engineering construction	6	2379	348.05000000000007	4090.5999999999995	328083.80000000005
23	6	999	Statewide	23	Other specialty trade contractors	6	2389	5348.4000000000015	53604.19999999999	3039224.599999999
24	6	999	Statewide	23	Residential building construction	6	2361	18198.600000000002	84322.79999999999	4304232.3999999985
25	6	999	Statewide	23	Utility system construction	6	2371	1416.6000000000001	35798.99999999999	2687752.000000001
26	6	999	Statewide	31	Animal food manufacturing	6	3111	135.53333333333333	4233.0	172986.8
27	6	999	Statewide	31	Animal slaughtering and processing	6	3116	227.9833333333334	13920.999999999998	543735.0
28	6	999	Statewide	31	Apparel accessories and other apparel manufacturing	6	3159	96.0	581.8000000000001	20855.2
29	6	999	Statewide	31	Apparel knitting mills	6	3151	32.5	507.8	19545.4
30	6	999	Statewide	31	Bakeries and tortilla manufacturing	6	3118	1701.5999999999997	37342.20000000001	1248946.8000000005
31	6	999	Statewide	31	Beverage manufacturing	6	3121	1748.05	38771.399999999994	2231345.1999999997
32	6	999	Statewide	31	Cut and sew apparel manufacturing	6	3152	2864.6500000000005	42160.79999999999	1075239.4
33	6	999	Statewide	31	Dairy product manufacturing	6	3115	224.85	11254.199999999999	672466.2000000001
34	6	999	Statewide	31	Fabric mills	6	3132	102.05	1609.6	55820.80000000001
35	6	999	Statewide	31	Fiber, yarn, and thread mills	6	3131	25.93333333333333	204.0	6045.8
36	6	999	Statewide	31	Footwear manufacturing	6	3162	46.866666666666674	508.6	14292.8
37	6	999	Statewide	31	Fruit and vegetable preserving and specialty food manufacturing	6	3114	312.7333333333334	19636.0	1015942.6000000001
38	6	999	Statewide	31	Grain and oilseed milling	6	3112	94.43333333333335	2036.7999999999997	121324.2
39	6	999	Statewide	31	Leather and hide tanning and finishing	6	3161	22.6	27.4	945.6
40	6	999	Statewide	31	Other food manufacturing	6	3119	574.9999999999998	26944.400000000005	1283825.0
41	6	999	Statewide	31	Other leather and allied product manufacturing	6	3169	103.51666666666665	1321.4	50029.600000000006
42	6	999	Statewide	31	Other textile product mills	6	3149	501.9	4550.6	164622.40000000005
43	6	999	Statewide	31	Seafood product preparation and packaging	6	3117	48.8	919.4000000000001	29569.800000000003
44	6	999	Statewide	31	Sugar and confectionery product manufacturing	6	3113	202.30000000000007	6330.5999999999985	258163.8
45	6	999	Statewide	31	Textile and fabric finishing and fabric coating mills	6	3133	192.4	4770.800000000001	149997.6
46	6	999	Statewide	31	Textile furnishings mills	6	3141	211.2	3399.399999999999	142853.60000000003
47	6	999	Statewide	31	Tobacco manufacturing	6	3122	16.700000000000003	13.85	451.65
48	6	999	Statewide	32	Basic chemical manufacturing	6	3251	174.59999999999997	3961.0	337095.80000000005
49	6	999	Statewide	32	Cement and concrete product manufacturing	6	3273	574.7	13485.199999999997	740078.3999999998
50	6	999	Statewide	32	Clay product and refractory manufacturing	6	3271	119.06666666666665	1152.6	49001.40000000001
51	6	999	Statewide	32	Converted paper product manufacturing	6	3222	382.59999999999997	17128.8	989734.0000000001
52	6	999	Statewide	32	Glass and glass product manufacturing	6	3272	245.85	4904.2	243046.8
53	6	999	Statewide	32	Lime and gypsum product manufacturing	6	3274	37.400000000000006	172.6	9759.2
54	6	999	Statewide	32	Other chemical product and preparation manufacturing	6	3259	243.7666666666667	5046.35	263520.24999999994
55	6	999	Statewide	32	Other nonmetallic mineral product manufacturing	6	3279	242.13333333333333	4161.999999999999	193129.80000000002
56	6	999	Statewide	32	Other wood product manufacturing	6	3219	814.9000000000002	11879.4	456769.4000000001
57	6	999	Statewide	32	Paint, coating, and adhesive manufacturing	6	3255	199.23333333333332	3091.2	181677.80000000002
58	6	999	Statewide	32	Pesticide, fertilizer, and other agricultural chemical manufacturing	6	3253	93.10000000000001	847.5999999999998	52534.6
59	6	999	Statewide	32	Petroleum and coal products manufacturing	6	3241	198.66666666666666	10160.000000000002	1146796.6
60	6	999	Statewide	32	Pharmaceutical and medicine manufacturing	6	3254	396.9999999999999	33376.600000000006	3137537.4000000004
61	6	999	Statewide	32	Plastics product manufacturing	6	3261	1168.0666666666668	44716.400000000016	2101116.9999999995
62	6	999	Statewide	32	Printing and related support activities	6	3231	3229.3999999999987	41886.99999999998	1811120.4
63	6	999	Statewide	32	Pulp, paper, and paperboard mills	6	3221	26.8	197.39999999999998	13694.0
64	6	999	Statewide	32	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	6	3252	134.0	2709.7999999999997	158179.4
65	6	999	Statewide	32	Rubber product manufacturing	6	3262	179.2	4024.0000000000005	173308.4
66	6	999	Statewide	32	Sawmills and wood preservation	6	3211	83.5	1169.4	49125.6
67	6	999	Statewide	32	Soap, cleaning compound, and toilet preparation manufacturing	6	3256	361.6	8719.0	471564.4
68	6	999	Statewide	32	Veneer, plywood, and engineered wood product manufacturing	6	3212	87.59999999999998	1374.6	54579.4
69	6	999	Statewide	33	Aerospace product and parts manufacturing	6	3364	327.3	49875.600000000006	4346565.6
70	6	999	Statewide	33	Agriculture, construction, and mining machinery manufacturing	6	3331	185.45	3423.6	194496.40000000002
71	6	999	Statewide	33	Alumina and aluminum production and processing	6	3313	52.800000000000004	1917.8	100528.6
72	6	999	Statewide	33	Architectural and structural metals manufacturing	6	3323	1303.3999999999996	27408.600000000002	1363109.4000000004
73	6	999	Statewide	33	Audio and video equipment manufacturing	6	3343	134.4666666666667	1836.2	184777.00000000003
74	6	999	Statewide	33	Boiler, tank, and shipping container manufacturing	6	3324	126.13333333333337	3325.5999999999995	216450.80000000002
75	6	999	Statewide	33	Coating, engraving, heat treating, and allied activities	6	3328	814.0000000000002	15507.399999999998	671893.5999999999
76	6	999	Statewide	33	Commercial and service industry machinery manufacturing	6	3333	353.90000000000003	8470.4	601164.4
77	6	999	Statewide	33	Communications equipment manufacturing	6	3342	307.8	18239.6	2146570.6
78	6	999	Statewide	33	Computer and peripheral equipment manufacturing	6	3341	303.3	7974.0	831493.8
79	6	999	Statewide	33	Cutlery and handtool manufacturing	6	3322	159.6666666666667	1984.4	96670.4
80	6	999	Statewide	33	Electric lighting equipment manufacturing	6	3351	236.79999999999998	6370.400000000001	363727.2000000001
81	6	999	Statewide	33	Electrical equipment manufacturing	6	3353	228.4	7735.399999999999	525647.4
82	6	999	Statewide	33	Engine, turbine, and power transmission equipment manufacturing	6	3336	97.39999999999999	3457.4	311103.2
83	6	999	Statewide	33	Forging and stamping	6	3321	271.66666666666674	7642.200000000001	433190.99999999994
84	6	999	Statewide	33	Foundries	6	3315	172.20000000000002	6080.8	271130.80000000005
85	6	999	Statewide	33	Hardware manufacturing	6	3325	83.4	2274.6000000000004	114351.00000000001
86	6	999	Statewide	33	Household and institutional furniture and kitchen cabinet manufacturing	6	3371	1322.733333333333	19850.4	740230.2000000003
87	6	999	Statewide	33	Household appliance manufacturing	6	3352	44.2	718.2	36640.399999999994
88	6	999	Statewide	33	Industrial machinery manufacturing	6	3332	359.4	8909.25	870679.2500000001
89	6	999	Statewide	33	Iron and steel mills and ferroalloy manufacturing	6	3311	56.8	1663.6	120101.6
90	6	999	Statewide	33	Machine shops; turned product; and screw, nut, and bolt manufacturing	6	3327	2921.0000000000005	46987.600000000006	2480320.8000000007
91	6	999	Statewide	33	Manufacturing and reproducing magnetic and optical media	6	3346	132.8	1459.7999999999997	95480.8
92	6	999	Statewide	33	Medical equipment and supplies manufacturing	6	3391	1675.05	51002.8	3935096.8
93	6	999	Statewide	33	Metalworking machinery manufacturing	6	3335	558.95	7658.799999999998	392328.39999999997
