"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Belleview","www.facebook.com/pages/Abshier-Blueberry-Farm/295455157137236pages/Abshier-Blueberry-Farm/295455157137236","Abshier Blueberry Farm","fl","3960 SE 115th Street","","","farm","Www.abshierblueberryfarm.com","-82.0817510","29.0533560","34420"
"Plant City","https://www.facebook.com/AbundantGardensPlantCity/","Abundant Gardens","fl","1211 W. Terrace Dr","bedding plants canned preserved coffee tea crafts woodworking nursery-stock","","farm","https://www.abundantgardens.net/","-82.1347270","28.0394270","33563"
"Brooksville","","Al and MLiss Grissom","fl","3261 Endsley Road","honey","","farm","","-82.387655","28.481463","34604"
"Crescent City","","Allison Family Farm LLC.","fl","124 Diamond Lake Lane","eggs fresh-fruits nursery-stock poultry fowl","","farm","http://allisonfamilyfarm.com/","-81.577329","29.422782","32112"
"Yalaha","https://www.facebook.com/pages/Aquaponic-Lynx-LLC/120267698035287?ref=hl","Aquaponic Lynx LLC","fl","8748 Guava St","fish seafood fresh-vegetables","","farm","http://www.aquaponiclynx.com/","-81.807912","28.737419","34797"
"baker","","Baker U-Pick Blueberries","fl","5949 Dairy Road","","","farm","","-86.6730810","30.8061770",""
"Brooksville","https://www.facebook.com/pages/Beasley-Farms/246402592050005?fref=ts","Beasley Farm of Brooksville","fl","10137 Preston Rd. just off Mondon Hill Road","fresh-vegetables","","farm","beasleyfarmbrooksville.blogspot.com or Beasley Farm facebook","-82.3380549","28.5530743","34601"
"Myakka Head","BellaBlue Berry Farm","Bellablue Berry Farm","fl","43405 State Road 64 East","canned preserved honey nursery-stock","","farm","www.bellablueberryfarm.com","-82.096539","27.459539","34251"
"Davie ","https://www.facebook.com/pages/Benders-Tropical-Grove/119092214773666","Bender's Tropical Grove","fl","14800 sw 31st ct","fresh-fruits nursery-stock","https://www.twitter.com/bendersgrove","farm","Bendersgrove.com","-80.346566","26.081398","33331"
"Plant City","","Big Bear Farms, Inc.","fl","7606 Kinard Rd.","","","farm","BIGBEARFARMS.MYSITE.COM","-82.232089","28.065417","33565"
"Crescent City","https://www.facebook.com/pages/Blueberry-Hill-Farm/353380774779857","Blueberry Hill Farm Inc.","fl","1522 CR 308","","","farm","","-81.571514","29.442212","32112"
"Bronson","","Brads Organic Blueberries","fl","7450 Ne 135th Street","","","farm","","-82.652593","29.531500","32621"
"Brooksville","","Bramble Bush Farm","fl","27400 Old Trilby Road","","","farm","","-82.2828490","28.5061180","34602"
"Orlando","www.facebook.com/thebrookhollowfarm","Brook Hollow Hydroponics Strawberry Farm","fl","8505 Silver Star Road","fresh-fruits fresh-vegetables","","farm","www.thebrookhollowfarm.com","-81.501306","28.577967","32818"
"Oxford","https://www.facebook.com/pages/Browns-Country-Market/162179200496592","Brown's Country Market","fl","13992 North U.S. 301","baked-goods canned preserved dairy products herbs grains flour honey juices ciders maple-products prepared-foods red-meat non-poultry-meat","","farm","http://www.brownandbrownfarms.com/browns-country-market","-82.0375700","28.9490610","34484"
"Altoona","","Butthead Farm","fl","20335 Snipe Rd","baked-goods canned preserved crafts woodworking dairy products dry beans eggs herbs nuts pet-food soap body-care","","farm","https://www.thebuttheadsoapcompany.com/","-81.619253","29.041259","32702"
"Trenton","https://www.facebook.com/carltonmyerspersimmon","Carlton Myers Nursery and Orchard","fl","14451 NE County Road 339","fresh-fruits nursery-stock","","farm","","-82.7505810","29.5425110","32693"
"Indiantown","www.facebook.com/colabfarms","CoLab Farms","fl","12951 SW Paddock Dr","canned preserved eggs fresh-fruits fresh-vegetables honey","","farm","www.colabfarms.com","-80.477947","27.047453","34956"
"Naples","","Colusa Farms","fl","","herbs fresh-vegetables mushrooms soap body-care","","farm","www.colusafarms.com","-81.7948103","26.1420358",""
"Fort Lauderdale","https://www.facebook.com/pages/Criswell-Farms-LLC/1375826332671388?fref=ts","Criswell Farms","fl","24 NW 6th Avenue","herbs fresh-vegetables nursery-stock","","farm","","-80.1495294","26.1225240","33311"
"Ponce De Leon","","Cypress Cattle and Produce","fl","2980 R.M. Ward Road","","","farm","www.cypresscattle.com","-85.875196","30.703488","32455"
"Seffner","","D&K Upick Blueberries","fl","1615 U.s. Highway 92 East","honey","","farm","","-82.255264","28.013423","33584"
"Jacksonville ","Http://Facebook.com/edengardensjax","Eden Gardens Jax","fl","9179 Garden St","bedding plants canned preserved herbs fresh-fruits fresh-vegetables honey","","farm","Https://edengardensjax.org","-81.811935","30.408552","32219"
"Oviedo","","Fresh Start Farm Inc","fl","2331 Red Ember Road","canned preserved fresh-fruits fresh-vegetables honey","","farm","","-81.1614990","28.6241510","32765"
"Wesley Chapel","","Genes Patch","fl","6381 Tulip Drive","","","farm","","-82.3826890","28.2494100","33544"
"Plant City","","Glovers Blueberries","fl","4612 S. Calhoun Road","","","farm","stanair@aol.com","-82.1659740","27.9509030","33567"
"Tallahassee","","Goat First Network:Mahan Farms Enterperises","fl","16824 Mahan Drive","baked-goods canned preserved dairy products eggs fresh-vegetables","","farm","goatfirstnetwork.com","-83.995597","30.528972","32309"
"Moore Haven ","www.Facebook.com/GDMeatPlant","Gray's and Danny's Meat Plant","fl","29513 US Highway 27th Moore Haven, FL","red-meat non-poultry-meat","","farm","http://www.GDMeatPlant.com/","-81.0820604","26.7822802","33471"
"Gainesville","https://www.facebook.com/greattastingpigs","Great Tasting Pigs","fl","16323 NW 37 Dr","eggs","","farm","greattastingpigs.com","-82.382328","29.806093","32609"
"Monticello","GreenMeadowsFarm","Green Meadows Farm","fl","177 East Bluebird Road","fresh-fruits","","farm","localharvest.org/greenmeadowsfarm","-83.926417","30.532259","32344"
"Dade CIty","","Hancock Groves","fl","31107 Blanton Road","canned preserved fresh-fruits honey juices ciders","","farm","","-82.302178","28.420417","33523"
"Plant City","https://www.facebook.com/hardypalmtrees","Hardy Farms LLC","fl","2102 N Shannon Ave","nursery-stock","","farm","www.hardypalmtrees.com","-82.1195750","28.0325360","33563"
"Christmas","www.facebook.com/hocfarms","Heart of Christmas Farms LLC","fl","21310 Fort Christmas Rd","canned preserved coffee tea dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders mushrooms nuts pet-food red-meat non-poultry-meat tofu non-animal protein","","farm","www.hocfarms.com","-81.057472","28.574788","32709"
"Summerfield","Heirloom Countryfarms","Heirloom Country Farms","fl","15880 SE 36th Ave","eggs herbs fresh-fruits fresh-vegetables pet-food poultry fowl red-meat non-poultry-meat","Heirloom Cntry Farms","farm","www.heirloomcountryfarms.com","-82.089987","28.991447","34491"
"Lithia","","Herbs Erbs & Teas","fl","15433 Cr 39 South","","","farm","www.fortlonesome.org","","","33547"
"Tallahassee ","https://www.facebook.com/pages/Hiamonee-Farms/172018742823967?ref=bookmarks","Hiamonee Farms","fl","13170 N. Meridian Rd.","fresh-fruits nursery-stock nuts","","farm","","-84.282286","30.640816","32312"
"High Springs","https://www.facebook.com/pages/High-Springs-Orchard-Bakery/147947418567459","High Springs Orchard Bakery LLC","fl","10804 Nw Sr 45","baked-goods canned preserved fresh-fruits grains flour honey nuts","","farm","www.highspringsorchard.com","-82.6102960","29.7548850","32643"
"Sarasota","https://www.facebook.com/HoneysideFarms","Honeyside Farms","fl","8276 Ibis Street","fresh-fruits fresh-vegetables","","farm","www.honeysidefarms.com","-82.434218","27.239731","34241"
"Ruskin","https://www.facebook.com/hydroharvestfarms","Hydro Harvest Farms","fl","1101 Shell Point Rd East","bedding plants canned preserved herbs fresh-fruits fresh-vegetables honey","","farm","http://www.hydroharvestfarms.com/","-82.4200797","27.7205480","33570"
"Newberry","","Jonesville Persimmons","fl","17010 West Newberry Road","fresh-fruits","","farm","","-82.5244450","29.6545260","32669"
"Trenton","https://www.facebook.com/pages/Laughing-Chicken-Farm/108558185834354","Laughing Chicken Farm","fl","2397 SE 37th Avenue","pet-food poultry fowl red-meat non-poultry-meat","","farm","www.laughingchickenfarm.com","-82.745686","29.703875","32693"
"Campbellton","","LE Farms LLC","fl","2763 Caniehead Rd","nuts","","farm","www.chestnutsrus.com","-85.3652210","30.9599602","32416"
"Grant-Valkaria","https://www.facebook.com/libertyfarmsflorida","Liberty Farms of Florida","fl","4540 Corey Road","bedding plants cut-flowers fresh-fruits fresh-vegetables honey","","farm","http://libertyfarms.info/home","-80.5901268","27.9454762","32950"
