	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
13881	56	56	0	Wyoming	1131	Timber tract operations	11	1.25	0.0	0.0
13882	56	56	0	Wyoming	1133	Logging	11	24.2	65.8	2019.8
13883	56	56	0	Wyoming	1141	Fishing	11	1.4	0.0	0.0
13884	56	56	0	Wyoming	1142	Hunting and trapping	11	14.4	8.0	366.4
13885	56	56	0	Wyoming	1151	Support activities for crop production	11	22.6	112.2	3080.6
13886	56	56	0	Wyoming	1152	Support activities for animal production	11	22.0	35.6	1114.2
13887	56	56	0	Wyoming	1153	Support activities for forestry	11	4.4	4.2	221.6
13888	56	56	0	Wyoming	2111	Oil and gas extraction	21	169.6	3414.8	373439.2
13889	56	56	0	Wyoming	2121	Coal mining	21	19.6	6858.6	577750.4
13890	56	56	0	Wyoming	2122	Metal ore mining	21	7.6	299.2	25511.4
13891	56	56	0	Wyoming	2123	Nonmetallic mineral mining and quarrying	21	37.8	1791.4	163841.4
13892	56	56	0	Wyoming	2131	Support activities for mining	21	577.0	12623.0	963924.4
13893	56	56	0	Wyoming	2211	Electric power generation, transmission and distribution	22	96.4	947.0	89220.8
13894	56	56	0	Wyoming	2212	Natural gas distribution	22	26.6	97.6	7416.8
13895	56	56	0	Wyoming	2213	Water, sewage and other systems	22	12.4	20.0	672.4
13896	56	56	0	Wyoming	2361	Residential building construction	23	670.4	2209.8	89494.2
13897	56	56	0	Wyoming	2362	Nonresidential building construction	23	126.2	1197.0	64458.6
13898	56	56	0	Wyoming	2371	Utility system construction	23	170.6	4023.8	253692.6
13899	56	56	0	Wyoming	2372	Land subdivision	23	7.6	39.6	3705.6
13900	56	56	0	Wyoming	2373	Highway, street, and bridge construction	23	47.4	1023.4	62582.4
13901	56	56	0	Wyoming	2379	Other heavy and civil engineering construction	23	18.0	151.2	8756.4
13902	56	56	0	Wyoming	2381	Foundation, structure, and building exterior contractors	23	374.6	1866.8	83062.4
13903	56	56	0	Wyoming	2382	Building equipment contractors	23	562.6	4179.0	219071.6
13904	56	56	0	Wyoming	2383	Building finishing contractors	23	293.4	1172.0	44051.8
13905	56	56	0	Wyoming	2389	Other specialty trade contractors	23	387.6	2924.8	153420.2
13906	56	56	0	Wyoming	3111	Animal food manufacturing	31	1.0	0.0	0.0
13907	56	56	0	Wyoming	3112	Grain and oilseed milling	31	1.8	0.0	0.0
13908	56	56	0	Wyoming	3113	Sugar and confectionery product manufacturing	31	8.8	122.4	6415.2
13909	56	56	0	Wyoming	3114	Fruit and vegetable preserving and specialty food manufacturing	31	1.6666666666666667	0.0	0.0
13910	56	56	0	Wyoming	3115	Dairy product manufacturing	31	1.0	0.0	0.0
13911	56	56	0	Wyoming	3116	Animal slaughtering and processing	31	30.0	123.4	2833.0
13912	56	56	0	Wyoming	3118	Bakeries and tortilla manufacturing	31	11.2	24.6	571.6
13913	56	56	0	Wyoming	3119	Other food manufacturing	31	5.4	15.8	299.6
13914	56	56	0	Wyoming	3121	Beverage manufacturing	31	19.4	74.0	2746.6
13915	56	56	0	Wyoming	3122	Tobacco manufacturing	31	1.0	0.0	0.0
13916	56	56	0	Wyoming	3131	Fiber, yarn, and thread mills	31	1.2	0.0	0.0
13917	56	56	0	Wyoming	3132	Fabric mills	31	1.0	0.0	0.0
13918	56	56	0	Wyoming	3133	Textile and fabric finishing and fabric coating mills	31	1.8	0.0	0.0
13919	56	56	0	Wyoming	3141	Textile furnishings mills	31	2.2	0.0	0.0
13920	56	56	0	Wyoming	3149	Other textile product mills	31	15.6	130.8	3499.0
13921	56	56	0	Wyoming	3152	Cut and sew apparel manufacturing	31	6.2	11.8	327.0
13922	56	56	0	Wyoming	3159	Apparel accessories and other apparel manufacturing	31	1.5	0.0	0.0
13923	56	56	0	Wyoming	3161	Leather and hide tanning and finishing	31	3.4	3.0	81.2
13924	56	56	0	Wyoming	3169	Other leather and allied product manufacturing	31	3.2	2.6	100.8
13925	56	56	0	Wyoming	3211	Sawmills and wood preservation	32	8.2	194.0	10279.2
13926	56	56	0	Wyoming	3212	Veneer, plywood, and engineered wood product manufacturing	32	7.8	62.6	2246.0
13927	56	56	0	Wyoming	3219	Other wood product manufacturing	32	14.6	91.0	2771.0
13928	56	56	0	Wyoming	3222	Converted paper product manufacturing	32	1.6	0.0	0.0
13929	56	56	0	Wyoming	3231	Printing and related support activities	32	38.8	248.4	7589.4
13930	56	56	0	Wyoming	3241	Petroleum and coal products manufacturing	32	11.2	1050.8	105645.2
13931	56	56	0	Wyoming	3251	Basic chemical manufacturing	32	10.4	1557.8	151095.0
13932	56	56	0	Wyoming	3252	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	32	1.0	0.0	0.0
13933	56	56	0	Wyoming	3253	Pesticide, fertilizer, and other agricultural chemical manufacturing	32	3.0	0.0	0.0
13934	56	56	0	Wyoming	3254	Pharmaceutical and medicine manufacturing	32	6.0	115.8	8024.4
13935	56	56	0	Wyoming	3255	Paint, coating, and adhesive manufacturing	32	3.4	3.6	81.0
13936	56	56	0	Wyoming	3256	Soap, cleaning compound, and toilet preparation manufacturing	32	2.4	0.0	0.0
13937	56	56	0	Wyoming	3259	Other chemical product and preparation manufacturing	32	7.6	104.6	8293.4
13938	56	56	0	Wyoming	3261	Plastics product manufacturing	32	4.4	87.2	3741.0
13939	56	56	0	Wyoming	3262	Rubber product manufacturing	32	1.0	0.0	0.0
13940	56	56	0	Wyoming	3271	Clay product and refractory manufacturing	32	1.0	0.0	0.0
13941	56	56	0	Wyoming	3272	Glass and glass product manufacturing	32	1.0	0.0	0.0
13942	56	56	0	Wyoming	3273	Cement and concrete product manufacturing	32	46.8	654.8	36559.2
13943	56	56	0	Wyoming	3274	Lime and gypsum product manufacturing	32	3.0	0.0	0.0
13944	56	56	0	Wyoming	3279	Other nonmetallic mineral product manufacturing	32	5.6	8.2	288.2
13945	56	56	0	Wyoming	3311	Iron and steel mills and ferroalloy manufacturing	33	1.6	0.0	0.0
13946	56	56	0	Wyoming	3312	Steel product manufacturing from purchased steel	33	3.2	5.8	379.4
13947	56	56	0	Wyoming	3314	Nonferrous metal (except aluminum) production and processing	33	1.25	0.0	0.0
13948	56	56	0	Wyoming	3315	Foundries	33	4.6	33.2	1345.6
13949	56	56	0	Wyoming	3321	Forging and stamping	33	1.4	0.0	0.0
13950	56	56	0	Wyoming	3322	Cutlery and handtool manufacturing	33	2.3333333333333335	2.3333333333333335	28.666666666666668
13951	56	56	0	Wyoming	3323	Architectural and structural metals manufacturing	33	17.6	161.4	10012.2
13952	56	56	0	Wyoming	3324	Boiler, tank, and shipping container manufacturing	33	5.0	189.4	10270.2
13953	56	56	0	Wyoming	3325	Hardware manufacturing	33	2.0	0.0	0.0
13954	56	56	0	Wyoming	3326	Spring and wire product manufacturing	33	3.2	15.0	627.6
13955	56	56	0	Wyoming	3327	Machine shops; turned product; and screw, nut, and bolt manufacturing	33	47.6	566.4	34587.6
13956	56	56	0	Wyoming	3328	Coating, engraving, heat treating, and allied activities	33	3.2	5.0	234.6
13957	56	56	0	Wyoming	3329	Other fabricated metal product manufacturing	33	19.4	255.2	11283.2
13958	56	56	0	Wyoming	3331	Agriculture, construction, and mining machinery manufacturing	33	23.2	813.0	48369.8
13959	56	56	0	Wyoming	3332	Industrial machinery manufacturing	33	4.8	14.6	865.0
13960	56	56	0	Wyoming	3333	Commercial and service industry machinery manufacturing	33	2.2	38.2	1745.0
13961	56	56	0	Wyoming	3334	Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	33	2.6	0.0	0.0
13962	56	56	0	Wyoming	3335	Metalworking machinery manufacturing	33	4.2	34.2	2367.8
13963	56	56	0	Wyoming	3336	Engine, turbine, and power transmission equipment manufacturing	33	1.75	0.0	0.0
13964	56	56	0	Wyoming	3339	Other general purpose machinery manufacturing	33	9.2	106.4	8101.0
13965	56	56	0	Wyoming	3341	Computer and peripheral equipment manufacturing	33	2.4	20.8	607.2
13966	56	56	0	Wyoming	3342	Communications equipment manufacturing	33	1.75	0.0	0.0
