	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	50	999	Statewide	11	Crop harvesting, primarily by machine	50	115113	2.6	7.0	196.8	7.0	196.8	2.6
1	50	999	Statewide	11	Farm labor contractors and crew leaders	50	115115	3.0	0.0	0.0	0.0	0.0	1.5
2	50	999	Statewide	11	Farm management services	50	115116	1.0	0.0	0.0	0.0	0.0	1.0
3	50	999	Statewide	11	Forest nurseries and gathering of forest products	50	113210	3.0	0.0	0.0	0.0	0.0	1.75
4	50	999	Statewide	11	Logging	50	113310	78.4	120.0	5585.0	192.6	5979.2	78.4
5	50	999	Statewide	11	Postharvest crop activities (except cotton ginning)	50	115114	2.0	0.0	0.0	0.0	0.0	2.0
6	50	999	Statewide	11	Soil preparation, planting, and cultivating	50	115112	11.6	2.0	199.6	21.2	961.2	9.8
7	50	999	Statewide	11	Support activities for animal production	50	115210	22.0	29.0	1126.2	74.2	3386.0	22.0
8	50	999	Statewide	11	Support activities for forestry	50	115310	20.4	9.6	303.6	41.8	1520.0	19.6
9	50	999	Statewide	11	Timber tract operations	50	113110	3.0	0.0	0.0	0.0	0.0	3.0
10	50	999	Statewide	21	All other nonmetallic mineral mining	50	212399	2.0	0.0	0.0	0.0	0.0	2.0
11	50	999	Statewide	21	Construction sand and gravel mining	50	212321	17.6	2.4000000000000004	250.6	29.6	2305.6	15.8
12	50	999	Statewide	21	Crushed and broken granite mining and quarrying	50	212313	3.0	0.0	0.0	0.0	0.0	2.6
13	50	999	Statewide	21	Crushed and broken limestone mining and quarrying	50	212312	8.4	33.2	3030.6	109.2	8155.0	8.4
14	50	999	Statewide	21	Dimension stone mining and quarrying	50	212311	12.2	22.2	1584.2	21.8	1610.8	12.2
15	50	999	Statewide	21	Industrial sand mining	50	212322	1.0	0.0	0.0	0.0	0.0	1.0
16	50	999	Statewide	21	Other crushed and broken stone mining and quarrying	50	212319	7.0	0.0	0.0	24.4	2007.0	6.2
17	50	999	Statewide	22	Biomass electric power generation	50	221117	2.0	0.0	0.0	0.0	0.0	1.25
