"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Barranquitas ","SweetWater Vertical Farm","SweetWater Vertical Farm","pr","Carretera 779 KM 8.9","herbs fresh-fruits fresh-vegetables honey juices ciders","","farm","","-66.269690","18.243352","00794"
"San Sebastian","","Centro Agropecuario de San Sebastian Puerto Rico (ADEA)","pr","Carr. 111 Km. 18 Bo. Bahomamey","cheese crafts seafood herbs vegetables honey plants poultry prepared soap trees coffee beans fruits juices pet food wild","","market","","-66.9706  ","18.32878  ","00685"
"San Juan","https://www.facebook.com/cooperativa.tierra?fref=ts","Cooperativa Orgánica Madre Tierra","pr","Placita Roosevelt, Calle Federico Calder","baked goods cheese crafts flowers eggs herbs vegetables honey plants prepared soap trees coffee beans fruits grains juices tofu wild","","market","http://www.coopmadretierra.org","-66.065280","18.416678","00919"
"Arroyo zona urbana","","El Maercado Familiar","pr","","cheese herbs vegetables honey beans fruits","","market","","-66.061721","17.96862","00714"
"Salinas zona urbana","","El Mercado Familiar","pr","Plaza Publica","cheese herbs vegetables honey coffee beans fruits grains","","market","","-66.295391","17.978217","00751"
"Santa Isabel","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-66.418372","17.972338","00757"
"Cayey","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-66.162877","18.115296","00736"
"Cidra","","EL MERCADO FAMILIAR","pr","","cheese herbs vegetables honey coffee fruits","","market","http://agricultura.pr.gov","-66.158486","18.177505","00739"
"Gurabo","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee fruits","","market","http://agricultura.pr.gov","-65.978641","18.252607","00778"
"San Lorenzo","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-65.967404","18.187082","00754"
"Maricao","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-66.991607","18.184534","00606"
"San German","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-67.0402  ","18.11569  ","00683"
"Mayaguez","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-67.1093  ","18.20732  ","00680"
"Aguadilla","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-67.154818","18.438445","00603"
"Isabela","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-67.023722","18.501749","00662"
"San Sebastian","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-66.9706  ","18.32878  ","00685"
"aibonito","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-66.265701","18.139723","00705"
"Coamo","","El Mercado Familiar","pr","","cheese herbs vegetables honey coffee beans fruits","","market","http://agricultura.pr.gov","-66.36982","18.058704","00769"
