"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Walton","https://www.facebook.com/bentonfamilyfarm","Benton Family Farm","ky","11896 Old lexington Pike","fresh-fruits fresh-vegetables","https://www.twitter.com/bentonfarms","farm","Bentonfamilyfarm@aol.com","-84.602742","38.896500","41094"
"Sadieville ","","Brook-Lin Jerseys","ky","445 Eagle Creek Trail","dairy products eggs honey","","farm","","-84.603351","38.430411","40370"
"Winchester","https://www.facebook.com/kygrassfedbeef","Brookview Beef","ky","7700 Colby Road","baked-goods coffee tea red-meat non-poultry-meat","","farm","www.brookviewbeef.com","-84.315719","38.002120","40391"
"Monticello","www.facebook.com/coffeyfarms","Coffey Farms","ky","1175 Highway 1619","","","farm","","-84.7197383","36.9259869","42633"
"paris","","Cow-U-Met Farm ","ky","670 Townsend Valley RD","bedding plants fresh-vegetables honey","","farm","","-84.326002","38.285907","40361"
"La Center","https://www.facebook.com/dogwoodfarmky","Dogwood Farm Natural Beef","ky","2492 S. Kirkman","","","farm","https://dogwoodherefords.com/grassfed-beef","-88.975230","37.143082","42056"
"Paint Lick","https://www.facebook.com/HalcombsKnob/","Halcomb's Knob LLC","ky","430 Wallacetown Road","baked-goods","","farm","http://www.halcombsknob.com","-84.3879530","37.5475873","40461"
"Falmouth ","","High Spruce Farm","ky","1897 Rankin Mill Rd","dairy products eggs","","farm","","-84.325867","38.568334","41040"
"Liberty","","Second Season Produce","ky","2806 KY1547","baked-goods cut-flowers fresh-vegetables","","farm","","-84.980021","37.307649","42539"
"Goshen","","Woodland Farm","ky","4716 ","eggs herbs fresh-fruits red-meat non-poultry-meat","","farm","woodlandfarm.com","-85.469026","38.460039","40026"
"Lawrenceburg ","AndersonCoFarmersMarket","Anderson County Farmers Market ","ky","1505 US-127 N","baked goods crafts flowers eggs herbs vegetables honey jams meat plants poultry trees fruits","","market","","-84.917629","38.076447","40342"
"Beattyville","Locally Made Market Beattyville Lee county ","Beattyville Main Street Marketplace Locally Made Market","ky","26 Hwy 52 W","baked goods crafts flowers vegetables jams soap fruits","","market","","-83.705633","37.591129","41311"
"Beaver Dam","","Beaver Dam Farmer's Market","ky","Hwy 231 South ","baked goods crafts flowers eggs vegetables honey jams maple meat poultry soap mushrooms","","market","","-86.877647","37.407199","42320"
"Lexington ","BluegrassFarmersMarket@bluegrassfarmersmarket","Bluegrass Farmers Market, Inc","ky","1837 Plaudit Place","baked goods crafts flowers herbs vegetables honey jams meat plants poultry soap beans fruits","","market","http://www.bluegrassfarmersmarket.com","-84.418747","38.014875","40509"
