	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	17	999	Statewide	11	Fishing	17	1141	6.5	0.0	0.0	8.0	228.4	5.2
1	17	999	Statewide	11	Forest nurseries and gathering of forest products	17	1132	3.0	0.0	0.0	0.0	0.0	1.6
2	17	999	Statewide	11	Hunting and trapping	17	1142	10.0	0.0	0.0	24.8	1095.8	6.8
3	17	999	Statewide	11	Logging	17	1133	32.9	0.0	18.2	27.0	1289.8	22.0
4	17	999	Statewide	11	Support activities for animal production	17	1152	159.9	289.8	9366.0	456.4	12474.4	151.4
5	17	999	Statewide	11	Support activities for crop production	17	1151	152.15	419.2	22892.0	856.2	75909.2	141.2
6	17	999	Statewide	11	Support activities for forestry	17	1153	14.666666666666668	0.0	0.0	8.0	447.0	8.2
7	17	999	Statewide	11	Timber tract operations	17	1131	5.0	0.0	0.0	0.0	0.0	3.4
8	17	999	Statewide	21	Coal mining	17	2121	19.05	1094.4	81914.6	3211.6	262604.6	17.4
9	17	999	Statewide	21	Metal ore mining	17	2122	2.0	0.0	0.0	0.0	0.0	1.2
10	17	999	Statewide	21	Nonmetallic mineral mining and quarrying	17	2123	181.25000000000009	1085.1999999999996	102264.0	2848.4	191129.2	179.6
11	17	999	Statewide	21	Oil and gas extraction	17	2111	166.54999999999995	530.6	29095.8	1103.4	76342.2	167.6
12	17	999	Statewide	21	Support activities for mining	17	2131	183.8	925.0	48515.2	1700.4	94725.4	184.6
13	17	999	Statewide	22	Electric power generation, transmission and distribution	17	2211	279.79999999999995	2033.2	272671.2	21623.6	2455091.8	280.8
14	17	999	Statewide	22	Natural gas distribution	17	2212	80.20000000000002	101.2	6099.0	2108.6	184613.8	81.0
15	17	999	Statewide	22	Water, sewage and other systems	17	2213	137.60000000000002	380.0	33193.6	850.4	116269.4	132.6
16	17	999	Statewide	23	Building equipment contractors	17	2382	6981.400000000002	64283.80000000002	4661132.000000001	65061.0	4679151.6	6981.0
17	17	999	Statewide	23	Building finishing contractors	17	2383	4622.216666666665	24466.8	1377802.4	25663.2	1410149.0	4617.2
18	17	999	Statewide	23	Foundation, structure, and building exterior contractors	17	2381	3936.3999999999987	21196.200000000004	1371619.8999999992	22236.8	1409407.2	3934.6
19	17	999	Statewide	23	Highway, street, and bridge construction	17	2373	441.7	4767.999999999999	641717.9999999999	6643.0	850006.2	438.6
20	17	999	Statewide	23	Land subdivision	17	2372	153.38333333333333	576.4000000000002	56504.8	741.4	64319.8	146.6
21	17	999	Statewide	23	Nonresidential building construction	17	2362	1499.2666666666667	17955.000000000004	1367174.8	19359.8	1434875.0	1495.2
22	17	999	Statewide	23	Other heavy and civil engineering construction	17	2379	226.30000000000004	887.9999999999999	88523.0	3648.2	328201.8	215.2
23	17	999	Statewide	23	Other specialty trade contractors	17	2389	2475.55	14066.750000000005	1067550.7999999996	14648.8	1085982.4	2474.0
24	17	999	Statewide	23	Residential building construction	17	2361	7529.066666666665	19720.2	909448.6	20273.8	911962.2	7528.0
25	17	999	Statewide	23	Utility system construction	17	2371	582.0	7294.199999999999	677932.8	11288.0	962290.4	577.6
26	17	999	Statewide	31	Animal food manufacturing	17	3111	63.25000000000002	297.4	17768.399999999998	1650.8	86368.2	56.2
27	17	999	Statewide	31	Animal slaughtering and processing	17	3116	168.84999999999997	9002.8	425631.4000000001	18252.0	764556.6	164.2
28	17	999	Statewide	31	Apparel accessories and other apparel manufacturing	17	3159	28.2	155.0	5841.0	281.0	8681.6	24.4
29	17	999	Statewide	31	Apparel knitting mills	17	3151	3.8	0.0	0.0	10.2	268.2	3.0
30	17	999	Statewide	31	Bakeries and tortilla manufacturing	17	3118	506.79999999999984	14084.0	591235.4	17564.4	702356.0	496.8
31	17	999	Statewide	31	Beverage manufacturing	17	3121	173.01666666666665	2120.7999999999993	95958.4	4057.6	189246.6	158.8
32	17	999	Statewide	31	Cut and sew apparel manufacturing	17	3152	102.33333333333334	704.4	23406.8	1438.0	51644.6	93.6
33	17	999	Statewide	31	Dairy product manufacturing	17	3115	69.4	1416.2	73222.79999999999	4100.8	227960.8	66.0
34	17	999	Statewide	31	Fabric mills	17	3132	26.6	92.2	6491.0	350.0	14370.6	23.6
35	17	999	Statewide	31	Fiber, yarn, and thread mills	17	3131	8.5	0.8	48.0	2.6	78.6	6.4
36	17	999	Statewide	31	Footwear manufacturing	17	3162	5.6	0.0	0.0	0.0	0.0	4.2
