"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Forked River","ARGOSFARM","ARGOS FARM","New Jersey","1250 Lacey Road","baked-goods canned preserved coffee tea crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables honey juices ciders prepared foods soap body-care","","farm","www.argosfarm.com","-74.235929","39.868775","8731"
"Manahawkin","https://www.facebook.com/beachviewfarms","Beach View Farms","New Jersey","178 Beachview Avenue","bedding plants crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables honey nursery-stock","","farm","http://www.beachviewfarms.com","-74.2509139","39.7301044","08050"
"Sussex","https://www.facebook.com/pages/Beemerville-Orchard/213134775374677","Beemerville Orchard","New Jersey","73 Lusscroft Road","fresh-fruits fresh-vegetables honey","","farm","","-74.684056","41.221728","07461"
"Flemington","","Bills Figs","New Jersey","329 Old York Road","bedding plants","","farm","wmuzy@comcast.net","-74.8096800","40.5057570","08822"
"Pennington","https://www.facebook.com/BlueMoonAcresFarm","Blue Moon Acres: Certified Organic Farm and Market","New Jersey","11 Willow Creek Dr.","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs fish seafood herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products mushrooms nuts poultry fowl prepared foods red-meat non-poultry-meat soap body-care tofu non-animal protein wild-harvested forest-products wine spirits beer hard-cider","https://twitter.com/bmacres","farm","www.bluemoonacres.com","-74.7878659","40.3470090","08534"
"Milford","https://www.facebook.com/pages/Bobolink-Dairy-Bakehouse/203077189739087","Bobolink (llc) Dairy","New Jersey","369 Stamets Rd","baked-goods canned preserved coffee tea dairy products eggs grains flour honey poultry fowl wild-harvested forest-products","","farm","cowsoutside. com","-75.0624938","40.5671520","08848"
"Newton","","Brodhecker Farm LLC","New Jersey","2 Branchville-Lawson Road","eggs pet-food poultry fowl red-meat non-poultry-meat","","farm","www.brodheckerfarms.com","-74.775249","41.108451","07860"
"Flemington","https://www.facebook.com/pages/Burjans-Pumpkin-Festival/145110945523495","Burjans Pumpkin Festival","New Jersey","524 Old York Rd","baked-goods canned preserved crafts woodworking fresh-fruits fresh-vegetables juices ciders prepared foods","","farm","www.burjansfarm.com","-74.7893106","40.5259905","8822"
"Lafayette","","C & R Perfect Pick Farm","New Jersey","71 Beaver Run Road","eggs fresh-fruits fresh-vegetables","","farm","www.perfectpickfarm.com","-74.686316","41.115124","07848"
"Lawrenceville ","https://www.facebook.com/pages/Cherry-Grove-Farm","Cherry Grove Farm","New Jersey","3200 Lawrenceville Road (Route 206)","baked-goods canned preserved coffee tea crafts woodworking dairy products eggs herbs honey juices ciders maple-products poultry fowl prepared foods red-meat non-poultry-meat soap body-care","https://www.twitter.com/cherrygrovefarm","farm","www.cherrygrovefarm.com","-74.712497","40.308723","08648"
"Hampton","https://www.facebook.com/DancingWatersFarm","Dancing Waters Farm","New Jersey","304 Hackett Rd.","eggs herbs fresh-vegetables","https://twitter.com/dancingwaters","farm","https://www.mohair-fiber.com/","-74.978229","40.664299","08827"
"Hammonton","https://www.facebook.com/dimeofarms","DiMeo Farms & Blueberry Plants Nursery","New Jersey","3101 Nesco Road","bedding plants canned preserved crafts woodworking fresh-fruits honey maple-products nursery-stock","http://twitter.com/dimeofarms","farm","http://www.DiMeoFarms.com","-74.726500","39.640696","08037"
"Newark","facebook.com/greaternewarkconservancy","Greater Newark Conservancy","New Jersey","138 Court St. ","eggs herbs fresh-fruits fresh-vegetables","","farm","www.citybloom.org","-74.182151","40.732757","07103"
"Glen Gardner","","Grochowicz Farm Market and Deli","New Jersey","2401 Route 31","canned preserved coffee tea crafts woodworking dairy products eggs fresh-vegetables honey maple-products poultry fowl prepared foods red-meat non-poultry-meat soap body-care","","farm","www.grofarms.com","-74.9486274","40.7046301","08826"
"Morristown","https://www.facebook.com/GrowitGreenMorristown/","Grow It Green Morristown's Urban Farm","New Jersey","31 Hazel St.","herbs fresh-vegetables","https://twitter.com/GIGMotown","farm","www.growitgreenmorristown.org","-74.476836","40.806686","07960"
"Allamuchy","@GrowingDirt","GrowingDirt.com, a farm at Agrestic Acres","New Jersey","51 Lenape lane","eggs fresh-vegetables honey poultry fowl red-meat non-poultry-meat","","farm","Www.growingdirt.com","-74.81256","40.922363","07838"
"Manalapan","https://www.facebook.com/happydayfarmnj?ref=br_tf","Happy Day Farm","New Jersey","97 Daum Road","","","farm","happydayfarmnj.com","-74.3791580","40.2681312","7726"
"Monroeville","https://www.facebook.com/pages/Hayniczs-Orchardview-Farm-Market-and-Greenhouse/197438020269238?ref=br_tf","Hayniczs Orchardview Farm Market and Greenhouse","New Jersey","1091 Elk Road - Corner Of Buck And Elk Roads","","","farm","www.hayniczorchardviewfarm.com","-75.1237256","39.6445383","8343"
"Mullica Hill","Hillcreekfarms.com","Hill Creek Farms","New Jersey","1631 State Highway #45","baked-goods canned preserved coffee tea crafts woodworking fresh-fruits fresh-vegetables honey juices ciders maple-products prepared foods red-meat non-poultry-meat soap body-care","","farm","Hillcreekfarms.com","-75.263129","39.707374","08062"
"MOORESTOWN","https://www.facebook.com/pages/Little-Hooves-Romneys/176597835758599","Little Hooves Romneys","New Jersey","510 Centerton Rd","eggs","","farm","www.LittleHoovesRomneys.com","-74.895029","39.986156","08057"
"Vernon","https://www.facebook.com/MountVernonFarms","Mount Vernon Farms","New Jersey","418 Route 515","bedding plants nursery-stock","","farm","www.njtreefarmer.com","-74.489736","41.175661","07462"
"Plumsted","https://www.facebook.com/pages/My-Poppys-Alpacas/147695915737","My Poppy's Alpacas, LLC","New Jersey","59 Hopkins Rd.","","https://twitter.com/MyPoppysAlpacas","farm","http://www.mypoppysalpacas.com/","-74.473712","40.090669","08533"
"Robbinsville","https://www.facebook.com/oasisfarm","Oasis Family Farm","New Jersey","3 Circle Dr","bedding plants canned preserved dairy products eggs fresh-fruits fresh-vegetables honey juices ciders maple-products nursery-stock","","farm","www.oasisfamilyfarm.com","-74.634241","40.201936","08691"
"Lawrenceville","","Oasis Garden Center","New Jersey","87 Federal City Rd","","","farm","","-74.76173","40.286432","8648"
"Phillipsburg","https://www.facebook.com/farmerandwife","Perfect Christmas Tree Farm","New Jersey","999 H'way 22","","","farm","www.perfectchristmastree.com","-75.1618471","40.6967860","08865"
"Cape May Court House","","Stiles Farm and Nursery","New Jersey","172 South Delsea Drive Route 47","","","farm","","-75.04272","39.489142","8210"
