"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Rigby","","Ashland Produce","Idaho","158 N 4544 E","fresh-fruits fresh-vegetables","","farm","","-111.7958160","43.6501639","83442"
"Caldwell","","Black Dog Berry Farm and Market Garden","Idaho","14623 Galloway Rd","cut-flowers eggs herbs fresh-fruits fresh-vegetables","","farm","","-116.683530","43.749677","83607"
"Downey","","Bradys Plant Ranch","Idaho","3525 E. Virginia Road","baked-goods bedding plants canned preserved crafts woodworking dairy products eggs herbs fresh-fruits fresh-vegetables honey juices ciders nursery-stock prepared foods red-meat non-poultry-meat","","farm","www.bradysplantranch.com","-112.1586133","42.5034199","83234"
"Kuna","https://www.facebook.com/Aplles4uall","Cabalo's Orchard & Gardens","Idaho","2087 West King Rd","eggs fresh-fruits fresh-vegetables honey juices ciders poultry fowl","","farm","cabalosorchard.com","-116.439328","43.473453","83634"
"POCATELLO","","Giving Ground Farm","Idaho","147 ELLSWORTH RD","cut-flowers dry beans herbs fresh-vegetables nursery-stock","","farm","www.givinggroundseeds.com","-112.462140","43.022498","83202"
"Kuna","https://www.facebook.com/goshenfarm","Goshen Farm, LLC","Idaho","Kuna Rd/cloverdale Area","dairy products","","farm","www.goshenfarm.weebly.com","-116.4201223","43.4918307","83634"
"Blackfoot","https://www.facebook.com/GroveCityGardens?ref_type=bookmark","Grove City Gardens, LLC","Idaho","246 Wet 200 North","","https://twitter.com/grovecitygarden","farm","","-112.345567","43.225728","83221"
"Eagle","","July Blueberries LLC.","Idaho","2190 W Burns Street","fresh-fruits","","farm","","-116.3805630","43.7092380","83616"
"Weiser","https://www.facebook.com/KelleyOrchards","Kelley Orchards","Idaho","53 Hill Road","canned preserved fresh-fruits fresh-vegetables honey","https://www.twitter.com/KelleyOrchards","farm","www.kelleyorchards.com","-116.877558","44.159926","83672"
"Soda Springs","https://www.facebook.com/laufamilyfarm/","Lau Family Farm, llc","Idaho","675 east highway 30","red-meat non-poultry-meat","","farm","www.laufamilyfarm.com","-111.579731","42.651939","83276"
"Carmen","https://www.facebook.com/mountainvalleyfarmstead/","Mountain Valley Farmstead","Idaho","7 Mac Nab Lane","dairy products","","farm","MountainValleyFarmstead.com","-113.892029","45.258484","83462"
"Salmon","","Mundy Farms","Idaho","2 Scott Lane","crafts woodworking fresh-vegetables","","farm","","-113.798368","45.130416","83467"
"Buhl ","NORTHVIEW ORCHARD","NORTHVIEW ORCHARD","Idaho","1826 E  4500 N","fresh-fruits nuts","","farm","","-114.6870020","42.6568320","83316"
"Preston","https://www.facebook.com/pages/Preston-Berry-Farms/282551275111518","Preston Berry Farms","Idaho","660 South State Street","canned preserved fresh-fruits fresh-vegetables juices ciders","","farm","Prestonberryfarms@live.com","-111.8766600","42.0842998","83263"
"Hauser","https://www.facebook.com/Redcanoefarms","Red Canoe Farms","Idaho","28405 W. Highway 53","","","farm","","-117.036141","47.739601","83854"
"Emmett","https://www.facebook.com/idahoberry","Richardson Farm","Idaho","4250 Valley View Road","fresh-fruits fresh-vegetables wine spirits beer hard-cider","","farm","http://www.idahoberry.wordpress.com/","-116.677997","43.870432","83617"
"Emmett","","Wee Kings Orchard","Idaho","2955 West South Slope Road","eggs fresh-fruits","","farm","","-116.5663479","43.8350104","83617"
"Cascade","","Alpha Nursery Farmers' Market","Idaho","12 Alpha Lane,","eggs herbs vegetables honey jams plants trees fruits","","market","http://www.alpha-nursery.com","-115.998","44.4251","83611"
"Ashton","","Ashotn Farmers Market","Idaho","Off Main Street","","","market","http://www.gardenshelper.blogspot.com","-111.446","44.0714","83420"
"Caldwell","","Bitner Vineyards Farmers Market","Idaho","Bitner Vineyards, 16645 Plum Rd.","","","market","http://www.bitnervineyards.com","-116.815","43.6107","83607"
"Boise City","BOISE FARMERS MARKET","Boise Farmers Market","Idaho","10TH & GROVE  - SUMMER MARKET","organic baked goods cheese flowers eggs seafood herbs vegetables honey jams meat nuts plants poultry prepared soap wine coffee fruits grains juices mushrooms wild","BOISE FARMERS MARKET","market","http://WWW.THEBOISEFARMERSMARKET.COM","-116.444084","43.532957","83702"
"Boise City","BOISE FARMERS MARKET","BOISE FARMERS MARKET","Idaho","516 S. 8th Street","organic baked goods cheese crafts eggs seafood herbs vegetables honey jams maple meat nuts poultry prepared soap coffee beans fruits grains juices mushrooms wild","BOISE FARMERS MARKET","market","http://www.theboisefarmersmarket.com","-116.191930","43.607980","83702"
"Bonners Ferry","https://www.facebook.com/BonnersFerryFarmersMarket","Bonners Ferry Farmers Market","Idaho","6400 Kootenai St","organic baked goods crafts flowers herbs vegetables honey jams plants prepared soap","","market","http://www.bonnersferryfarmersmarket.org","-116.314","48.6961","83805"
"Kendrick","","Bovill Farmers Market","Idaho","Follow signs through Bovill","","","market","","-116.615","46.6771","83537"
"Caldwell","https://www.facebook.com/pages/Caldwell-Farmers-Market/78644466683","Caldwell Farmers Market","Idaho","7th Street and Blaine","baked goods cheese crafts flowers eggs herbs vegetables honey jams nuts plants prepared soap trees wine coffee fruits","","market","http://www.caldwellidfarmersmarket.com","-116.6892","43.66542","83605"
"Cambridge","","Cambridge Farmers Market","Idaho","Tower Park HWY 71","crafts flowers eggs herbs vegetables jams plants prepared soap fruits","","market","http://www.cambridgeidaho.com","-116.678753","44.572846","83610"
"Challis","ChallisCommunityFarmersMarket","Challis Community Farmers Market","Idaho","City Park","baked goods crafts flowers eggs herbs vegetables honey jams plants prepared soap trees coffee fruits grains","","market","","-114.281864","44.241110","83226"
"Challis ","","Challis Community Farmers Market","Idaho","Challis City Park","baked goods cheese crafts flowers eggs seafood herbs vegetables honey plants prepared soap trees coffee fruits grains wild","","market","","-114.227231","44.505154","83226"
