"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Washington","","4K Ranch","ks","1692 18th Road","red-meat non-poultry-meat","","farm","","-97.068195","39.828054","66968"
"Udall","","B Smart Apiaries","ks","3762 51st Rd.","honey","","farm","","-97.060063","37.437208","67146"
"El Dorado","https://www.facebook.com/pages/Boondocker-Farms/213960995309803","Boondocker Farms","ks","4772 SW 60th Street","","","farm","www.boondockerfarms.com","-96.932121","37.738005","67042"
"Olathe ","www.facebook.com/campcreekfarms","Camp Creek Farms","ks","29050 W 127th Street","eggs poultry fowl","","farm","","-94.9220900","38.9001530","66061"
"Manhattan","https://www.facebook.com/Christy'sFarm","Christy's Farm","ks","3230 McDowell Creek Road","dairy products eggs fresh-vegetables poultry fowl red-meat non-poultry-meat soap body-care","","farm","http://www.christysfarm.org/","-96.582717","39.123231","66502"
"El Dorado","https://www.facebook.com/FanskaFarms/","Fanska Farms","ks","3873 NE 4th","eggs","","farm","www.FanskaFarms.com","-96.7697460","37.8297640","67042"
"Fairview","https://facebook.com/fourtails.mhk/","Four Tails Grass Fed Beef","ks","2065 Falcon Rd","","","farm","Fourtailsfoods.com","-95.728169","39.839583","66425"
"Hesston","","Kalaya Emu Estates","ks","8 Bentgrass Dr.","","","farm","www.KalayaEmuEstate.com","-97.4106709","38.1314260","67062"
"Stilwell","https://www.facebook.com/pages/Meadowlark-Acres/298419166130?ref=hl","Meadowlark Acres","ks","5830 West 167th Street","baked-goods canned preserved soap body-care","","farm","www.meadowlarkacres.com","-94.653190","38.826238","66085"
"Rose Hill","https://www.facebook.com/meadowlarkfarm","Meadowlark Farm, LLC","ks","11249 SW 160th St","baked-goods canned preserved crafts woodworking fresh-fruits fresh-vegetables honey soap body-care wine spirits beer hard-cider","","farm","www.themeadowlarkfarm.com","-97.044939","37.591739","67133"
"topeka","","Meier's Market","ks","2300 lower silver lake rd.","baked-goods bedding plants canned preserved cut-flowers eggs herbs fresh-fruits fresh-vegetables honey maple-products nuts","","farm","","-95.692525","39.076619","66618"
"Manhattan","","Parks Farm","ks","1001 East 26th Ave.","red-meat non-poultry-meat","","farm","","-96.492305","39.153204","66502"
"Pleasanton","Skyview Farm","Skyview Farm and Creamery","ks","22722 E 800 Rd","dairy products eggs soap body-care","","farm","skyviewfarm.net","-94.681721","38.140017","66075"
"Parker ","www.facebook.com/synergisticacres","Synergistic Acres Pasture Raised Meats","ks","21733 Iliff Rd","eggs poultry fowl red-meat non-poultry-meat","","farm","www.synergisticares.com","-94.917233","38.341665","66072"
"Bucyrus","","Tubby Fruits Orchard","ks","6800 W 201st Terr","fresh-fruits","","farm","www.tubbyfruits.com","-94.6641510","38.7631410","66013"
"Moundridge","","Underhill Farms","ks","187 21st Ave","poultry fowl prepared-foods","","farm","","-97.5382400","38.2014760","67107"
"Pomona","Woodlandvalleyfarm-Kansas","WVFarm, LLC","ks","774 Stafford Road","herbs red-meat non-poultry-meat","Twitter.com/wvfarm","farm","Woodlandvalleyfarm.info","-95.439204","38.709147","66076"
"IOLA","Allen County Farmers' Market","Allen County Farmers' Market","ks","Jefferson","baked goods crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared-foods soap","","market","http://www.acfarmersmarket.com","-95.400669","37.927427","66749"
"Iola","Allen County Farmers' Market","Allen County Farmers' Market","ks","807  N. State","baked goods crafts eggs herbs vegetables honey jams meat poultry soap","","market","http://www.acfarmersmarket.com","-95.400669","37.927427","66749"
"Atchison","https://www.facebook.com/AtchisonFarmersMarket/","Atchison Farmers Market","ks","Between 5th and 6th Streets on the south side of Main Street","baked goods flowers eggs vegetables honey jams meat nuts plants soap trees coffee fruits grains mushrooms","","market","https://atchisonkansas.com/business-directory/atchison-farmers-market","-95.119878","39.560737","66002"
"Columbus","Facebook: columbus ks farmers' market","Columbus Kansas Farmers Market","ks","202 N. East Avenue","organic baked goods crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap fruits mushrooms pet food","","market","http://www.columbusks.com","-94.831459","37.171861","66725"
"Lawrence","https://www.facebook.com/pages/Cottins-Hardware-Farmers-Market/130797680335852","Cottin's Hardware Farmers Market","ks","1832 Massachusetts Street","organic baked goods cheese flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap trees coffee beans fruits grains juices mushrooms wild","@cottins","market","http://www.cottinshardware.com/farmersmarket/","-95.235146","38.950747","66044"
"Wichita","facebook.com/delanoneighborhoodmarket","Delano Neighborhood Market","ks","1709 W Douglas ","organic baked goods crafts eggs vegetables honey jams meat prepared-foods soap coffee fruits","","market","","-97.360349","37.683757","67213"
"Wichita","https://www.facebook.com/fireflyfarmwichitakansas/","Firefly Farmers' Market","ks","15615 East 21st Street North","baked goods cheese flowers eggs herbs vegetables honey jams meat poultry prepared-foods soap trees fruits grains pet food","","market","https://www.fireflyfarmwichita.com/","-97.156597","37.723203","67230"
"Garden City","","Garden City Farmers Market","ks","1210 Fleming ","baked goods crafts flowers eggs vegetables honey jams plants soap trees fruits","","market","","-100.8532074","37.9772536","67846"
"Gardner ","Gardner Farmers Market","Gardner Farmers Market","ks","136 E Washington St","organic baked goods crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry soap fruits grains juices pet food","","market","http://gardnerfarmersmarket@gmail.com","-94.925777","38.812999","66030"
"Kinsley","https://www.facebook.com/KinsleyFarmersMarket/","Kinsley Farmers Market","ks","1027 Highway 56","baked goods vegetables jams fruits","","market","","-99.419852","37.918535","67547"
"Lenexa","www.facebook.com/groups/lenexafarmmkt/","Lenexa Farmers Market","ks","17201 W. 87th St. Pkwy","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts plants poultry prepared-foods soap trees wine coffee beans fruits grains mushrooms","","market","","-94.803914","38.965267","66219"
"Chanute","Main Street Chanute Farmers Market","Main Street Farmers Market","ks","Main Street and Highland Ave","baked goods crafts eggs herbs vegetables honey jams meat plants poultry prepared-foods soap coffee fruits","","market","http://www.chanutemainstreet.com","-95.4504829","37.6817937","66720"
"Mission","https://www.facebook.com/missionksmarket/","Mission Farm and Flower Market","ks","5635 Johnson Drive","baked goods crafts flowers vegetables honey jams meat soap fruits","https://twitter.com/missionksmarket","market","http://missionks.org/market","-94.6512054","39.0219446","66202"
"Topeka","","Monday Farmers Market at your library","ks","1515 SW 10th Avenue","baked goods flowers eggs herbs vegetables honey nuts plants fruits","","market","http://www.tscpl.org","-95.696240","39.049968","66604"
"Perry","@perrylecomptonfarmersmarket","Perry Lecompton Farmers Market","ks","2115 Ferguson Rd.","baked goods flowers eggs herbs vegetables honey jams meat plants poultry soap fruits pet food","","market","http://www.perrylecomptonfarmersmarket.com","-95.392324","39.081430","66073"
