	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	COUNTY	id	GEO_TTL	estimate	estab	emp	payann
0	11	Crop harvesting, primarily by machine	32	115113	11	32011	Eureka County, Nevada	1	1.0	0.0	0.0
1	11	Farm labor contractors and crew leaders	32	115115	3	32003	Clark County, Nevada	1	1.0	0.6666666666666666	121.0
2	11	Farm labor contractors and crew leaders	32	115115	23	32023	Nye County, Nevada	1	1.0	0.2222222222222222	40.333333333333336
3	11	Farm labor contractors and crew leaders	32	115115	33	32033	White Pine County, Nevada	1	1.0	0.1111111111111111	20.166666666666668
4	11	Farm management services	32	115116	9	32009	Esmeralda County, Nevada	1	1.0	0.0	65.0
5	11	Farm management services	32	115116	13	32013	Humboldt County, Nevada	1	1.0	0.4444444444444444	21.833333333333332
6	11	Farm management services	32	115116	15	32015	Lander County, Nevada	1	1.0	1.3333333333333333	33.0
7	11	Farm management services	32	115116	19	32019	Lyon County, Nevada	1	1.0	0.4444444444444444	21.833333333333332
8	11	Finfish fishing	32	114111	3	32003	Clark County, Nevada	1	1.0	1.7833333333333332	799.1833333333334
9	11	Finfish fishing	32	114111	31	32031	Washoe County, Nevada	1	1.0	1.925	691.525
10	11	Finfish fishing	32	114111	510	32510	Carson City, Nevada	0	3.0	5.2	884.6
11	11	Finfish fishing	32	114111	510	32510	Carson City, Nevada	1	3.0	9.0	1902.0
12	11	Forest nurseries and gathering of forest products	32	113210	5	32005	Douglas County, Nevada	1	1.0	0.0	0.0
13	11	Hunting and trapping	32	114210	3	32003	Clark County, Nevada	1	1.6666666666666667	4.0	165.77777777777777
14	11	Hunting and trapping	32	114210	5	32005	Douglas County, Nevada	1	1.0	1.5	62.166666666666664
15	11	Hunting and trapping	32	114210	31	32031	Washoe County, Nevada	1	1.0	0.0	0.0
16	11	Hunting and trapping	32	114210	510	32510	Carson City, Nevada	1	1.0	0.0	0.0
17	11	Logging	32	113310	31	32031	Washoe County, Nevada	1	2.0	0.0	0.0
18	11	Postharvest crop activities (except cotton ginning)	32	115114	3	32003	Clark County, Nevada	1	2.0	0.0	0.0
19	11	Postharvest crop activities (except cotton ginning)	32	115114	31	32031	Washoe County, Nevada	1	1.0	0.0	0.0
20	11	Shellfish fishing	32	114112	31	32031	Washoe County, Nevada	1	1.0	0.0	0.0
21	11	Soil preparation, planting, and cultivating	32	115112	3	32003	Clark County, Nevada	1	1.0	1.75	87.0
22	11	Soil preparation, planting, and cultivating	32	115112	5	32005	Douglas County, Nevada	1	1.0	0.0	0.0
23	11	Soil preparation, planting, and cultivating	32	115112	7	32007	Elko County, Nevada	1	1.0	0.0	0.0
24	11	Soil preparation, planting, and cultivating	32	115112	13	32013	Humboldt County, Nevada	1	1.0	0.0	0.0
25	11	Soil preparation, planting, and cultivating	32	115112	17	32017	Lincoln County, Nevada	1	1.0	1.75	87.0
26	11	Soil preparation, planting, and cultivating	32	115112	19	32019	Lyon County, Nevada	1	1.0	0.5833333333333334	29.0
27	11	Soil preparation, planting, and cultivating	32	115112	23	32023	Nye County, Nevada	1	1.0	0.5833333333333334	29.0
28	11	Support activities for animal production	32	115210	1	32001	Churchill County, Nevada	1	1.3333333333333333	10.099675324675326	263.4585858585859
29	11	Support activities for animal production	32	115210	3	32003	Clark County, Nevada	0	10.6	13.2	686.2
30	11	Support activities for animal production	32	115210	3	32003	Clark County, Nevada	1	12.0	-2.8571428571428568	1164.0
31	11	Support activities for animal production	32	115210	5	32005	Douglas County, Nevada	0	6.333333333333333	7.166666666666667	118.33333333333333
32	11	Support activities for animal production	32	115210	7	32007	Elko County, Nevada	1	1.0	6.1024531024531035	220.30303030303028
33	11	Support activities for animal production	32	115210	17	32017	Lincoln County, Nevada	1	1.0	6.881782106782107	204.64040404040406
34	11	Support activities for animal production	32	115210	23	32023	Nye County, Nevada	1	1.75	11.241666666666667	360.4666666666667
35	11	Support activities for animal production	32	115210	31	32031	Washoe County, Nevada	0	8.75	25.75	757.25
36	11	Support activities for animal production	32	115210	31	32031	Washoe County, Nevada	1	5.5	58.04112554112554	1010.2272727272726
37	11	Support activities for animal production	32	115210	510	32510	Carson City, Nevada	1	1.0	19.545454545454547	255.9090909090909
38	11	Support activities for forestry	32	115310	3	32003	Clark County, Nevada	1	1.0	0.0	14.0
39	11	Support activities for forestry	32	115310	31	32031	Washoe County, Nevada	0	3.0	1.3333333333333333	38.0
40	11	Support activities for forestry	32	115310	31	32031	Washoe County, Nevada	1	2.3333333333333335	0.0	40.666666666666664
41	11	Support activities for forestry	32	115310	33	32033	White Pine County, Nevada	1	1.0	0.0	16.5
42	11	Timber tract operations	32	113110	3	32003	Clark County, Nevada	1	1.0	0.0	0.0
43	11	Timber tract operations	32	113110	5	32005	Douglas County, Nevada	1	1.0	0.0	0.0
44	21	All other metal ore mining	32	212299	3	32003	Clark County, Nevada	1	1.1666666666666667	0.0	73.83333333333333
45	21	All other metal ore mining	32	212299	7	32007	Elko County, Nevada	1	1.3333333333333333	0.0	147.66666666666666
46	21	All other metal ore mining	32	212299	27	32027	Pershing County, Nevada	1	2.0	0.0	0.0
47	21	All other metal ore mining	32	212299	31	32031	Washoe County, Nevada	1	1.0	0.0	221.5
48	21	All other nonmetallic mineral mining	32	212399	1	32001	Churchill County, Nevada	1	1.3333333333333333	19.728703703703705	992.8342592592593
49	21	All other nonmetallic mineral mining	32	212399	3	32003	Clark County, Nevada	0	3.5	52.25	2983.0
50	21	All other nonmetallic mineral mining	32	212399	3	32003	Clark County, Nevada	1	2.0	28.211111111111112	1439.5777777777778
51	21	All other nonmetallic mineral mining	32	212399	9	32009	Esmeralda County, Nevada	1	1.0	14.269841269841269	654.1746031746031
52	21	All other nonmetallic mineral mining	32	212399	11	32011	Eureka County, Nevada	1	1.0	13.723863636363637	731.9130681818183
53	21	All other nonmetallic mineral mining	32	212399	17	32017	Lincoln County, Nevada	1	1.1666666666666667	16.551689514189516	830.3544131794132
54	21	All other nonmetallic mineral mining	32	212399	19	32019	Lyon County, Nevada	1	1.6666666666666667	23.055098605098607	1193.9422919672918
55	21	All other nonmetallic mineral mining	32	212399	23	32023	Nye County, Nevada	1	2.3333333333333335	31.798454785954785	1643.4550384800386
56	21	All other nonmetallic mineral mining	32	212399	31	32031	Washoe County, Nevada	1	1.0	13.11634199134199	683.4329004329005
57	21	All other nonmetallic mineral mining	32	212399	510	32510	Carson City, Nevada	1	1.0	14.269841269841269	654.1746031746031
58	21	Bituminous coal and lignite surface mining	32	212111	1	32001	Churchill County, Nevada	1	1.0	0.0	0.0
59	21	Bituminous coal and lignite surface mining	32	212111	13	32013	Humboldt County, Nevada	1	1.0	0.0	0.0
60	21	Clay and ceramic and refractory minerals mining	32	212325	19	32019	Lyon County, Nevada	1	1.0	13.625	1666.5
61	21	Clay and ceramic and refractory minerals mining	32	212325	23	32023	Nye County, Nevada	0	3.0	141.16666666666666	9577.0
62	21	Clay and ceramic and refractory minerals mining	32	212325	31	32031	Washoe County, Nevada	1	1.0	12.083333333333334	1585.5
63	21	Construction sand and gravel mining	32	212321	3	32003	Clark County, Nevada	0	7.8	85.0	2959.0
64	21	Construction sand and gravel mining	32	212321	3	32003	Clark County, Nevada	1	9.0	98.35714285714286	4658.142857142858
65	21	Construction sand and gravel mining	32	212321	7	32007	Elko County, Nevada	1	1.5	25.71181139122316	1235.3927637721756
66	21	Construction sand and gravel mining	32	212321	17	32017	Lincoln County, Nevada	1	1.0	19.168160597572363	961.7086367880485
67	21	Construction sand and gravel mining	32	212321	19	32019	Lyon County, Nevada	0	3.25	14.0	1085.75
68	21	Construction sand and gravel mining	32	212321	19	32019	Lyon County, Nevada	1	2.0	18.92857142857143	958.7714285714286
69	21	Construction sand and gravel mining	32	212321	31	32031	Washoe County, Nevada	0	4.0	66.8	4929.8
70	21	Construction sand and gravel mining	32	212321	31	32031	Washoe County, Nevada	1	3.0	130.79999999999998	6909.0
71	21	Copper ore and nickel ore mining	32	212234	19	32019	Lyon County, Nevada	1	1.6666666666666667	0.0	0.0
72	21	Copper ore and nickel ore mining	32	212234	23	32023	Nye County, Nevada	1	1.0	0.0	0.0
73	21	Copper ore and nickel ore mining	32	212234	31	32031	Washoe County, Nevada	1	1.0	0.0	0.0
74	21	Copper ore and nickel ore mining	32	212234	33	32033	White Pine County, Nevada	1	1.0	0.0	0.0
75	21	Crude petroleum and natural gas extraction	32	211111	3	32003	Clark County, Nevada	0	11.833333333333334	49.333333333333336	3556.3333333333335
76	21	Crude petroleum and natural gas extraction	32	211111	5	32005	Douglas County, Nevada	1	1.5	3.794337606837607	274.50320512820514
77	21	Crude petroleum and natural gas extraction	32	211111	11	32011	Eureka County, Nevada	1	1.0	2.375	111.75
78	21	Crude petroleum and natural gas extraction	32	211111	19	32019	Lyon County, Nevada	1	1.0	2.875	208.75
79	21	Crude petroleum and natural gas extraction	32	211111	31	32031	Washoe County, Nevada	0	3.0	6.0	807.0
80	21	Crude petroleum and natural gas extraction	32	211111	31	32031	Washoe County, Nevada	1	3.5	8.46875	560.0625
81	21	Crude petroleum and natural gas extraction	32	211111	510	32510	Carson City, Nevada	1	1.0	2.472222222222222	157.66666666666666
82	21	Crushed and broken granite mining and quarrying	32	212313	3	32003	Clark County, Nevada	1	1.0	0.0	0.0
83	21	Crushed and broken granite mining and quarrying	32	212313	31	32031	Washoe County, Nevada	1	3.0	0.0	0.0
84	21	Crushed and broken limestone mining and quarrying	32	212312	7	32007	Elko County, Nevada	1	1.0	3.0	136.44444444444443
85	21	Crushed and broken limestone mining and quarrying	32	212312	11	32011	Eureka County, Nevada	1	1.0	0.0	0.0
86	21	Crushed and broken limestone mining and quarrying	32	212312	13	32013	Humboldt County, Nevada	1	1.6666666666666667	3.0	136.44444444444443
87	21	Crushed and broken limestone mining and quarrying	32	212312	19	32019	Lyon County, Nevada	1	1.0	0.0	0.0
88	21	Crushed and broken limestone mining and quarrying	32	212312	31	32031	Washoe County, Nevada	1	1.0	9.0	409.3333333333333
89	21	Dimension stone mining and quarrying	32	212311	3	32003	Clark County, Nevada	1	1.0	0.0	0.0
90	21	Dimension stone mining and quarrying	32	212311	31	32031	Washoe County, Nevada	1	1.0	0.0	0.0
91	21	Drilling oil and gas wells	32	213111	3	32003	Clark County, Nevada	1	1.3333333333333333	8.031746031746032	595.265873015873
92	21	Drilling oil and gas wells	32	213111	7	32007	Elko County, Nevada	1	1.8333333333333333	11.938492063492063	967.906746031746
93	21	Drilling oil and gas wells	32	213111	13	32013	Humboldt County, Nevada	1	1.0	4.491071428571429	362.49107142857144
94	21	Drilling oil and gas wells	32	213111	17	32017	Lincoln County, Nevada	1	1.0	6.656746031746032	521.0575396825396
95	21	Drilling oil and gas wells	32	213111	19	32019	Lyon County, Nevada	1	1.0	6.656746031746032	521.0575396825396
96	21	Drilling oil and gas wells	32	213111	31	32031	Washoe County, Nevada	1	1.0	8.25	445.25
97	21	Drilling oil and gas wells	32	213111	33	32033	White Pine County, Nevada	1	1.0	6.656746031746032	521.0575396825396
98	21	Gold ore mining	32	212221	1	32001	Churchill County, Nevada	1	1.1666666666666667	230.3939259914492	20189.202221648895
99	21	Gold ore mining	32	212221	3	32003	Clark County, Nevada	0	5.0	22.333333333333332	1774.0
100	21	Gold ore mining	32	212221	5	32005	Douglas County, Nevada	1	1.0	186.55874613003095	16938.16722136223
101	21	Gold ore mining	32	212221	7	32007	Elko County, Nevada	0	7.833333333333333	4438.833333333333	441038.1666666667
