	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	33	999	Statewide	11	Finfish fishing	33	114111	4.4	0.6	15.2	2.4	46.6	3.0
1	33	999	Statewide	11	Forest nurseries and gathering of forest products	33	113210	1.0	0.0	0.0	0.0	0.0	1.0
2	33	999	Statewide	11	Hunting and trapping	33	114210	1.0	0.0	0.0	0.0	0.0	1.0
3	33	999	Statewide	11	Logging	33	113310	96.8	355.2000000000001	16863.2	428.8	17213.2	96.8
4	33	999	Statewide	11	Other marine fishing	33	114119	1.0	0.0	0.0	0.0	0.0	1.0
5	33	999	Statewide	11	Postharvest crop activities (except cotton ginning)	33	115114	1.0	0.0	0.0	0.0	0.0	1.0
6	33	999	Statewide	11	Shellfish fishing	33	114112	3.666666666666667	0.0	0.0	0.0	21.66666666666667	2.333333333333333
7	33	999	Statewide	11	Soil preparation, planting, and cultivating	33	115112	3.0	0.0	0.0	0.0	0.0	1.6
8	33	999	Statewide	11	Support activities for animal production	33	115210	21.800000000000004	18.2	475.8	43.8	840.4	21.8
9	33	999	Statewide	11	Support activities for forestry	33	115310	11.8	26.8	2194.6	52.6	2946.4	11.2
10	33	999	Statewide	11	Timber tract operations	33	113110	3.6	0.0	0.0	0.0	0.0	3.6
11	33	999	Statewide	21	Construction sand and gravel mining	33	212321	28.8	63.40000000000001	4123.4	98.2	5518.0	28.2
12	33	999	Statewide	21	Crude petroleum and natural gas extraction	33	211111	3.2	0.0	0.0	2.6	200.8	2.4
13	33	999	Statewide	21	Crushed and broken granite mining and quarrying	33	212313	1.0	0.0	0.0	0.0	0.0	1.0
14	33	999	Statewide	21	Crushed and broken limestone mining and quarrying	33	212312	1.4	0.0	0.0	0.0	0.0	1.4
15	33	999	Statewide	21	Dimension stone mining and quarrying	33	212311	3.0	0.0	0.0	0.0	0.0	2.2
16	33	999	Statewide	21	Drilling oil and gas wells	33	213111	3.0	0.0	0.0	0.0	0.0	2.0
17	33	999	Statewide	21	Other crushed and broken stone mining and quarrying	33	212319	5.8	21.4	2025.2	55.2	4993.0	5.8
18	33	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	33	213115	1.0	0.0	0.0	0.0	0.0	1.0
19	33	999	Statewide	21	Support activities for oil and gas operations	33	213112	3.0	0.0	0.0	4.6	632.0	2.8
20	33	999	Statewide	22	Biomass electric power generation	33	221117	4.8	0.0	0.0	80.0	6227.2	4.2
21	33	999	Statewide	22	Electric power distribution	33	221122	46.6	163.4	15572.999999999998	535.0	50004.2	46.6
22	33	999	Statewide	22	Fossil fuel electric power generation	33	221112	6.7	28.2	2992.2	49.2	5113.4	5.8
23	33	999	Statewide	22	Hydroelectric power generation	33	221111	23.4	29.0	2470.0	83.8	7050.4	21.6
24	33	999	Statewide	22	Natural gas distribution	33	221210	10.6	16.4	1362.0	161.4	15284.2	10.2
25	33	999	Statewide	22	Nuclear electric power generation	33	221113	1.8	0.0	0.0	0.0	0.0	1.8
26	33	999	Statewide	22	Other electric power generation	33	221118	4.2	0.0	0.0	0.0	0.0	3.0
27	33	999	Statewide	22	Sewage treatment facilities	33	221320	10.5	0.0	0.0	8.4	1296.0	6.8
28	33	999	Statewide	22	Solar electric power generation	33	221114	1.0	0.0	0.0	0.0	0.0	1.0
29	33	999	Statewide	22	Steam and air-conditioning supply	33	221330	1.0	0.0	0.0	0.0	0.0	1.0
30	33	999	Statewide	22	Water supply and irrigation systems	33	221310	20.2	9.6	1109.2	183.0	11164.6	20.0
31	33	999	Statewide	23	All other specialty trade contractors	33	238990	155.20000000000005	452.4	32642.4	505.8	34087.2	155.2
32	33	999	Statewide	23	Commercial and institutional building construction	33	236220	144.00000000000003	1855.6	129726.8	1896.0	131668.2	143.8
33	33	999	Statewide	23	Drywall and insulation contractors	33	238310	161.0	1994.2000000000005	115289.8	2085.0	117696.6	161.0
34	33	999	Statewide	23	Electrical contractors and other wiring installation contractors	33	238210	494.0	2664.4	141572.6	2753.2	143424.6	494.4
35	33	999	Statewide	23	Finish carpentry contractors	33	238350	140.4	401.0	23357.4	497.0	23487.4	139.6
36	33	999	Statewide	23	Flooring contractors	33	238330	77.4	236.2	10264.4	313.8	13299.6	75.6
37	33	999	Statewide	23	Framing contractors	33	238130	80.2	322.4	16669.4	370.6	17167.2	79.4
38	33	999	Statewide	23	Glass and glazing contractors	33	238150	28.6	80.60000000000002	5121.0	198.2	14603.8	28.0
39	33	999	Statewide	23	Highway, street, and bridge construction	33	237310	73.4	933.0	93198.2	1022.0	99268.0	74.0
40	33	999	Statewide	23	Industrial building construction	33	236210	10.4	14.4	1260.2	143.8	11348.8	9.0
41	33	999	Statewide	23	Land subdivision	33	237210	17.15	30.2	3215.0	69.2	5629.6	15.2
42	33	999	Statewide	23	Masonry contractors	33	238140	96.4	412.19999999999993	19304.6	504.4	24128.2	96.4
43	33	999	Statewide	23	New housing for-sale builders	33	236117	79.80000000000003	320.4	18966.0	363.8	20153.6	78.4
44	33	999	Statewide	23	New multifamily housing construction (except for-sale builders)	33	236116	9.966666666666667	4.333333333333333	158.66666666666666	64.6	4442.0	8.4
45	33	999	Statewide	23	New single-family housing construction (except for-sale builders)	33	236115	278.99999999999994	853.8	45343.4	915.4	45343.4	279.0
46	33	999	Statewide	23	Oil and gas pipeline and related structures construction	33	237120	3.0	0.0	0.0	0.0	0.0	2.2
47	33	999	Statewide	23	Other building equipment contractors	33	238290	28.4	232.40000000000003	17186.8	440.0	33197.4	27.2
48	33	999	Statewide	23	Other building finishing contractors	33	238390	36.2	262.6	18462.2	277.2	18890.0	34.6
49	33	999	Statewide	23	Other foundation, structure, and building exterior contractors	33	238190	28.2	109.8	8100.200000000002	261.4	18747.0	25.8
50	33	999	Statewide	23	Other heavy and civil engineering construction	33	237990	17.4	20.8	2043.6	31.6	4719.4	17.2
51	33	999	Statewide	23	Painting and wall covering contractors	33	238320	184.2	695.4000000000002	37623.0	796.6	38895.6	184.2
52	33	999	Statewide	23	Plumbing, heating, and air-conditioning contractors	33	238220	572.4	3693.4	209872.8	3739.8	209872.8	572.4
53	33	999	Statewide	23	Poured concrete foundation and structure contractors	33	238110	112.6	478.2	30412.6	562.6	32544.2	112.6
54	33	999	Statewide	23	Power and communication line and related structures construction	33	237130	35.4	444.4	45017.2	861.4	68864.2	36.4
55	33	999	Statewide	23	Residential remodelers	33	236118	469.8	1314.8	58167.0	1404.2	58167.0	469.8
56	33	999	Statewide	23	Roofing contractors	33	238160	54.00000000000001	343.6	19735.800000000007	386.8	20838.4	54.0
57	33	999	Statewide	23	Siding contractors	33	238170	44.2	129.6	6479.4	195.6	7935.2	44.2
58	33	999	Statewide	23	Site preparation contractors	33	238910	371.0	1816.8	104181.0	1834.6	104181.0	371.0
59	33	999	Statewide	23	Structural steel and precast concrete contractors	33	238120	19.0	191.4	13348.6	235.2	18467.4	17.0
60	33	999	Statewide	23	Tile and terrazzo contractors	33	238340	24.2	39.0	2790.8	93.2	3733.2	23.6
61	33	999	Statewide	23	Water and sewer line and related structures construction	33	237110	58.6	650.4	47329.0	732.6	50757.8	58.0
62	33	999	Statewide	31	All other leather good and allied product manufacturing	33	316998	8.6	1.8	52.2	170.2	6552.4	8.6
63	33	999	Statewide	31	All other miscellaneous food manufacturing	33	311999	6.2	0.0	0.0	19.6	703.0	5.6
64	33	999	Statewide	31	All other miscellaneous textile product mills	33	314999	20.8	52.6	2152.0	123.6	4580.0	20.2
65	33	999	Statewide	31	Animal (except poultry) slaughtering	33	311611	5.0	0.0	0.0	37.4	1511.2	3.8
66	33	999	Statewide	31	Apparel accessories and other apparel manufacturing	33	315990	3.0	0.0	0.0	6.0	147.2	2.2
67	33	999	Statewide	31	Bottled water manufacturing	33	312112	3.0	0.0	0.0	0.0	0.0	1.6
68	33	999	Statewide	31	Breweries	33	312120	15.133333333333335	111.4	4971.4	240.2	13497.0	13.6
69	33	999	Statewide	31	Broadwoven fabric mills	33	313210	3.0	0.0	0.0	166.0	6897.2	3.0
70	33	999	Statewide	31	Carpet and rug mills	33	314110	1.0	0.0	0.0	0.0	0.0	1.0
71	33	999	Statewide	31	Cheese manufacturing	33	311513	1.0	0.0	0.0	0.0	0.0	1.0
72	33	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	33	311351	2.4	0.0	0.0	0.0	0.0	2.2
73	33	999	Statewide	31	Coffee and tea manufacturing	33	311920	5.0	7.4	131.8	15.6	297.4	4.2
74	33	999	Statewide	31	Commercial bakeries	33	311812	13.4	24.4	563.4	125.4	3198.0	12.6
75	33	999	Statewide	31	Confectionery manufacturing from purchased chocolate	33	311352	14.0	57.8	1373.8	164.4	3572.8	13.6
76	33	999	Statewide	31	Cookie and cracker manufacturing	33	311821	4.6	0.0	0.0	0.0	0.0	2.8
77	33	999	Statewide	31	Curtain and linen mills	33	314120	8.2	2.4	21.2	38.2	1185.4	7.6
78	33	999	Statewide	31	Cut and sew apparel contractors	33	315210	8.2	0.0	0.0	6.8	197.0	4.4
79	33	999	Statewide	31	Distilleries	33	312140	5.75	0.0	0.0	10.0	532.75	3.5
80	33	999	Statewide	31	Dog and cat food manufacturing	33	311111	2.6	0.0	0.0	1.2	45.4	2.6
81	33	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	33	311824	5.0	0.0	0.0	55.6	2333.0	3.0
82	33	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	33	311514	1.0	0.0	0.0	0.0	0.0	1.0
83	33	999	Statewide	31	Fabric coating mills	33	313320	4.4	0.0	0.0	0.0	0.0	2.8
84	33	999	Statewide	31	Fats and oils refining and blending	33	311225	1.0	0.0	0.0	0.0	0.0	1.0
