"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Chaseburg","","Adoni Arces Family Farm LLC ","wi","S387 Korthals Ln. ","eggs fresh-fruits poultry fowl red-meat non-poultry-meat","","farm","","-91.1102715","43.7134959","45621"
"Wisconsin Rapids","https://www.facebook.com/altenburgsfarm","Altenburg's Country Gardens LLC","wi","7020 Plover Rd (Hwy. 54 E)","canned preserved fresh-fruits fresh-vegetables maple-products prepared-foods","","farm","http://www.altenburgsfarm.com/","-89.738168","44.419143","54494"
"DePere","https://www.facebook.com/pages/Apple-Valley-Orchard/117313941615608","Apple Valley Orchard LLC","wi","1670 Mar-El Road","baked-goods canned preserved crafts woodworking fresh-fruits juices ciders soap body-care","","farm","AppleValleyLLC.com","-88.092893","44.378637","54115"
"Cross Plains","upickappleberryfarm.com","Appleberry Farm LLC","wi","8079 Maurer Road","baked-goods canned preserved crafts woodworking cut-flowers eggs fresh-fruits fresh-vegetables honey juices ciders maple-products prepared-foods soap body-care","","farm","theappleberryfarm.com","-89.6159386","43.0421176","53528"
"Campbellsport","https://www.facebook.com/pages/Armstrong-Apples-Orchard-and-Winery/103621803066115","Armstrong Apples LLC","wi","W853 County Road B","baked-goods canned preserved dairy products fresh-fruits honey juices ciders soap body-care wine spirits beer hard-cider","","farm","Armstrongapples.com","-88.199707","43.707108","53010"
"Shell Lake","","Bashaw Valley Farm & Greenhouse","wi","W7402 Fox Trail Rd.","bedding plants canned preserved eggs fresh-fruits honey maple-products nursery-stock red-meat non-poultry-meat","","farm","bashawvalley@gmail.com","-91.913566","45.764247","54871"
"lena ","https://www.facebook.com/Behnkes-Grass-Fed-Beef-And-Pasture-Pork-250614411763880/?fref=ts&ref=br_tf","Behnkes Grass Fed Beef & Pasture Pork","wi","4420 Behnke rd","canned preserved fresh-vegetables poultry fowl red-meat non-poultry-meat wild-harvested forest-products","","farm","","-87.980007","44.999195","54139"
"New Richmond","","Blue Gentian Farm","wi","1990 Hwy 46","eggs red-meat non-poultry-meat","https://www.twitter.com/bgfarmboy","farm","","-92.3841138","45.1486124","54017"
"River Falls","https://www.facebook.com/WIFarmFreshAtlas","Blue Ridge Growers Orchard Nursery","wi","246 Carlson Lane","canned preserved crafts woodworking fresh-fruits soap body-care","","farm","www.facebook.com/WIFarmFreshAtlas","-92.709957","44.895888","54022"
"Bear Creek","","Blueberry Haven LLC","wi","W9967 County  Road XX","canned preserved fresh-fruits","","farm","BLUEBERRYHAVEN.NET","-88.6909960","44.5884040","54922"
"Prescott ","Borner Farm Project","Borner Farm Project","wi","1266 Walnut St","baked-goods bedding plants canned preserved cut-flowers eggs fresh-fruits maple-products prepared-foods","","farm","bornerfarmproject.com","-92.789672","44.751793","54021"
"Clear Lake","http://www.facebook.com/BullBrookKeep","Bull Brook Keep","wi","765 50th Avenue","","twitter.com/BronxToBarn","farm","http://www.bullbrookkeep.com","-92.3202280","45.2822048","54005"
"Fort Atkinson","https://www.facebook.com/busybarnsfarm","Busy Barns Adventure Farm LLC","wi","W7675 US Hwy 12","honey prepared-foods","https://twitter.com/busybarnsfarm","farm","https://www.busybarnsfarm.com","-88.912620","42.968651","53538"
"Colgate","https://www.facebook.com/CopperKettleFarm","Copper Kettle Farm LLC","wi","5576 County Road Q","","https://www.twitter.com/copperkfarm","farm","http://www.copperkfarm.com","-88.3134342","43.1930480","53017"
"Cochrane","","Cowsmo, Inc.","wi","S1843 County Road U","","","farm","www.cowsmocompost.com","-91.683419","44.328264","54622"
"Westby","https://www.facebook.com/DeepRootedWestby","Deep Rooted","wi","E8975 E. Ridge Road","bedding plants canned preserved herbs fresh-vegetables","","farm","http://www.deeprootedorganics.com/","-90.805682","43.653914","54667"
"Blanchardville","","Dorothy's Grange LLC","wi","W8707 Sawmill Rd","cut-flowers herbs fresh-vegetables red-meat non-poultry-meat","","farm","dorothysgrange.com","-89.7915410","42.7899850","53516"
"Mukwonago","","Elegant Farmer","wi","1545 Main Street","","","farm","","-88.3444","42.841521","53149"
"Leopolis","https://www.facebook.com/elevenmranch","ElevenM Ranch","wi","W12426 Paiser Ln","poultry fowl","","farm","elevenmranch.com","-88.873415","44.778915","54948"
"Fall River","https://www.facebook.com/pages/Englewood-Grass-fed-Beef/102825246458689","Englewood Grass-Fed Beef","wi","W1414 County Rd. Z","red-meat non-poultry-meat","","farm","","-89.068339","43.428831","53932"
"Waukesha","https://www.facebook.com/pages/Field-To-Fork-Farms/444165995616374?ref=hl","Field to Fork Farm and Market","wi","1500 S Springdale Road","cut-flowers eggs herbs fresh-vegetables poultry fowl red-meat non-poultry-meat","","farm","www.fieldtoforkfarms.com","-88.1850680","43.0159300","53186"
"Gilman","Futility Farms","Futility Farms LLC","wi","N5100 Webster Lane","poultry fowl red-meat non-poultry-meat","","farm","http://www.futilityfarms.com/","-90.795837","45.216076","54433"
"Amery","https://www.facebook.com/pages/Glenna-Farms/52322147733?ref=hl","Glenna Farms Country Store & Sugarhouse","wi","1333 - 120th Street","canned preserved coffee tea crafts woodworking dairy products fresh-vegetables honey maple-products wine spirits beer hard-cider","https://twitter.com/GlennaFarms1","farm","http://glennafarms.com/","-92.408597","45.397467","54001"
"Kiel","Golden Bear Farm","Golden Bear Farm","wi","15115 Lax Chapel Rd.","red-meat non-poultry-meat","","farm","www.goldenbearfarm.com","-87.981956","43.914557","53042"
"Osseo","","Golden Hills Buffalo Farm","wi","N44867 County Road E","poultry fowl","","farm","","-91.2514078","44.4903959","54758"
"Milladore","https://www.facebook.com/pages/Good-Earth-Farms/176806359091394","Good Earth Farms","wi","10431 Mayflower Road","poultry fowl","","farm","www.goodearthfarms.com","-89.9088330","44.6255150","54454"
"Humbird","https://www.facebook.com/GrampaGlennsCertifiedOrganicStrawberries","Grampa Glenns Organic Strawberries Glennenn Farm","wi","W11280 County Road B","honey","","farm","www.grampaglennsorganicstrawberries.com","-90.884823","44.528060","54746"
"Edgerton","","Harried U-Pick-Umm Farm LLC.","wi","173 County Road N","fresh-fruits poultry fowl","","farm","www.facebook.com/pages/Harried-U-Pick-Umm-Farm/142386852440308","-89.140436","42.861329","53534"
"Chilton","","Heritage Orchard LLC","wi","N 2963 Lakeshore Dr","baked-goods canned preserved crafts woodworking fresh-fruits fresh-vegetables honey juices ciders maple-products nuts prepared-foods soap body-care","","farm","www.heritageorchard.net","-88.311825","43.995193","53014"
"Bayfield","https://www.facebook.com/pages/Highland-Valley-Farm/117845948235187","Highland Valley Farm Inc.","wi","87080 Valley Rd","fresh-fruits honey maple-products","","farm","http://www.bayfieldblues.com/index.html","-90.867633","46.832896","54814"
"St. Cloud","https://www.facebook.com/HolylandBerries","Holyland Berries Farm","wi","N9488 Rte G","fresh-fruits fresh-vegetables","","farm","","-88.2058260","43.8853530","53079"
"North Prairie","https://www.facebook.com/pages/Kipp-Farms-Country-Market-LLC/274280116083169?fref=ts","Kipp Farms and Country Market LLC","wi","w329s5402 county rd E","bedding plants eggs fresh-vegetables honey red-meat non-poultry-meat soap body-care","","farm","www.kippfarms.com","-88.404992","42.945864","53153"
