	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
0	37001	37	1	Alamance County, North Carolina	113310	Logging	11	3.6	8.2	424.6
9	37001	37	1	Alamance County, North Carolina	236115	New single-family housing construction (except for-sale builders)	23	23.0	73.4	2299.0
11	37001	37	1	Alamance County, North Carolina	236117	New housing for-sale builders	23	6.0	10.6	692.6
12	37001	37	1	Alamance County, North Carolina	236118	Residential remodelers	23	22.4	26.4	1406.8
14	37001	37	1	Alamance County, North Carolina	236220	Commercial and institutional building construction	23	15.6	49.4	4116.0
15	37001	37	1	Alamance County, North Carolina	237110	Water and sewer line and related structures construction	23	4.8	25.0	1116.2
16	37001	37	1	Alamance County, North Carolina	237130	Power and communication line and related structures construction	23	3.2	3.0	90.0
17	37001	37	1	Alamance County, North Carolina	237210	Land subdivision	23	2.6	4.4	121.0
18	37001	37	1	Alamance County, North Carolina	237310	Highway, street, and bridge construction	23	8.4	475.0	21068.8
19	37001	37	1	Alamance County, North Carolina	238110	Poured concrete foundation and structure contractors	23	10.2	18.6	1533.6
21	37001	37	1	Alamance County, North Carolina	238130	Framing contractors	23	5.2	8.8	146.6
22	37001	37	1	Alamance County, North Carolina	238140	Masonry contractors	23	8.6	105.6	2695.6
23	37001	37	1	Alamance County, North Carolina	238150	Glass and glazing contractors	23	3.6	17.6	600.2
24	37001	37	1	Alamance County, North Carolina	238160	Roofing contractors	23	8.8	49.8	1622.2
25	37001	37	1	Alamance County, North Carolina	238170	Siding contractors	23	5.8	31.6	668.8
27	37001	37	1	Alamance County, North Carolina	238210	Electrical contractors and other wiring installation contractors	23	39.0	309.4	11110.6
28	37001	37	1	Alamance County, North Carolina	238220	Plumbing, heating, and air-conditioning contractors	23	60.2	568.4	22214.0
29	37001	37	1	Alamance County, North Carolina	238290	Other building equipment contractors	23	3.4	6.8	366.2
30	37001	37	1	Alamance County, North Carolina	238310	Drywall and insulation contractors	23	6.6	21.4	783.0
31	37001	37	1	Alamance County, North Carolina	238320	Painting and wall covering contractors	23	8.8	50.4	2306.6
32	37001	37	1	Alamance County, North Carolina	238330	Flooring contractors	23	7.0	11.8	579.6
33	37001	37	1	Alamance County, North Carolina	238340	Tile and terrazzo contractors	23	3.8	4.6	161.4
34	37001	37	1	Alamance County, North Carolina	238350	Finish carpentry contractors	23	5.6	3.2	85.6
36	37001	37	1	Alamance County, North Carolina	238910	Site preparation contractors	23	18.2	75.4	2571.0
37	37001	37	1	Alamance County, North Carolina	238990	All other specialty trade contractors	23	7.6	35.6	1422.2
51	37001	37	1	Alamance County, North Carolina	313110	Fiber, yarn, and thread mills	31	3.4	160.6	5843.0
52	37001	37	1	Alamance County, North Carolina	313210	Broadwoven fabric mills	31	4.0	104.6	3649.8
55	37001	37	1	Alamance County, North Carolina	313240	Knit fabric mills	31	6.8	391.4	13890.6
56	37001	37	1	Alamance County, North Carolina	313310	Textile and fabric finishing mills	31	5.4	420.0	15543.2
60	37001	37	1	Alamance County, North Carolina	314999	All other miscellaneous textile product mills	31	5.2	74.6	2553.2
61	37001	37	1	Alamance County, North Carolina	315110	Hosiery and sock mills	31	17.6	1045.4	26935.0
73	37001	37	1	Alamance County, North Carolina	323111	Commercial printing (except screen and books)	32	10.0	200.8	10482.0
74	37001	37	1	Alamance County, North Carolina	323113	Commercial screen printing	32	3.2	8.8	279.2
89	37001	37	1	Alamance County, North Carolina	326199	All other plastics product manufacturing	32	5.0	411.2	19036.8
94	37001	37	1	Alamance County, North Carolina	327320	Ready-mix concrete manufacturing	32	4.2	8.8	427.8
101	37001	37	1	Alamance County, North Carolina	332323	Ornamental and architectural metal work manufacturing	33	2.4	6.8	224.6
104	37001	37	1	Alamance County, North Carolina	332710	Machine shops	33	10.4	40.0	2264.6
105	37001	37	1	Alamance County, North Carolina	332721	Precision turned product manufacturing	33	3.0	99.4	3656.2
106	37001	37	1	Alamance County, North Carolina	332812	Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers	33	3.8	75.8	3856.4
126	37001	37	1	Alamance County, North Carolina	336310	Motor vehicle gasoline engine and engine parts manufacturing	33	2.8	8.0	570.4
131	37001	37	1	Alamance County, North Carolina	337110	Wood kitchen cabinet and countertop manufacturing	33	4.0	4.4	202.0
138	37001	37	1	Alamance County, North Carolina	339113	Surgical appliance and supplies manufacturing	33	4.0	52.6	1586.2
140	37001	37	1	Alamance County, North Carolina	339116	Dental laboratories	33	4.0	5.8	293.6
143	37001	37	1	Alamance County, North Carolina	339950	Sign manufacturing	33	4.8	19.8	1009.8
146	37001	37	1	Alamance County, North Carolina	423120	Motor vehicle supplies and new parts merchant wholesalers	42	5.8	19.4	1547.2
147	37001	37	1	Alamance County, North Carolina	423130	Tire and tube merchant wholesalers	42	4.4	81.2	3299.0
150	37001	37	1	Alamance County, North Carolina	423220	Home furnishing merchant wholesalers	42	3.0	0.0	145.0
161	37001	37	1	Alamance County, North Carolina	423610	Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers	42	4.6	19.8	1042.4
164	37001	37	1	Alamance County, North Carolina	423710	Hardware merchant wholesalers	42	3.8	9.0	587.4
165	37001	37	1	Alamance County, North Carolina	423720	Plumbing and heating equipment and supplies (hydronics) merchant wholesalers	42	4.0	14.8	846.6
166	37001	37	1	Alamance County, North Carolina	423730	Warm air heating and air-conditioning equipment and supplies merchant wholesalers	42	3.4	11.2	519.4
170	37001	37	1	Alamance County, North Carolina	423830	Industrial machinery and equipment merchant wholesalers	42	14.0	214.8	12559.2
171	37001	37	1	Alamance County, North Carolina	423840	Industrial supplies merchant wholesalers	42	4.0	7.4	472.8
175	37001	37	1	Alamance County, North Carolina	423930	Recyclable material merchant wholesalers	42	6.4	70.0	2571.4
177	37001	37	1	Alamance County, North Carolina	423990	Other miscellaneous durable goods merchant wholesalers	42	6.2	95.4	4519.4
179	37001	37	1	Alamance County, North Carolina	424130	Industrial and personal service paper merchant wholesalers	42	3.4	10.2	409.8
180	37001	37	1	Alamance County, North Carolina	424210	Drugs and druggists' sundries merchant wholesalers	42	4.4	27.2	1484.4
182	37001	37	1	Alamance County, North Carolina	424330	Women's, children's, and infants' clothing and accessories merchant wholesalers	42	5.6	59.0	2142.4
191	37001	37	1	Alamance County, North Carolina	424690	Other chemical and allied products merchant wholesalers	42	4.4	6.2	1768.0
200	37001	37	1	Alamance County, North Carolina	424990	Other miscellaneous nondurable goods merchant wholesalers	42	6.2	21.2	2181.4
201	37001	37	1	Alamance County, North Carolina	425120	Wholesale trade agents and brokers	42	14.2	54.4	2285.4
202	37001	37	1	Alamance County, North Carolina	441110	New car dealers	44	13.4	553.6	24937.6
203	37001	37	1	Alamance County, North Carolina	441120	Used car dealers	44	17.6	51.0	1556.8
205	37001	37	1	Alamance County, North Carolina	441228	Motorcycle, ATV, and all other motor vehicle dealers	44	5.6	14.6	456.8
