"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Washington Depot","https://www.facebook.com/pages/Averill-Farm/159088404122324?ref=ts","Averill Farm","ct","250 Calhoun St","baked-goods canned preserved dairy products fresh-fruits fresh-vegetables honey juices ciders maple-products soap body-care wine spirits beer hard-cider","","farm","Www.averillfarm.com","-73.342029","41.664274","6794"
"Guilford","","Bishops Orchards location 1","ct","1355 Boston Post Road","","","farm","www.bishopsorchards.com","-72.694628","41.289406","06437"
"Wallingford","Blue Hills Orchard","Blue Hills Orchard","ct","141Blue Hills Rd.","fresh-fruits fresh-vegetables honey juices ciders maple-products","","farm","bluehillsorchard.com","-72.8668261","41.4486597","06492"
"Eastford","www.facebook.com/pages/Buells-Orchard/132499357322","Buell's Orchard","ct","108 Crystal Pond Road","baked-goods canned preserved fresh-fruits fresh-vegetables honey juices ciders maple-products nuts prepared-foods","https://twitter.com/BuellsOrchard","farm","www.buellsorchard.com","-72.104312","41.917985","06242"
"Harwinton","https://www.facebook.com/CheneyFamilyFarm?ref_type=bookmark","Cheney Family Farm","ct","144 Mansfield Rd","fresh-fruits","","farm","www.cheneyfamilyfarm.com","-73.100964","41.745224","06791"
"East Haddam","","COLD SPRING FARM at Lake Hayward","ct","","","","farm","","-72.4757767","41.5034351","06423"
"Colchester","https://www.facebook.com/commongroundcsa","Common Ground CSA","ct","46 Lake Hayward Town Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products mushrooms soap body-care","","farm","www.commongroundcsa.com","-72.337980","41.519525","06415"
"Woodstock","","Devon Point Farm","ct","54 Joy Road","","","farm","http://www.devonpointfarm.com","-71.986364","41.955761","6281"
"Bethel","https://www.facebook.com/pages/Holbrook-Farm/201052823263981?ref=br_tf","Holbrook Farm Market and Bakery","ct","45 Turkey Plain RD","baked-goods canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs fish seafood herbs fresh-fruits fresh-vegetables honey juices ciders maple-products mushrooms pet-food poultry fowl prepared-foods red-meat non-poultry-meat soap body-care wild-harvested forest-products","","farm","http://holbrookfarm.net/index.html","-73.4167499","41.3462840","06801"
"Litchfield","","Laurel Ridge Grass Fed Beef","ct","66 Wigwam Road","red-meat non-poultry-meat","","farm","www.lrgfb.com","-73.134770","41.703911","6759"
"North Granby","","Lost Acres Orchard","ct","130 Lost Acres Road","","","farm","www.lostacres.com","-72.8615310","42.0095720","6060"
"Roxbury","Mike's Beehives LLC","Mike's Beehives LLC","ct","94 Mallory Rd","crafts woodworking honey maple-products soap body-care","Mike's  Beehives","farm","www.mikesbeehives.com","-73.291478","41.516591","06783"
"Scotland","","Oak Haven Farm","ct","113 Khourie Road","","","farm","lmsmith@snet.net","-72.077528","41.684190","06264"
"Bozrah","","Old Fitch Farm Vineyard","ct","83 Fitchville Road","canned preserved fresh-fruits","","farm","Http://fitchclaremonthouse.com","-72.138952","41.563339","06334"
"Brooklyn","https://www.facebook.com/pakulis.farm","Pakulis Farm LLC","ct","63 Creamery Brook Road","eggs herbs fresh-vegetables honey","","farm","","-71.934901","41.772394","06234"
"Somers ","https://www.facebook.com/pages/Pell-Farm/1448216858744306","Pell Farm","ct","96 Kibbe Grove Road","bedding plants nursery-stock","https://twitter.com/PellFarm","farm","www.pell-farms.com","-72.4590352","42.0281882","06071"
"North Windham","www/facebook.com/raspberryknoll","Raspberry Knoll Farm LLC","ct","163 North Windham Rd","canned preserved cut-flowers herbs fresh-fruits fresh-vegetables","","farm","www.raspberryknoll.com","-72.166800","41.721441","06256"
"North Branford","https://www.facebook.com/roseorchardsfarm/","Rose Orchards","ct","33 Branford rd.","baked-goods canned preserved coffee tea dairy products eggs fresh-fruits fresh-vegetables honey maple-products","","farm","roseorchardsfarm.com","-72.7710866","41.3078192","06471"
"Sandy Hook","https://www.facebook.com/SepeFarm","Sepe Farm LLC","ct","83 Toddy Hill Road","","","farm","www.sepefarm.com","-73.258523","41.391519","06482"
"East Haddam","https://www.facebook.com/Staehlys","Staehly Farms","ct","278 Town Street","baked-goods bedding plants canned preserved cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables honey maple-products nursery-stock wine spirits beer hard-cider","","farm","http://www.staehlys.com/","-72.432965","41.453149","6423"
