	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
496824	35001	35	1	Bernalillo County, New Mexico	113210	Forest nurseries and gathering of forest products	11	1.0	0.0	0.0
496825	35001	35	1	Bernalillo County, New Mexico	113310	Logging	11	1.0	0.0	0.0
496826	35001	35	1	Bernalillo County, New Mexico	115112	Soil preparation, planting, and cultivating	11	1.0	0.0	0.0
496827	35001	35	1	Bernalillo County, New Mexico	115116	Farm management services	11	1.4	0.0	0.0
496828	35001	35	1	Bernalillo County, New Mexico	115210	Support activities for animal production	11	4.4	7.8	161.2
496829	35001	35	1	Bernalillo County, New Mexico	115310	Support activities for forestry	11	1.2	0.0	0.0
496830	35001	35	1	Bernalillo County, New Mexico	211111	Crude petroleum and natural gas extraction	21	9.6	20.4	865.2
496831	35001	35	1	Bernalillo County, New Mexico	212221	Gold ore mining	21	1.0	0.0	0.0
496832	35001	35	1	Bernalillo County, New Mexico	212234	Copper ore and nickel ore mining	21	1.0	0.0	0.0
496833	35001	35	1	Bernalillo County, New Mexico	212299	All other metal ore mining	21	1.0	0.0	0.0
496834	35001	35	1	Bernalillo County, New Mexico	212312	Crushed and broken limestone mining and quarrying	21	1.0	0.0	0.0
496835	35001	35	1	Bernalillo County, New Mexico	212321	Construction sand and gravel mining	21	1.2	0.0	0.0
496836	35001	35	1	Bernalillo County, New Mexico	213111	Drilling oil and gas wells	21	1.0	0.0	0.0
496837	35001	35	1	Bernalillo County, New Mexico	213112	Support activities for oil and gas operations	21	4.0	16.8	3000.2
496838	35001	35	1	Bernalillo County, New Mexico	213113	Support activities for coal mining	21	1.0	0.0	0.0
496839	35001	35	1	Bernalillo County, New Mexico	213114	Support activities for metal mining	21	1.0	0.0	0.0
496840	35001	35	1	Bernalillo County, New Mexico	221112	Fossil fuel electric power generation	22	2.8	0.0	0.0
496841	35001	35	1	Bernalillo County, New Mexico	221114	Solar electric power generation	22	1.0	0.0	0.0
496842	35001	35	1	Bernalillo County, New Mexico	221122	Electric power distribution	22	4.0	0.0	0.0
496843	35001	35	1	Bernalillo County, New Mexico	221210	Natural gas distribution	22	3.0	0.0	0.0
496844	35001	35	1	Bernalillo County, New Mexico	221310	Water supply and irrigation systems	22	6.8	26.4	1176.4
496845	35001	35	1	Bernalillo County, New Mexico	236115	New single-family housing construction (except for-sale builders)	23	64.2	137.4	4022.6
496846	35001	35	1	Bernalillo County, New Mexico	236116	New multifamily housing construction (except for-sale builders)	23	3.75	11.5	545.75
496847	35001	35	1	Bernalillo County, New Mexico	236117	New housing for-sale builders	23	30.0	233.2	15504.0
496848	35001	35	1	Bernalillo County, New Mexico	236118	Residential remodelers	23	140.6	746.8	29271.0
496849	35001	35	1	Bernalillo County, New Mexico	236210	Industrial building construction	23	7.4	212.2	11571.4
496850	35001	35	1	Bernalillo County, New Mexico	236220	Commercial and institutional building construction	23	144.8	1903.0	101867.6
496851	35001	35	1	Bernalillo County, New Mexico	237110	Water and sewer line and related structures construction	23	28.6	699.4	36288.8
496852	35001	35	1	Bernalillo County, New Mexico	237120	Oil and gas pipeline and related structures construction	23	2.4	25.4	1175.4
496853	35001	35	1	Bernalillo County, New Mexico	237130	Power and communication line and related structures construction	23	24.4	567.0	28759.2
496854	35001	35	1	Bernalillo County, New Mexico	237210	Land subdivision	23	11.4	9.2	776.2
496855	35001	35	1	Bernalillo County, New Mexico	237310	Highway, street, and bridge construction	23	25.4	1029.0	52595.6
496856	35001	35	1	Bernalillo County, New Mexico	237990	Other heavy and civil engineering construction	23	2.8	0.0	0.0
496857	35001	35	1	Bernalillo County, New Mexico	238110	Poured concrete foundation and structure contractors	23	32.4	508.2	21672.6
496858	35001	35	1	Bernalillo County, New Mexico	238120	Structural steel and precast concrete contractors	23	10.0	95.6	4813.8
496859	35001	35	1	Bernalillo County, New Mexico	238130	Framing contractors	23	25.6	133.8	3445.8
496860	35001	35	1	Bernalillo County, New Mexico	238140	Masonry contractors	23	32.4	443.8	13788.6
496861	35001	35	1	Bernalillo County, New Mexico	238150	Glass and glazing contractors	23	12.4	222.6	9639.0
496862	35001	35	1	Bernalillo County, New Mexico	238160	Roofing contractors	23	48.0	780.4	28341.4
496863	35001	35	1	Bernalillo County, New Mexico	238170	Siding contractors	23	5.8	43.0	1544.4
496864	35001	35	1	Bernalillo County, New Mexico	238190	Other foundation, structure, and building exterior contractors	23	5.4	26.8	1043.2
496865	35001	35	1	Bernalillo County, New Mexico	238210	Electrical contractors and other wiring installation contractors	23	174.8	2419.4	118832.4
496866	35001	35	1	Bernalillo County, New Mexico	238220	Plumbing, heating, and air-conditioning contractors	23	219.4	2561.0	125898.6
496867	35001	35	1	Bernalillo County, New Mexico	238290	Other building equipment contractors	23	11.4	141.0	10361.4
496868	35001	35	1	Bernalillo County, New Mexico	238310	Drywall and insulation contractors	23	41.0	831.4	31230.6
496869	35001	35	1	Bernalillo County, New Mexico	238320	Painting and wall covering contractors	23	59.0	383.0	14490.8
496870	35001	35	1	Bernalillo County, New Mexico	238330	Flooring contractors	23	28.6	243.8	9583.2
496871	35001	35	1	Bernalillo County, New Mexico	238340	Tile and terrazzo contractors	23	20.8	107.2	3730.2
496872	35001	35	1	Bernalillo County, New Mexico	238350	Finish carpentry contractors	23	39.6	210.6	7899.8
496873	35001	35	1	Bernalillo County, New Mexico	238390	Other building finishing contractors	23	13.4	116.2	4256.2
496874	35001	35	1	Bernalillo County, New Mexico	238910	Site preparation contractors	23	36.4	668.4	30316.6
496875	35001	35	1	Bernalillo County, New Mexico	238990	All other specialty trade contractors	23	63.4	626.8	27656.8
496876	35001	35	1	Bernalillo County, New Mexico	311119	Other animal food manufacturing	31	1.2	0.0	0.0
496877	35001	35	1	Bernalillo County, New Mexico	311230	Breakfast cereal manufacturing	31	1.0	0.0	0.0
496878	35001	35	1	Bernalillo County, New Mexico	311340	Nonchocolate confectionery manufacturing	31	1.0	0.0	0.0
496879	35001	35	1	Bernalillo County, New Mexico	311351	Chocolate and confectionery manufacturing from cacao beans	31	1.2	0.0	0.0
496880	35001	35	1	Bernalillo County, New Mexico	311352	Confectionery manufacturing from purchased chocolate	31	2.8	7.6	81.6
496881	35001	35	1	Bernalillo County, New Mexico	311411	Frozen fruit, juice, and vegetable manufacturing	31	1.0	0.0	0.0
496882	35001	35	1	Bernalillo County, New Mexico	311412	Frozen specialty food manufacturing	31	1.0	0.0	0.0
496883	35001	35	1	Bernalillo County, New Mexico	311421	Fruit and vegetable canning	31	2.4	0.0	0.0
496884	35001	35	1	Bernalillo County, New Mexico	311422	Specialty canning	31	1.8	0.0	0.0
496885	35001	35	1	Bernalillo County, New Mexico	311511	Fluid milk manufacturing	31	2.2	0.0	0.0
496886	35001	35	1	Bernalillo County, New Mexico	311611	Animal (except poultry) slaughtering	31	1.0	0.0	0.0
496887	35001	35	1	Bernalillo County, New Mexico	311612	Meat processed from carcasses	31	3.4	13.2	287.0
496888	35001	35	1	Bernalillo County, New Mexico	311811	Retail bakeries	31	9.6	94.6	1447.4
496889	35001	35	1	Bernalillo County, New Mexico	311812	Commercial bakeries	31	7.2	209.8	7123.6
496890	35001	35	1	Bernalillo County, New Mexico	311821	Cookie and cracker manufacturing	31	1.0	0.0	0.0
496891	35001	35	1	Bernalillo County, New Mexico	311830	Tortilla manufacturing	31	2.4	42.0	1070.6
