	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann
0	13001	13	1	Appling County, Georgia	1133	Logging	11	10.2	34.6	1709.8
3	13001	13	1	Appling County, Georgia	2361	Residential building construction	23	2.8	5.2	137.6
4	13001	13	1	Appling County, Georgia	2362	Nonresidential building construction	23	7.8	72.8	2619.4
7	13001	13	1	Appling County, Georgia	2381	Foundation, structure, and building exterior contractors	23	4.8	21.6	828.0
8	13001	13	1	Appling County, Georgia	2382	Building equipment contractors	23	14.4	154.2	6761.8
9	13001	13	1	Appling County, Georgia	2389	Other specialty trade contractors	23	3.4	10.8	349.0
16	13001	13	1	Appling County, Georgia	3323	Architectural and structural metals manufacturing	33	3.8	28.2	964.4
17	13001	13	1	Appling County, Georgia	3327	Machine shops; turned product; and screw, nut, and bolt manufacturing	33	2.2	1.6	39.4
20	13001	13	1	Appling County, Georgia	3339	Other general purpose machinery manufacturing	33	4.0	59.0	2302.2
28	13001	13	1	Appling County, Georgia	4238	Machinery, equipment, and supplies merchant wholesalers	42	4.2	25.4	1009.6
31	13001	13	1	Appling County, Georgia	4247	Petroleum and petroleum products merchant wholesalers	42	2.8	21.2	716.8
32	13001	13	1	Appling County, Georgia	4249	Miscellaneous nondurable goods merchant wholesalers	42	6.6	72.4	2345.6
34	13001	13	1	Appling County, Georgia	4411	Automobile dealers	44	6.4	230.6	9893.8
36	13001	13	1	Appling County, Georgia	4413	Automotive parts, accessories, and tire stores	44	4.0	21.0	413.6
38	13001	13	1	Appling County, Georgia	4431	Electronics and appliance stores	44	2.2	3.6	132.0
39	13001	13	1	Appling County, Georgia	4441	Building material and supplies dealers	44	3.6	11.8	320.6
40	13001	13	1	Appling County, Georgia	4442	Lawn and garden equipment and supplies stores	44	6.0	78.0	1914.0
41	13001	13	1	Appling County, Georgia	4451	Grocery stores	44	3.2	11.6	155.0
43	13001	13	1	Appling County, Georgia	4453	Beer, wine, and liquor stores	44	2.2	2.0	25.4
44	13001	13	1	Appling County, Georgia	4461	Health and personal care stores	44	5.0	57.0	1775.2
45	13001	13	1	Appling County, Georgia	4471	Gasoline stations	44	12.6	48.8	971.0
46	13001	13	1	Appling County, Georgia	4481	Clothing stores	44	5.0	6.0	97.4
50	13001	13	1	Appling County, Georgia	4529	Other general merchandise stores	45	5.6	237.8	5261.8
52	13001	13	1	Appling County, Georgia	4532	Office supplies, stationery, and gift stores	45	2.2	0.0	30.0
54	13001	13	1	Appling County, Georgia	4539	Other miscellaneous store retailers	45	3.6	3.6	136.8
55	13001	13	1	Appling County, Georgia	4543	Direct selling establishments	45	3.0	5.0	243.6
63	13001	13	1	Appling County, Georgia	5221	Depository credit intermediation	52	6.0	55.6	1893.6
64	13001	13	1	Appling County, Georgia	5222	Nondepository credit intermediation	52	6.6	21.8	1188.0
67	13001	13	1	Appling County, Georgia	5242	Agencies, brokerages, and other insurance related activities	52	6.6	15.2	771.8
68	13001	13	1	Appling County, Georgia	5311	Lessors of real estate	53	3.8	3.4	75.4
70	13001	13	1	Appling County, Georgia	5322	Consumer goods rental	53	4.6	10.2	396.4
72	13001	13	1	Appling County, Georgia	5411	Legal services	54	8.2	14.2	684.2
73	13001	13	1	Appling County, Georgia	5412	Accounting, tax preparation, bookkeeping, and payroll services	54	2.8	0.8	12.6
76	13001	13	1	Appling County, Georgia	5419	Other professional, scientific, and technical services	54	3.4	6.4	286.8
80	13001	13	1	Appling County, Georgia	5617	Services to buildings and dwellings	56	4.2	13.2	248.4
83	13001	13	1	Appling County, Georgia	6211	Offices of physicians	62	6.4	25.0	4821.2
84	13001	13	1	Appling County, Georgia	6212	Offices of dentists	62	3.2	23.4	1024.0
85	13001	13	1	Appling County, Georgia	6213	Offices of other health practitioners	62	5.6	7.2	342.6
87	13001	13	1	Appling County, Georgia	6216	Home health care services	62	5.0	109.8	1722.0
88	13001	13	1	Appling County, Georgia	6219	Other ambulatory health care services	62	1.4	17.4	411.6
94	13001	13	1	Appling County, Georgia	6241	Individual and family services	62	3.4	7.0	181.4
96	13001	13	1	Appling County, Georgia	6244	Child day care services	62	3.0	12.8	262.2
99	13001	13	1	Appling County, Georgia	7139	Other amusement and recreation industries	71	2.2	0.4	14.4
100	13001	13	1	Appling County, Georgia	7211	Traveler accommodation	72	3.0	15.2	268.6
102	13001	13	1	Appling County, Georgia	7225	Restaurants and other eating places	72	25.8	492.6	6218.8
103	13001	13	1	Appling County, Georgia	8111	Automotive repair and maintenance	81	10.0	30.6	1011.4
104	13001	13	1	Appling County, Georgia	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	2.6	4.4	93.8
109	13001	13	1	Appling County, Georgia	8131	Religious organizations	81	21.6	85.6	1546.8
133	13003	13	3	Atkinson County, Georgia	4411	Automobile dealers	44	3.8	3.0	103.8
140	13003	13	3	Atkinson County, Georgia	4461	Health and personal care stores	44	3.0	7.2	435.0
141	13003	13	3	Atkinson County, Georgia	4471	Gasoline stations	44	7.4	31.8	699.6
142	13003	13	3	Atkinson County, Georgia	4529	Other general merchandise stores	45	3.4	11.2	285.0
145	13003	13	3	Atkinson County, Georgia	4841	General freight trucking	48	3.0	2.2	84.0
146	13003	13	3	Atkinson County, Georgia	4842	Specialized freight trucking	48	2.2	6.6	86.4
166	13003	13	3	Atkinson County, Georgia	7225	Restaurants and other eating places	72	5.4	31.4	413.4
170	13003	13	3	Atkinson County, Georgia	8131	Religious organizations	81	5.0	6.2	93.6
171	13005	13	5	Bacon County, Georgia	1133	Logging	11	8.2	40.6	1758.6
172	13005	13	5	Bacon County, Georgia	1151	Support activities for crop production	11	3.4	32.2	1364.0
180	13005	13	5	Bacon County, Georgia	2382	Building equipment contractors	23	3.2	3.4	132.6
