"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Pueblo","https://www.facebook.com/AWrensNestFarm","A Wren's Nest Farm","Colorado","402 S Neilson Ave","bedding plants canned preserved soap body-care","","farm","http://awrensnest.com/nest/","-104.5579487","38.2639407","81001"
"Ft. Collins","https://www.facebook.com/pages/The-Bartels-Pumpkin-Patch/137755902661","Bartels Land and Livestock Upick and Pumpkin Patch","Colorado","3424 E. Douglas Road","fresh-vegetables","","farm","llavud@frii.com","-105.031185","40.694011","80524"
"Grand Junction","https://www.facebook.com/pages/Boltons-Orchards-and-Farm-Market/342817158274","Bolton's Orchards","Colorado","2257 L Road","canned preserved eggs fresh-fruits fresh-vegetables","","farm","","-108.6318750","39.1768720","81505"
"Canon City","www.facebook.com/colonorchards","Colon Orchards","Colorado","3175 Grandview Avenue","canned preserved dairy products dry beans eggs herbs fresh-fruits fresh-vegetables honey juices ciders nuts red-meat non-poultry-meat soap body-care","","farm","www.colonorchards.com","-105.185165","38.435304","81212"
"Larkspur","www.facebook.com/crookedclove","Crooked Clove Farm & Ranch LLC","Colorado","8222 S Perry Park Rd","baked-goods canned preserved eggs herbs fresh-vegetables soap body-care","www.twitter.com/crookedclove","farm","www.crookedclove.com","-104.956008","39.241712","80118"
"Montrose","","DELYAKS","Colorado","14679 5875 Rd","red-meat non-poultry-meat","","farm","www.yakmeat.us","-107.9906220","38.4796289","81403"
"Paonia","https://www.facebook.com/pages/Desert-Weyr-LLC/56496179294","Desert Weyr, LLC","Colorado","16870 Garvin Mesa Road","poultry fowl red-meat non-poultry-meat","https://twitter.com/Oogiem","farm","http://www.desertweyr.com","-107.574089","38.898061","81428"
"Berthoud ","","Dottie's Garden Spot","Colorado","22440 County Road 1","fresh-vegetables","","farm","","-105.0541790","40.3268060","80513"
"Delta","","Dragonfly Farm","Colorado","823 1400 Lane","","","farm","dragonflychurros.com","-108.108097","38.773807","81416"
"Lakewood","https://www.facebook.com/everittfarms","Everitt Farms","Colorado","9400 W Alameda Ave","baked-goods canned preserved crafts woodworking cut-flowers dry beans eggs fresh-vegetables grains flour honey","https://twitter.com/EverittFarms","farm","www.everittfarms.com","-105.101698","39.710797","80226"
"Denver","www.facebook.com/feeddenver","Feed Denver: Sunnyside Farm & Market","Colorado","44th Avenue and Vallejo Street","baked-goods bedding plants canned preserved crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables honey nursery-stock pet-food prepared foods wild-harvested forest-products","www.twitter.com/feeddenver","farm","www.FeedDenver.com","-105.0134837","39.7765630","80211"
"Aurora","https://www.facebook.com/pages/Fresh-Start-Family-Farms/199168826774078?ref=hl","Fresh Start Family Farms LLC.","Colorado","23700 E 42nd Avenue","eggs","","farm","http://www.freshstartfamilyfarms.com","-104.7104899","39.7746330","80019"
"Dolores","https://facebook.com/harvestmoonproduce","Harvest Moon Produce LLC","Colorado","28881 Road P","cut-flowers fresh-fruits fresh-vegetables","","farm","https://harvestmoonproduce.farm","-108.522003","37.421268","81323"
"Berthoud","https://www.facebook.com/HeritageLavender?ref=hl","Heritage Lavender, LLC","Colorado","4809 Foothills Drive","baked-goods bedding plants crafts woodworking cut-flowers herbs prepared foods soap body-care","","farm","http://heritagelavender.com/","-105.163392","40.287934","80513"
"Black Forest","https://www.facebook.com/#!/pages/High-Altitude-Rhubarb-LLC/161735683855277","High Altitude Rhubarb--Organic Farm & Nursery","Colorado","7225 Wildridge Road","fresh-vegetables honey nursery-stock","","farm","http://www.highaltituderhubarb.com","-104.692742","39.039318","80908"
"Walsenburg ","","Hugs Farm","Colorado","616 Stout St","canned preserved herbs fresh-fruits fresh-vegetables","","farm","www.HugsFarm.weebly.com","-104.7935518","37.6300888","81089"
"Divide","","Jenkins Farm, L.L.C.","Colorado","7093  County Road 61","eggs herbs fresh-fruits fresh-vegetables nursery-stock","","farm","","-105.169881","38.847830","80814"
"Brush","","Just What Grows Gardens","Colorado","25641 County Road T.9","herbs fresh-vegetables nursery-stock","","farm","","-103.666797","40.275803","80723"
"Fort Collins ","https://www.facebook.com/laughingbuckfarm","Laughing Buck Farm","Colorado","3724 North County Road 13","eggs fresh-vegetables soap body-care","","farm","www.laughingbuckfarm.com","-105.0566885","40.6404242","80524"
"MONTROSE","https://www.facebook.com/pages/Life-Cycles-Pasture/400632466741298?ref=bookmarks","Life Cycles Pasture","Colorado","1875 Locust Rd","poultry fowl red-meat non-poultry-meat","","farm","www.lifecyclespasture.com","-107.8606070","38.4917080","81401"
"Palisade","","Morton's Organic Orchards","Colorado","3651 E 1/2 Road","canned preserved fresh-fruits fresh-vegetables","","farm","www.mortonsorchards.com","-108.3749150","39.0835220","81526"
"Fort Collins","www.facebook.com/onthevinefarm","On the Vine at Richmond Farms Urban Market","Colorado","W. Horsetooth and Richmond Dr","cut-flowers eggs fresh-fruits fresh-vegetables honey poultry fowl","","farm","www.onthevineatrichmondfarms.com","-105.099421","40.538248","80526"
"Henderson","https://www.facebook.com/PalomboMarket","Palombo Farms Market","Colorado","11500 Havana Street","baked-goods canned preserved dry beans eggs fresh-fruits fresh-vegetables honey juices ciders mushrooms nuts","https://twitter.com/@palombomarket","farm","www.PalomboMarket.com","-104.8641280","39.9030356","80640"
"Cortez","PittsFamilyRanchGrassfedMilk","Pitts Family Ranch","Colorado","15238 Rd 21","dairy products eggs poultry fowl red-meat non-poultry-meat","","farm","","-108.6622140","37.4322350","81321"
"Denver","","RoastedChile.com","Colorado","1701 South Cherokee St","canned preserved dry beans honey nuts","","farm","Roastedchili.com","-104.991521","39.685542","80229"
"Monument","https://www.facebook.com/pages/Searle-Ranch-Grass-Fed-Beef","Searle Ranch","Colorado","18911 Cherry Springs Ranch Dr.","","","farm","searleranch.com","-104.781932","39.107269","80132"
"Cedaredge","https://www.facebook.com/pages/Uncle-Johnnys-U-Pick-Farm/152162904866587","Uncle Johnnys UPick Farm","Colorado","18561 Surface Creek Road","bedding plants fresh-fruits fresh-vegetables","","farm","","-107.909922","38.923679","81413"
"Penrose","","Upper Beaver Creek Ranch","Colorado","116 Red Rock Dr.","baked-goods eggs red-meat non-poultry-meat","","farm","","-105.051367","38.534429","81240"
"Larimer","","4th Street Farmers Market","Colorado","315 East 4th St.","","","market","http://www.4thstreetfarmersmarket.com","-105.073","40.3954",""
"Alamosa","https://www.facebook.com/pages/Alamosa-Farmers-Market/104375596315429?fref=ts","Alamosa Farmers Market","Colorado","Corner of 6th Street and State Avenue's Municipal Parking Lot","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants prepared soap beans fruits","","market","http://www.alamosafarmersmarket.org","-105.865236","37.468359","81101"
"Grand Junction","","American National Bank Downtown Farmers Market Festival","Colorado","5th and Rood Avenue","","","market","","-108.564","39.0682",""
"Arvada","https://www.facebook.com/arvadafarmersmarket","Arvada Farmers Market","Colorado","57th St. & Olde Wadsworth St.","baked goods cheese eggs herbs vegetables honey jams meat poultry prepared soap fruits","","market","http://www.arvadafarmersmarket.com","-105.081455","39.800138","80002"
"Arvada","https://www.facebook.com/pages/Arvada-Five-Parks-Farmers-Market/469569033116556","Arvada Five Parks Farmers Market","Colorado","13810 W. 85th Dr.","","","market","http://www.arvadafiveparksfarmersmarket.blogspot.com/","-105.155","39.8488","80005"
"Littleton","https://www.facebook.com/denverfarmersmarket","Aspen Grove Farmers' Market","Colorado","7301 S Santa Fe Dr","organic baked goods cheese crafts eggs seafood herbs vegetables honey jams maple meat nuts plants poultry prepared soap wine coffee fruits grains juices mushrooms wild","","market","http://www.denverfarmersmarket.com","-105.025219","39.585505","80120"
"Aspen","","Aspen Saturday Market","Colorado","East Hopkins and South Hunter","","","market","","-106.817","39.1894","81611"
"Basalt","","Basalt Sunday Market","Colorado","Lion's Park and Midland Spur Rd.","","","market","http://www.basaltsundaymarket.com","-107.036","39.3688",""
"Bayfield","","Bayfield Downtown Farmers Market","Colorado","Mill Street at Joe Stephenson Park","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants prepared soap coffee fruits juices","","market","http://Bayfielddowntownfarmersmarket.org","-107.602898","37.225579","81122"
"Fort Collins","","Be Local Winter Farmer's Market","Colorado","Opera Galleria 123 N College Ave","","","market","http://www.belocalnc.org/","-105.078","40.5878","80521"
"Lakewood","https://www.facebook.com/pages/Colorado-Fresh-Markets/110945278932210","Belmar Fresh Market","Colorado","Wadsworth & Alameda","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams maple meat nuts plants poultry prepared soap wine coffee beans fruits grains juices mushrooms pet food tofu wild","","market","http://www.coloradofreshmarkets.com/","-105.0813552","39.7111007",""
"Berthoud","facebook.com/berthoudlocal","Berthoud Local Farmers Market","Colorado","620 Mountin Ave.","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat nuts poultry prepared soap coffee fruits pet food","","market","http://berthoudlocal.org","-105.082636","40.305329","80513"
