	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	COUNTY	id	GEO_TTL	estimate	estab	emp	payann
0	11	Cotton ginning	4	115111	9	04009	Graham County, Arizona	1	4.0	62.33777777777779	1487.2355555555555
1	11	Cotton ginning	4	115111	12	04012	La Paz County, Arizona	1	1.0	15.52962962962963	356.16296296296304
2	11	Cotton ginning	4	115111	13	04013	Maricopa County, Arizona	1	1.0	15.584444444444447	371.8088888888889
3	11	Cotton ginning	4	115111	15	04015	Mohave County, Arizona	1	1.0	15.258333333333335	384.7888888888889
4	11	Cotton ginning	4	115111	21	04021	Pinal County, Arizona	1	3.0	46.75333333333334	1115.4266666666667
5	11	Crop harvesting, primarily by machine	4	115113	12	04012	La Paz County, Arizona	1	1.0	-1.25	-105.75
6	11	Crop harvesting, primarily by machine	4	115113	13	04013	Maricopa County, Arizona	0	3.0	4.0	534.2
7	11	Crop harvesting, primarily by machine	4	115113	17	04017	Navajo County, Arizona	1	1.0	4.333333333333333	94.33333333333333
8	11	Crop harvesting, primarily by machine	4	115113	19	04019	Pima County, Arizona	1	1.0	3.6666666666666665	98.91666666666666
9	11	Crop harvesting, primarily by machine	4	115113	21	04021	Pinal County, Arizona	1	1.0	1.2166666666666666	125.21666666666667
10	11	Crop harvesting, primarily by machine	4	115113	27	04027	Yuma County, Arizona	0	3.0	43.0	3158.0
11	11	Crop harvesting, primarily by machine	4	115113	27	04027	Yuma County, Arizona	1	2.0	-0.8333333333333334	285.5
12	11	Farm labor contractors and crew leaders	4	115115	3	04003	Cochise County, Arizona	1	1.3333333333333333	29.472222222222218	319.52777777777777
13	11	Farm labor contractors and crew leaders	4	115115	12	04012	La Paz County, Arizona	1	1.6	31.116666666666664	343.81666666666666
14	11	Farm labor contractors and crew leaders	4	115115	13	04013	Maricopa County, Arizona	0	6.6	22.6	1360.8
15	11	Farm labor contractors and crew leaders	4	115115	21	04021	Pinal County, Arizona	1	1.0	14.354166666666666	181.5625
16	11	Farm labor contractors and crew leaders	4	115115	23	04023	Santa Cruz County, Arizona	1	1.0	20.90833333333333	233.99166666666665
17	11	Farm labor contractors and crew leaders	4	115115	25	04025	Yavapai County, Arizona	1	1.0	16.0	181.0
18	11	Farm labor contractors and crew leaders	4	115115	27	04027	Yuma County, Arizona	0	4.333333333333333	5.666666666666667	419.3333333333333
19	11	Farm labor contractors and crew leaders	4	115115	27	04027	Yuma County, Arizona	1	2.0	22.375	358.125
20	11	Farm management services	4	115116	3	04003	Cochise County, Arizona	1	1.0	9.714285714285714	214.85714285714283
21	11	Farm management services	4	115116	5	04005	Coconino County, Arizona	1	1.0	9.714285714285714	214.85714285714283
22	11	Farm management services	4	115116	11	04011	Greenlee County, Arizona	1	1.0	6.54920634920635	255.1968253968254
23	11	Farm management services	4	115116	13	04013	Maricopa County, Arizona	0	6.2	7.0	1205.6
24	11	Farm management services	4	115116	19	04019	Pima County, Arizona	1	1.2	4.52952380952381	336.8180952380952
25	11	Farm management services	4	115116	21	04021	Pinal County, Arizona	1	1.0	4.32952380952381	285.61809523809524
26	11	Farm management services	4	115116	27	04027	Yuma County, Arizona	0	4.333333333333333	17.333333333333332	1155.0
27	11	Farm management services	4	115116	27	04027	Yuma County, Arizona	1	2.0	20.314285714285717	467.25714285714287
28	11	Finfish fishing	4	114111	13	04013	Maricopa County, Arizona	1	1.6666666666666667	0.0	0.0
29	11	Finfish fishing	4	114111	19	04019	Pima County, Arizona	1	1.0	0.0	0.0
30	11	Finfish fishing	4	114111	21	04021	Pinal County, Arizona	1	1.0	0.0	0.0
