	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	20	999	Statewide	11	Cotton ginning	20	115111	4.0	0.0	0.0	19.2	1498.2	4.0
1	20	999	Statewide	11	Crop harvesting, primarily by machine	20	115113	29.8	2.0	145.4	105.8	4384.4	24.2
2	20	999	Statewide	11	Farm labor contractors and crew leaders	20	115115	9.533333333333333	0.0	0.0	3.8	166.4	5.8
3	20	999	Statewide	11	Farm management services	20	115116	19.8	0.0	0.0	46.0	1719.0	11.8
4	20	999	Statewide	11	Finfish fishing	20	114111	1.0	0.0	0.0	0.0	0.0	1.0
5	20	999	Statewide	11	Forest nurseries and gathering of forest products	20	113210	1.0	0.0	0.0	0.0	0.0	1.0
6	20	999	Statewide	11	Hunting and trapping	20	114210	8.2	0.0	0.0	12.6	453.4	5.4
7	20	999	Statewide	11	Logging	20	113310	11.2	0.0	0.0	2.0	28.2	5.2
8	20	999	Statewide	11	Postharvest crop activities (except cotton ginning)	20	115114	19.15	0.0	0.0	38.0	1090.4	11.0
9	20	999	Statewide	11	Shellfish fishing	20	114112	2.0	0.0	0.0	0.0	0.0	1.0
10	20	999	Statewide	11	Soil preparation, planting, and cultivating	20	115112	96.6	25.4	1852.4	328.4	15180.8	84.4
11	20	999	Statewide	11	Support activities for animal production	20	115210	52.8	25.4	568.8	277.6	6671.6	40.4
12	20	999	Statewide	11	Support activities for forestry	20	115310	4.0	0.0	0.0	0.2	19.0	1.4
13	20	999	Statewide	21	All other nonmetallic mineral mining	20	212399	5.0	0.0	0.0	8.6	361.2	3.0
14	20	999	Statewide	21	Construction sand and gravel mining	20	212321	33.0	7.8	370.2	211.6	9509.8	30.0
15	20	999	Statewide	21	Crude petroleum and natural gas extraction	20	211111	387.1499999999999	1389.2500000000002	93495.7	2534.8	171599.0	392.2
16	20	999	Statewide	21	Crushed and broken granite mining and quarrying	20	212313	2.0	0.0	0.0	0.0	0.0	1.2
17	20	999	Statewide	21	Crushed and broken limestone mining and quarrying	20	212312	40.0	0.0	0.0	651.0	31486.6	38.4
18	20	999	Statewide	21	Dimension stone mining and quarrying	20	212311	10.6	15.4	1026.4	62.8	2774.2	7.4
19	20	999	Statewide	21	Drilling oil and gas wells	20	213111	122.13333333333333	1162.4	60482.99999999999	1886.4	96200.8	119.0
20	20	999	Statewide	21	Industrial sand mining	20	212322	2.0	0.0	0.0	0.0	0.0	1.0
21	20	999	Statewide	21	Natural gas liquid extraction	20	211112	26.466666666666665	0.0	0.0	76.8	11422.4	18.6
22	20	999	Statewide	21	Other chemical and fertilizer mineral mining	20	212393	3.0	0.0	0.0	74.4	5391.0	3.0
23	20	999	Statewide	21	Other crushed and broken stone mining and quarrying	20	212319	1.0	0.0	0.0	0.0	0.0	1.0
24	20	999	Statewide	21	Support activities for coal mining	20	213113	5.0	0.0	0.0	13.0	779.0	3.0
25	20	999	Statewide	21	Support activities for metal mining	20	213114	1.0	0.0	0.0	0.0	0.0	1.0
26	20	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	20	213115	2.0	0.0	0.0	0.0	0.0	1.6666666666666667
27	20	999	Statewide	21	Support activities for oil and gas operations	20	213112	432.75000000000006	2724.4499999999994	162866.65	3998.6	226054.0	435.0
28	20	999	Statewide	22	Biomass electric power generation	20	221117	1.0	0.0	0.0	0.0	0.0	1.0
29	20	999	Statewide	22	Electric bulk power transmission and control	20	221121	3.0	0.0	0.0	0.0	0.0	2.2
30	20	999	Statewide	22	Electric power distribution	20	221122	115.60000000000002	222.4	22524.8	4078.6	358690.6	113.0
31	20	999	Statewide	22	Fossil fuel electric power generation	20	221112	19.8	0.0	0.0	236.0	23755.2	17.8
32	20	999	Statewide	22	Hydroelectric power generation	20	221111	2.0	0.0	0.0	0.0	0.0	1.4
33	20	999	Statewide	22	Natural gas distribution	20	221210	72.19999999999997	45.6	3711.0	1255.2	86730.4	70.8
34	20	999	Statewide	22	Nuclear electric power generation	20	221113	1.0	0.0	0.0	0.0	0.0	1.0
35	20	999	Statewide	22	Other electric power generation	20	221118	9.9	0.0	0.0	20.6	2889.0	5.4
36	20	999	Statewide	22	Sewage treatment facilities	20	221320	3.0	0.0	0.0	16.4	760.0	2.0
37	20	999	Statewide	22	Water supply and irrigation systems	20	221310	16.0	0.0	0.0	63.4	3635.6	14.8
38	20	999	Statewide	22	Wind electric power generation	20	221115	10.533333333333333	0.0	0.0	21.4	1848.6	7.4
39	20	999	Statewide	23	All other specialty trade contractors	20	238990	333.5833333333333	1320.3000000000004	61368.6	1786.0	74988.6	324.4
40	20	999	Statewide	23	Commercial and institutional building construction	20	236220	398.15	3715.8	208760.6	4937.8	272407.8	392.6
41	20	999	Statewide	23	Drywall and insulation contractors	20	238310	195.25	1695.0	74110.6	1880.4	79700.4	187.0
42	20	999	Statewide	23	Electrical contractors and other wiring installation contractors	20	238210	641.5166666666669	5894.4000000000015	307235.80000000005	6865.8	358681.4	636.0
43	20	999	Statewide	23	Finish carpentry contractors	20	238350	252.05000000000004	1038.2	46638.59999999999	1339.8	55681.8	245.2
44	20	999	Statewide	23	Flooring contractors	20	238330	153.88333333333333	542.0666666666666	24787.73333333333	683.8	28253.4	142.2
45	20	999	Statewide	23	Framing contractors	20	238130	170.04999999999995	526.6	17584.800000000007	801.2	25772.6	162.8
