	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab	emp	payann
0	40	999	Statewide	11	Cotton ginning	40	115111	3.4	0.0	0.0
1	40	999	Statewide	11	Crop harvesting, primarily by machine	40	115113	14.7	0.0	0.0
2	40	999	Statewide	11	Farm labor contractors and crew leaders	40	115115	6.0	0.0	0.0
3	40	999	Statewide	11	Farm management services	40	115116	6.5	0.0	0.0
4	40	999	Statewide	11	Finfish fishing	40	114111	1.0	0.0	0.0
5	40	999	Statewide	11	Hunting and trapping	40	114210	3.0	0.0	0.0
6	40	999	Statewide	11	Logging	40	113310	40.699999999999996	197.00000000000003	7640.599999999999
7	40	999	Statewide	11	Postharvest crop activities (except cotton ginning)	40	115114	6.0	0.0	0.0
8	40	999	Statewide	11	Soil preparation, planting, and cultivating	40	115112	44.800000000000004	7.8	433.00000000000006
9	40	999	Statewide	11	Support activities for animal production	40	115210	57.01666666666667	56.849999999999994	2150.4
10	40	999	Statewide	11	Support activities for forestry	40	115310	6.2	4.0	143.0
11	40	999	Statewide	11	Timber tract operations	40	113110	4.6	18.0	1071.2
12	40	999	Statewide	21	All other metal ore mining	40	212299	1.0	0.0	0.0
13	40	999	Statewide	21	All other nonmetallic mineral mining	40	212399	13.6	3.8	116.0
14	40	999	Statewide	21	Bituminous coal and lignite surface mining	40	212111	5.4	0.0	0.0
15	40	999	Statewide	21	Bituminous coal underground mining	40	212112	3.6	0.0	0.0
16	40	999	Statewide	21	Clay and ceramic and refractory minerals mining	40	212325	1.0	0.0	0.0
17	40	999	Statewide	21	Construction sand and gravel mining	40	212321	34.599999999999994	39.4	2037.6
18	40	999	Statewide	21	Crude petroleum and natural gas extraction	40	211111	1139.1666666666667	13362.599999999997	1738684.2
19	40	999	Statewide	21	Crushed and broken granite mining and quarrying	40	212313	4.5	0.0	0.0
20	40	999	Statewide	21	Crushed and broken limestone mining and quarrying	40	212312	38.4	69.8	5498.4
21	40	999	Statewide	21	Dimension stone mining and quarrying	40	212311	16.2	148.6	6027.0
22	40	999	Statewide	21	Drilling oil and gas wells	40	213111	231.0	3153.6	245988.65000000002
23	40	999	Statewide	21	Industrial sand mining	40	212322	7.0	0.0	0.0
24	40	999	Statewide	21	Natural gas liquid extraction	40	211112	56.800000000000004	93.2	9347.8
25	40	999	Statewide	21	Other chemical and fertilizer mineral mining	40	212393	1.0	0.0	0.0
26	40	999	Statewide	21	Other crushed and broken stone mining and quarrying	40	212319	16.0	30.2	881.8
27	40	999	Statewide	21	Support activities for coal mining	40	213113	14.0	0.0	0.0
28	40	999	Statewide	21	Support activities for metal mining	40	213114	4.166666666666667	0.0	0.0
29	40	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	40	213115	6.0	0.0	0.0
30	40	999	Statewide	21	Support activities for oil and gas operations	40	213112	1530.8666666666663	19434.0	1327720.8000000005
31	40	999	Statewide	21	Uranium-radium-vanadium ore mining	40	212291	1.0	0.0	0.0
32	40	999	Statewide	22	Biomass electric power generation	40	221117	1.0	0.0	0.0
33	40	999	Statewide	22	Electric bulk power transmission and control	40	221121	9.2	0.0	0.0
34	40	999	Statewide	22	Electric power distribution	40	221122	155.79999999999998	158.4	14856.400000000001
35	40	999	Statewide	22	Fossil fuel electric power generation	40	221112	42.800000000000004	0.0	0.0
36	40	999	Statewide	22	Natural gas distribution	40	221210	73.2	772.5999999999999	81322.40000000001
37	40	999	Statewide	22	Other electric power generation	40	221118	11.466666666666667	0.0	0.0
38	40	999	Statewide	22	Sewage treatment facilities	40	221320	21.0	0.0	0.0
39	40	999	Statewide	22	Solar electric power generation	40	221114	1.0	0.0	0.0
40	40	999	Statewide	22	Steam and air-conditioning supply	40	221330	4.0	0.0	0.0
41	40	999	Statewide	22	Water supply and irrigation systems	40	221310	52.80000000000001	37.4	1756.2
42	40	999	Statewide	22	Wind electric power generation	40	221115	11.0	0.0	0.0
43	40	999	Statewide	23	All other specialty trade contractors	40	238990	363.1333333333333	2221.2	92783.6
44	40	999	Statewide	23	Commercial and institutional building construction	40	236220	743.65	5540.749999999999	302798.15
45	40	999	Statewide	23	Drywall and insulation contractors	40	238310	204.95	1827.4	77267.0
46	40	999	Statewide	23	Electrical contractors and other wiring installation contractors	40	238210	969.9499999999998	8529.8	413158.10000000003
47	40	999	Statewide	23	Finish carpentry contractors	40	238350	295.74999999999994	1227.1999999999998	41789.2
48	40	999	Statewide	23	Flooring contractors	40	238330	126.33333333333333	308.2	13777.0
49	40	999	Statewide	23	Framing contractors	40	238130	104.7	209.0	6609.400000000001
50	40	999	Statewide	23	Glass and glazing contractors	40	238150	58.599999999999994	425.0	16816.6
51	40	999	Statewide	23	Highway, street, and bridge construction	40	237310	145.39999999999998	3399.8	164557.8
52	40	999	Statewide	23	Industrial building construction	40	236210	30.466666666666665	71.6	5386.4
53	40	999	Statewide	23	Land subdivision	40	237210	102.60000000000001	115.39999999999999	6517.2
54	40	999	Statewide	23	Masonry contractors	40	238140	172.53333333333333	960.4666666666665	35597.33333333333
55	40	999	Statewide	23	New housing for-sale builders	40	236117	193.79999999999998	667.6	32976.4
56	40	999	Statewide	23	New multifamily housing construction (except for-sale builders)	40	236116	13.7	0.0	0.0
57	40	999	Statewide	23	New single-family housing construction (except for-sale builders)	40	236115	390.18333333333334	738.5999999999999	34595.26666666666
58	40	999	Statewide	23	Oil and gas pipeline and related structures construction	40	237120	136.01666666666665	1833.6	137215.6
59	40	999	Statewide	23	Other building equipment contractors	40	238290	80.8	816.2	49342.600000000006
60	40	999	Statewide	23	Other building finishing contractors	40	238390	52.199999999999996	251.79999999999998	10879.6
61	40	999	Statewide	23	Other foundation, structure, and building exterior contractors	40	238190	144.75000000000003	407.20000000000005	19957.2
62	40	999	Statewide	23	Other heavy and civil engineering construction	40	237990	51.499999999999986	111.2	5811.200000000001
63	40	999	Statewide	23	Painting and wall covering contractors	40	238320	295.1499999999999	1277.35	47167.05
64	40	999	Statewide	23	Plumbing, heating, and air-conditioning contractors	40	238220	1410.1999999999996	9950.2	472138.0
65	40	999	Statewide	23	Poured concrete foundation and structure contractors	40	238110	301.15	2235.4	93174.8
66	40	999	Statewide	23	Power and communication line and related structures construction	40	237130	168.2	1168.6	62294.4
67	40	999	Statewide	23	Residential remodelers	40	236118	517.6666666666666	1411.75	53525.350000000006
68	40	999	Statewide	23	Roofing contractors	40	238160	337.83333333333337	1703.3999999999996	76111.79999999999
69	40	999	Statewide	23	Siding contractors	40	238170	79.53333333333333	200.20000000000002	9380.0
70	40	999	Statewide	23	Site preparation contractors	40	238910	454.79999999999995	2890.2	129571.20000000003
71	40	999	Statewide	23	Structural steel and precast concrete contractors	40	238120	78.06666666666666	625.0	37169.4
72	40	999	Statewide	23	Tile and terrazzo contractors	40	238340	96.99999999999999	394.0	14587.999999999998
73	40	999	Statewide	23	Water and sewer line and related structures construction	40	237110	188.70000000000002	1081.4999999999998	54998.95
74	40	999	Statewide	31	All other leather good and allied product manufacturing	40	316998	11.6	0.0	0.0
75	40	999	Statewide	31	All other miscellaneous food manufacturing	40	311999	5.2	0.0	0.0
76	40	999	Statewide	31	All other miscellaneous textile product mills	40	314999	41.46666666666667	82.93333333333332	2494.0666666666666
77	40	999	Statewide	31	Animal (except poultry) slaughtering	40	311611	30.65	0.0	0.0
78	40	999	Statewide	31	Apparel accessories and other apparel manufacturing	40	315990	4.6	0.0	24.8
79	40	999	Statewide	31	Bottled water manufacturing	40	312112	5.2	0.0	0.0
80	40	999	Statewide	31	Breweries	40	312120	11.933333333333334	14.0	533.0
81	40	999	Statewide	31	Broadwoven fabric mills	40	313210	3.4	0.0	0.0
82	40	999	Statewide	31	Carpet and rug mills	40	314110	1.0	0.0	0.0
83	40	999	Statewide	31	Cheese manufacturing	40	311513	1.0	0.0	0.0
84	40	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	40	311351	1.0	0.0	0.0
85	40	999	Statewide	31	Coffee and tea manufacturing	40	311920	4.0	0.0	0.0
86	40	999	Statewide	31	Commercial bakeries	40	311812	17.8	243.8	10007.4
87	40	999	Statewide	31	Confectionery manufacturing from purchased chocolate	40	311352	2.0	0.0	0.0
88	40	999	Statewide	31	Cookie and cracker manufacturing	40	311821	6.2	4.8	97.0
89	40	999	Statewide	31	Curtain and linen mills	40	314120	18.200000000000003	52.2	1076.2
90	40	999	Statewide	31	Cut and sew apparel contractors	40	315210	17.833333333333336	0.0	0.0
91	40	999	Statewide	31	Distilleries	40	312140	3.0	0.0	0.0
92	40	999	Statewide	31	Dog and cat food manufacturing	40	311111	7.2	0.0	0.0
93	40	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	40	311824	3.2	0.0	0.0
94	40	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	40	311514	1.0	0.0	0.0
95	40	999	Statewide	31	Fabric coating mills	40	313320	5.0	0.0	0.0
96	40	999	Statewide	31	Fats and oils refining and blending	40	311225	1.0	0.0	0.0
97	40	999	Statewide	31	Fiber, yarn, and thread mills	40	313110	2.0	0.0	0.0
98	40	999	Statewide	31	Flour milling	40	311211	6.0	0.0	0.0
99	40	999	Statewide	31	Fluid milk manufacturing	40	311511	4.0	0.0	0.0
100	40	999	Statewide	31	Footwear manufacturing	40	316210	1.0	0.0	0.0
101	40	999	Statewide	31	Frozen cakes, pies, and other pastries manufacturing	40	311813	5.4	0.0	0.0
102	40	999	Statewide	31	Frozen specialty food manufacturing	40	311412	6.0	0.0	0.0
103	40	999	Statewide	31	Fruit and vegetable canning	40	311421	3.2	0.0	0.0
104	40	999	Statewide	31	Hosiery and sock mills	40	315110	1.0	0.0	0.0
105	40	999	Statewide	31	Ice cream and frozen dessert manufacturing	40	311520	3.85	0.0	0.0
106	40	999	Statewide	31	Ice manufacturing	40	312113	8.8	0.0	0.0
107	40	999	Statewide	31	Malt manufacturing	40	311213	1.0	0.0	0.0
108	40	999	Statewide	31	Mayonnaise, dressing, and other prepared sauce manufacturing	40	311941	2.8	0.0	0.0
109	40	999	Statewide	31	Meat processed from carcasses	40	311612	31.799999999999997	401.6	14564.199999999999
110	40	999	Statewide	31	Men's and boys' cut and sew apparel manufacturing	40	315220	5.4	0.0	0.0
111	40	999	Statewide	31	Narrow fabric mills and schiffli machine embroidery	40	313220	2.0	0.0	0.0
112	40	999	Statewide	31	Nonchocolate confectionery manufacturing	40	311340	2.5	0.0	0.0
113	40	999	Statewide	31	Other animal food manufacturing	40	311119	40.46666666666666	79.66666666666667	3333.7333333333336
114	40	999	Statewide	31	Other cut and sew apparel manufacturing	40	315280	3.4	0.0	0.0
115	40	999	Statewide	31	Other snack food manufacturing	40	311919	2.0	0.0	0.0
116	40	999	Statewide	31	Perishable prepared food manufacturing	40	311991	6.0	0.0	0.0
117	40	999	Statewide	31	Poultry processing	40	311615	8.0	0.0	0.0
118	40	999	Statewide	31	Rendering and meat byproduct processing	40	311613	4.8	0.0	0.0
119	40	999	Statewide	31	Retail bakeries	40	311811	79.86666666666666	213.60000000000002	3326.8
