	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab	emp	payann
0	1	999	Statewide	11	Cotton ginning	1	115111	13.2	0.0	0.0
1	1	999	Statewide	11	Crop harvesting, primarily by machine	1	115113	1.0	0.0	0.0
2	1	999	Statewide	11	Farm labor contractors and crew leaders	1	115115	3.0	0.0	0.0
3	1	999	Statewide	11	Finfish fishing	1	114111	3.5	0.0	0.0
4	1	999	Statewide	11	Forest nurseries and gathering of forest products	1	113210	9.8	0.0	0.0
5	1	999	Statewide	11	Hunting and trapping	1	114210	9.0	0.0	0.0
6	1	999	Statewide	11	Logging	1	113310	531.0666666666667	3746.6000000000004	148506.99999999997
7	1	999	Statewide	11	Other marine fishing	1	114119	1.0	0.0	0.0
8	1	999	Statewide	11	Postharvest crop activities (except cotton ginning)	1	115114	13.2	0.0	0.0
9	1	999	Statewide	11	Shellfish fishing	1	114112	14.200000000000001	17.6	797.4
10	1	999	Statewide	11	Soil preparation, planting, and cultivating	1	115112	21.933333333333337	0.0	0.0
11	1	999	Statewide	11	Support activities for animal production	1	115210	44.0	72.4	2380.8
12	1	999	Statewide	11	Support activities for forestry	1	115310	122.85000000000001	352.40000000000003	16835.8
13	1	999	Statewide	11	Timber tract operations	1	113110	49.55	42.6	1742.8000000000002
14	1	999	Statewide	21	All other metal ore mining	1	212299	3.0	0.0	0.0
15	1	999	Statewide	21	All other nonmetallic mineral mining	1	212399	4.0	0.0	0.0
16	1	999	Statewide	21	Bituminous coal and lignite surface mining	1	212111	25.65	825.0	47928.2
17	1	999	Statewide	21	Bituminous coal underground mining	1	212112	8.0	0.0	0.0
18	1	999	Statewide	21	Clay and ceramic and refractory minerals mining	1	212325	4.0	0.0	0.0
19	1	999	Statewide	21	Construction sand and gravel mining	1	212321	33.400000000000006	20.0	1122.2
20	1	999	Statewide	21	Crude petroleum and natural gas extraction	1	211111	30.0	133.8	14556.2
21	1	999	Statewide	21	Crushed and broken granite mining and quarrying	1	212313	8.0	0.0	0.0
22	1	999	Statewide	21	Crushed and broken limestone mining and quarrying	1	212312	44.99999999999999	163.6	11297.8
23	1	999	Statewide	21	Dimension stone mining and quarrying	1	212311	1.0	0.0	0.0
24	1	999	Statewide	21	Drilling oil and gas wells	1	213111	8.6	0.0	0.0
25	1	999	Statewide	21	Gold ore mining	1	212221	1.0	0.0	0.0
26	1	999	Statewide	21	Industrial sand mining	1	212322	4.25	0.0	0.0
27	1	999	Statewide	21	Natural gas liquid extraction	1	211112	3.333333333333333	0.0	0.0
28	1	999	Statewide	21	Other crushed and broken stone mining and quarrying	1	212319	9.0	0.0	0.0
29	1	999	Statewide	21	Potash, soda, and borate mineral mining	1	212391	1.0	0.0	0.0
30	1	999	Statewide	21	Support activities for coal mining	1	213113	6.4	70.0	4936.4
31	1	999	Statewide	21	Support activities for metal mining	1	213114	2.0	0.0	0.0
32	1	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	1	213115	3.2	0.0	0.0
33	1	999	Statewide	21	Support activities for oil and gas operations	1	213112	43.93333333333333	772.4000000000001	46380.4
34	1	999	Statewide	22	Biomass electric power generation	1	221117	4.0	0.0	0.0
35	1	999	Statewide	22	Electric bulk power transmission and control	1	221121	10.666666666666666	0.0	0.0
36	1	999	Statewide	22	Electric power distribution	1	221122	252.8	11.2	2916.6
37	1	999	Statewide	22	Fossil fuel electric power generation	1	221112	30.400000000000002	0.0	0.0
38	1	999	Statewide	22	Hydroelectric power generation	1	221111	18.8	0.0	0.0
39	1	999	Statewide	22	Natural gas distribution	1	221210	30.6	147.6	31748.8
40	1	999	Statewide	22	Nuclear electric power generation	1	221113	2.8	0.0	0.0
41	1	999	Statewide	22	Other electric power generation	1	221118	4.0	0.0	0.0
42	1	999	Statewide	22	Sewage treatment facilities	1	221320	17.4	0.0	0.0
43	1	999	Statewide	22	Solar electric power generation	1	221114	1.0	0.0	0.0
44	1	999	Statewide	22	Steam and air-conditioning supply	1	221330	1.0	0.0	0.0
45	1	999	Statewide	22	Water supply and irrigation systems	1	221310	62.1	104.80000000000001	5231.400000000001
46	1	999	Statewide	23	All other specialty trade contractors	1	238990	285.18333333333334	1888.85	79329.19999999998
47	1	999	Statewide	23	Commercial and institutional building construction	1	236220	603.1999999999998	8748.600000000002	564366.6000000001
48	1	999	Statewide	23	Drywall and insulation contractors	1	238310	202.64999999999995	2188.6	88533.2
49	1	999	Statewide	23	Electrical contractors and other wiring installation contractors	1	238210	832.2	9198.000000000002	406932.80000000005
50	1	999	Statewide	23	Finish carpentry contractors	1	238350	207.30000000000007	607.0000000000001	23126.799999999996
51	1	999	Statewide	23	Flooring contractors	1	238330	116.73333333333332	323.0	16083.0
52	1	999	Statewide	23	Framing contractors	1	238130	87.00000000000001	101.6	3822.7999999999997
53	1	999	Statewide	23	Glass and glazing contractors	1	238150	61.6	396.6000000000001	19079.0
54	1	999	Statewide	23	Highway, street, and bridge construction	1	237310	184.45000000000002	3470.6	160075.19999999998
55	1	999	Statewide	23	Industrial building construction	1	236210	81.16666666666667	3693.4000000000005	196215.19999999998
56	1	999	Statewide	23	Land subdivision	1	237210	104.85	170.59999999999997	11020.0
57	1	999	Statewide	23	Masonry contractors	1	238140	172.23333333333332	1109.8	50007.4
58	1	999	Statewide	23	New housing for-sale builders	1	236117	219.0	1015.4	63188.0
59	1	999	Statewide	23	New multifamily housing construction (except for-sale builders)	1	236116	45.699999999999996	203.8	17662.8
60	1	999	Statewide	23	New single-family housing construction (except for-sale builders)	1	236115	479.70000000000016	1119.8	53280.00000000002
61	1	999	Statewide	23	Oil and gas pipeline and related structures construction	1	237120	39.30000000000001	167.6	9727.0
62	1	999	Statewide	23	Other building equipment contractors	1	238290	96.50000000000001	1935.4999999999998	108062.7
63	1	999	Statewide	23	Other building finishing contractors	1	238390	67.0	288.4	12688.400000000001
64	1	999	Statewide	23	Other foundation, structure, and building exterior contractors	1	238190	58.63333333333333	132.2	5792.2
65	1	999	Statewide	23	Other heavy and civil engineering construction	1	237990	91.23333333333333	510.4	24490.7
66	1	999	Statewide	23	Painting and wall covering contractors	1	238320	259.59999999999997	1151.4	42393.200000000004
67	1	999	Statewide	23	Plumbing, heating, and air-conditioning contractors	1	238220	1303.8000000000002	11951.999999999998	518690.8
68	1	999	Statewide	23	Poured concrete foundation and structure contractors	1	238110	185.93333333333334	1457.0	64325.6
69	1	999	Statewide	23	Power and communication line and related structures construction	1	237130	98.95	829.2	43247.200000000004
70	1	999	Statewide	23	Residential remodelers	1	236118	633.2	1823.2000000000003	68691.40000000001
71	1	999	Statewide	23	Roofing contractors	1	238160	201.44999999999996	1128.2	42464.399999999994
72	1	999	Statewide	23	Siding contractors	1	238170	76.4	138.6	6319.599999999999
73	1	999	Statewide	23	Site preparation contractors	1	238910	450.90000000000003	4418.000000000001	203264.6
74	1	999	Statewide	23	Structural steel and precast concrete contractors	1	238120	63.25000000000001	338.65	14038.699999999999
