	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	39	999	Statewide	11	Crop harvesting, primarily by machine	39	115113	8.0	0.0	0.0	5.6	687.2	5.4
1	39	999	Statewide	11	Farm labor contractors and crew leaders	39	115115	8.0	0.0	0.0	15.6	535.0	3.8
2	39	999	Statewide	11	Farm management services	39	115116	9.2	0.0	0.0	12.6	499.2	6.2
3	39	999	Statewide	11	Finfish fishing	39	114111	6.4	0.0	0.0	4.6	335.0	5.2
4	39	999	Statewide	11	Forest nurseries and gathering of forest products	39	113210	6.0	0.0	0.0	10.4	410.4	4.0
5	39	999	Statewide	11	Hunting and trapping	39	114210	7.6	0.0	0.0	9.2	335.6	5.6
6	39	999	Statewide	11	Logging	39	113310	87.65000000000003	193.0	6427.800000000001	367.2	11055.0	76.8
7	39	999	Statewide	11	Postharvest crop activities (except cotton ginning)	39	115114	13.2	0.0	0.0	191.8	9270.6	10.0
8	39	999	Statewide	11	Shellfish fishing	39	114112	3.0	0.0	0.0	0.0	0.0	1.6666666666666667
9	39	999	Statewide	11	Soil preparation, planting, and cultivating	39	115112	39.8	0.0	0.0	145.0	5577.4	30.8
10	39	999	Statewide	11	Support activities for animal production	39	115210	123.33333333333336	124.4	3277.600000000001	406.8	10001.6	112.8
11	39	999	Statewide	11	Support activities for forestry	39	115310	13.8	0.0	0.0	13.8	773.4	9.0
12	39	999	Statewide	11	Timber tract operations	39	113110	3.0	0.0	0.0	0.0	0.0	2.0
13	39	999	Statewide	21	All other nonmetallic mineral mining	39	212399	6.0	0.0	0.0	18.2	1393.8	4.8
14	39	999	Statewide	21	Anthracite mining	39	212113	1.0	0.0	0.0	0.0	0.0	1.0
15	39	999	Statewide	21	Bituminous coal and lignite surface mining	39	212111	57.2	366.8	21884.6	757.2	37973.4	53.8
16	39	999	Statewide	21	Bituminous coal underground mining	39	212112	13.85	0.0	317.2	1839.2	159367.4	12.4
17	39	999	Statewide	21	Clay and ceramic and refractory minerals mining	39	212325	3.0	0.0	0.0	5.6	589.0	3.0
18	39	999	Statewide	21	Construction sand and gravel mining	39	212321	104.41666666666669	449.0	26699.6	953.8	51323.4	99.8
19	39	999	Statewide	21	Crude petroleum and natural gas extraction	39	211111	186.7	995.2	61968.0	1547.4	93716.2	186.8
20	39	999	Statewide	21	Crushed and broken granite mining and quarrying	39	212313	4.0	0.0	0.0	11.4	403.0	3.8
21	39	999	Statewide	21	Crushed and broken limestone mining and quarrying	39	212312	81.94999999999997	207.4	12860.2	1354.0	78142.2	80.0
22	39	999	Statewide	21	Dimension stone mining and quarrying	39	212311	6.0	0.0	0.0	0.0	0.0	3.4
23	39	999	Statewide	21	Drilling oil and gas wells	39	213111	67.43333333333334	184.85	13324.3	642.0	42100.0	66.6
24	39	999	Statewide	21	Gold ore mining	39	212221	1.0	0.0	0.0	0.0	0.0	1.0
25	39	999	Statewide	21	Industrial sand mining	39	212322	8.0	0.0	0.0	90.4	5622.0	6.4
26	39	999	Statewide	21	Iron ore mining	39	212210	1.0	0.0	0.0	0.0	0.0	1.0
27	39	999	Statewide	21	Kaolin and ball clay mining	39	212324	1.0	0.0	0.0	0.0	0.0	1.0
28	39	999	Statewide	21	Natural gas liquid extraction	39	211112	15.5	0.0	0.0	90.6	13076.6	10.6
29	39	999	Statewide	21	Other chemical and fertilizer mineral mining	39	212393	3.0	0.0	0.0	0.0	0.0	3.0
30	39	999	Statewide	21	Other crushed and broken stone mining and quarrying	39	212319	8.0	0.0	0.0	11.4	578.8	5.6
31	39	999	Statewide	21	Support activities for coal mining	39	213113	16.6	27.8	871.4	257.4	12379.4	13.4
32	39	999	Statewide	21	Support activities for metal mining	39	213114	1.0	0.0	0.0	0.0	0.0	2.2
33	39	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	39	213115	10.0	0.0	0.0	41.8	2376.4	7.6
34	39	999	Statewide	21	Support activities for oil and gas operations	39	213112	172.08333333333337	1596.9333333333334	118810.53333333333	2263.2	149965.0	169.2
35	39	999	Statewide	22	Biomass electric power generation	39	221117	5.0	0.0	0.0	8.6	585.4	2.8
36	39	999	Statewide	22	Electric bulk power transmission and control	39	221121	26.0	0.0	0.0	0.0	0.0	23.2
37	39	999	Statewide	22	Electric power distribution	39	221122	306.3999999999998	870.2	77515.0	4786.0	513790.8	305.6
38	39	999	Statewide	22	Fossil fuel electric power generation	39	221112	70.19999999999999	0.0	0.0	3254.8	392767.4	67.4
39	39	999	Statewide	22	Hydroelectric power generation	39	221111	3.0	0.0	0.0	0.0	0.0	2.0
40	39	999	Statewide	22	Natural gas distribution	39	221210	139.93333333333334	513.8	40648.8	3850.8	300702.0	131.2
41	39	999	Statewide	22	Nuclear electric power generation	39	221113	6.6	0.0	0.0	0.0	0.0	6.6
42	39	999	Statewide	22	Other electric power generation	39	221118	7.0	0.0	0.0	0.0	0.0	5.2
43	39	999	Statewide	22	Sewage treatment facilities	39	221320	18.0	0.0	0.0	99.0	5513.4	13.6
44	39	999	Statewide	22	Solar electric power generation	39	221114	2.2	0.0	0.0	0.0	0.0	1.6
45	39	999	Statewide	22	Steam and air-conditioning supply	39	221330	8.0	0.0	0.0	125.4	8123.8	6.6
46	39	999	Statewide	22	Water supply and irrigation systems	39	221310	83.44999999999997	78.0	3484.2	780.0	38943.4	77.0
47	39	999	Statewide	22	Wind electric power generation	39	221115	3.5	0.0	0.0	0.0	0.0	3.4
48	39	999	Statewide	23	All other specialty trade contractors	39	238990	906.9333333333336	3936.400000000001	293101.86666666664	4591.2	309888.4	901.6
49	39	999	Statewide	23	Commercial and institutional building construction	39	236220	1260.7499999999993	16577.2	1059720.2000000002	18351.4	1147658.2	1259.8
50	39	999	Statewide	23	Drywall and insulation contractors	39	238310	454.75000000000006	4496.3499999999985	209027.31666666668	5297.2	238940.4	443.8
51	39	999	Statewide	23	Electrical contractors and other wiring installation contractors	39	238210	1878.6	22022.599999999995	1201995.0	23924.4	1317726.4	1878.8
52	39	999	Statewide	23	Finish carpentry contractors	39	238350	759.1166666666667	3012.800000000001	137295.00000000006	3585.6	149935.2	752.4
53	39	999	Statewide	23	Flooring contractors	39	238330	321.0333333333333	1326.6	64643.40000000001	1719.0	75317.8	314.2
54	39	999	Statewide	23	Framing contractors	39	238130	289.64999999999986	702.0000000000001	31646.00000000001	1091.0	39391.8	280.6
55	39	999	Statewide	23	Glass and glazing contractors	39	238150	159.86666666666667	740.0	42616.6	1383.8	66880.8	154.6
56	39	999	Statewide	23	Highway, street, and bridge construction	39	237310	340.0	4963.000000000002	535159.2000000001	7942.2	826203.8	336.4
57	39	999	Statewide	23	Industrial building construction	39	236210	114.10000000000002	1698.4	116484.8	3133.2	204212.6	111.4
58	39	999	Statewide	23	Land subdivision	39	237210	135.48333333333335	375.6	30567.266666666674	730.2	44766.4	129.6
59	39	999	Statewide	23	Masonry contractors	39	238140	733.65	3191.600000000001	165696.2	3828.6	186273.6	729.8
60	39	999	Statewide	23	New housing for-sale builders	39	236117	284.4	1478.6	101823.19999999998	1986.2	120254.4	273.2
61	39	999	Statewide	23	New multifamily housing construction (except for-sale builders)	39	236116	78.6	103.8	7363.8	292.6	23908.4	67.6
62	39	999	Statewide	23	New single-family housing construction (except for-sale builders)	39	236115	1080.9500000000003	2882.8	135219.80000000002	3512.2	140639.6	1080.0
63	39	999	Statewide	23	Oil and gas pipeline and related structures construction	39	237120	85.1	1079.55	73008.34999999999	4052.6	303820.0	81.0
64	39	999	Statewide	23	Other building equipment contractors	39	238290	254.3	2970.8	212677.0000000001	4276.6	263093.6	249.4
65	39	999	Statewide	23	Other building finishing contractors	39	238390	250.1	1546.2000000000005	70829.59999999999	2084.0	85297.8	241.0
66	39	999	Statewide	23	Other foundation, structure, and building exterior contractors	39	238190	118.64999999999998	315.4	17404.8	708.6	36361.8	103.8
67	39	999	Statewide	23	Other heavy and civil engineering construction	39	237990	121.9	557.0	37007.8	2909.0	157877.8	113.6
68	39	999	Statewide	23	Painting and wall covering contractors	39	238320	939.2333333333336	3566.800000000001	200703.5	4281.8	221139.0	934.8
69	39	999	Statewide	23	Plumbing, heating, and air-conditioning contractors	39	238220	2923.9999999999986	29861.199999999993	1622713.2000000004	30814.6	1652876.8	2924.4
70	39	999	Statewide	23	Poured concrete foundation and structure contractors	39	238110	770.0000000000001	4052.6	238779.00000000003	7449.4	399316.0	768.4
71	39	999	Statewide	23	Power and communication line and related structures construction	39	237130	156.76666666666662	1554.4	119241.0	4352.8	311092.6	149.8
72	39	999	Statewide	23	Residential remodelers	39	236118	2592.2500000000005	8310.999999999998	326865.59999999986	8841.8	328197.0	2592.0
