"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Pueblo","https://www.facebook.com/AWrensNestFarm","A Wren's Nest Farm","co","402 S Neilson Ave","bedding plants canned preserved soap body-care","","farm","http://awrensnest.com/nest/","-104.5579487","38.2639407","81001"
"Ft. Collins","https://www.facebook.com/pages/The-Bartels-Pumpkin-Patch/137755902661","Bartels Land and Livestock Upick and Pumpkin Patch","co","3424 E. Douglas Road","fresh-vegetables","","farm","llavud@frii.com","-105.031185","40.694011","80524"
"Grand Junction","https://www.facebook.com/pages/Boltons-Orchards-and-Farm-Market/342817158274","Bolton's Orchards","co","2257 L Road","canned preserved eggs fresh-fruits fresh-vegetables","","farm","","-108.6318750","39.1768720","81505"
"Canon City","www.facebook.com/colonorchards","Colon Orchards","co","3175 Grandview Avenue","canned preserved dairy products dry beans eggs herbs fresh-fruits fresh-vegetables honey juices ciders nuts red-meat non-poultry-meat soap body-care","","farm","www.colonorchards.com","-105.185165","38.435304","81212"
"Larkspur","www.facebook.com/crookedclove","Crooked Clove Farm & Ranch LLC","co","8222 S Perry Park Rd","baked-goods canned preserved eggs herbs fresh-vegetables soap body-care","www.twitter.com/crookedclove","farm","www.crookedclove.com","-104.956008","39.241712","80118"
"Montrose","","DELYAKS","co","14679 5875 Rd","red-meat non-poultry-meat","","farm","www.yakmeat.us","-107.9906220","38.4796289","81403"
"Paonia","https://www.facebook.com/pages/Desert-Weyr-LLC/56496179294","Desert Weyr, LLC","co","16870 Garvin Mesa Road","poultry fowl red-meat non-poultry-meat","https://twitter.com/Oogiem","farm","http://www.desertweyr.com","-107.574089","38.898061","81428"
"Berthoud ","","Dottie's Garden Spot","co","22440 County Road 1","fresh-vegetables","","farm","","-105.0541790","40.3268060","80513"
"Delta","","Dragonfly Farm","co","823 1400 Lane","","","farm","dragonflychurros.com","-108.108097","38.773807","81416"
"Lakewood","https://www.facebook.com/everittfarms","Everitt Farms","co","9400 W Alameda Ave","baked-goods canned preserved crafts woodworking cut-flowers dry beans eggs fresh-vegetables grains flour honey","https://twitter.com/EverittFarms","farm","www.everittfarms.com","-105.101698","39.710797","80226"
"Denver","www.facebook.com/feeddenver","Feed Denver: Sunnyside Farm & Market","co","44th Avenue and Vallejo Street","baked-goods bedding plants canned preserved crafts woodworking cut-flowers eggs herbs fresh-fruits fresh-vegetables honey nursery-stock pet-food prepared foods wild-harvested forest-products","www.twitter.com/feeddenver","farm","www.FeedDenver.com","-105.0134837","39.7765630","80211"
"Aurora","https://www.facebook.com/pages/Fresh-Start-Family-Farms/199168826774078?ref=hl","Fresh Start Family Farms LLC.","co","23700 E 42nd Avenue","eggs","","farm","http://www.freshstartfamilyfarms.com","-104.7104899","39.7746330","80019"
"Dolores","https://facebook.com/harvestmoonproduce","Harvest Moon Produce LLC","co","28881 Road P","cut-flowers fresh-fruits fresh-vegetables","","farm","https://harvestmoonproduce.farm","-108.522003","37.421268","81323"
"Berthoud","https://www.facebook.com/HeritageLavender?ref=hl","Heritage Lavender, LLC","co","4809 Foothills Drive","baked-goods bedding plants crafts woodworking cut-flowers herbs prepared foods soap body-care","","farm","http://heritagelavender.com/","-105.163392","40.287934","80513"
"Black Forest","https://www.facebook.com/#!/pages/High-Altitude-Rhubarb-LLC/161735683855277","High Altitude Rhubarb--Organic Farm & Nursery","co","7225 Wildridge Road","fresh-vegetables honey nursery-stock","","farm","http://www.highaltituderhubarb.com","-104.692742","39.039318","80908"
"Walsenburg ","","Hugs Farm","co","616 Stout St","canned preserved herbs fresh-fruits fresh-vegetables","","farm","www.HugsFarm.weebly.com","-104.7935518","37.6300888","81089"
"Divide","","Jenkins Farm, L.L.C.","co","7093  County Road 61","eggs herbs fresh-fruits fresh-vegetables nursery-stock","","farm","","-105.169881","38.847830","80814"
"Brush","","Just What Grows Gardens","co","25641 County Road T.9","herbs fresh-vegetables nursery-stock","","farm","","-103.666797","40.275803","80723"
"Fort Collins ","https://www.facebook.com/laughingbuckfarm","Laughing Buck Farm","co","3724 North County Road 13","eggs fresh-vegetables soap body-care","","farm","www.laughingbuckfarm.com","-105.0566885","40.6404242","80524"
"MONTROSE","https://www.facebook.com/pages/Life-Cycles-Pasture/400632466741298?ref=bookmarks","Life Cycles Pasture","co","1875 Locust Rd","poultry fowl red-meat non-poultry-meat","","farm","www.lifecyclespasture.com","-107.8606070","38.4917080","81401"
"Palisade","","Morton's Organic Orchards","co","3651 E 1/2 Road","canned preserved fresh-fruits fresh-vegetables","","farm","www.mortonsorchards.com","-108.3749150","39.0835220","81526"
"Fort Collins","www.facebook.com/onthevinefarm","On the Vine at Richmond Farms Urban Market","co","W. Horsetooth and Richmond Dr","cut-flowers eggs fresh-fruits fresh-vegetables honey poultry fowl","","farm","www.onthevineatrichmondfarms.com","-105.099421","40.538248","80526"
"Henderson","https://www.facebook.com/PalomboMarket","Palombo Farms Market","co","11500 Havana Street","baked-goods canned preserved dry beans eggs fresh-fruits fresh-vegetables honey juices ciders mushrooms nuts","https://twitter.com/@palombomarket","farm","www.PalomboMarket.com","-104.8641280","39.9030356","80640"
