"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Las Vegas","www.facebook.com/pages/Cowboy-Trail-Farms","Cowboy Trail Farm Indoor Farm Stand","nv","6550 Cowboy Trail","baked-goods bedding plants canned preserved coffee tea crafts woodworking eggs herbs fresh-fruits fresh-vegetables honey soap body-care","","farm","www.cowboytrailfarms.com","-115.2223867","36.2807076","89131"
"Las Vegas","","Gilcrease Orchard Foundation","nv","7800 N. Tenaya Way","fresh-fruits fresh-vegetables honey juices ciders nuts","","farm","www.thegilcreaseorchard.org","-115.250520","36.301528","89131"
"Stagecoach","https://www.facebook.com/ironmountainnurseryandfarm","Iron Mountain Nursery & Farm__On-Farm Farmers Market","nv","7575 Iron Mountain Blvd.","bedding plants herbs fresh-fruits fresh-vegetables nursery-stock","","farm","https://www.imnandf.com","-119.4512050","39.3377180","89429"
"silver springs","","k-t ranch","nv","2090 fox st.","eggs prepared-foods red-meat non-poultry-meat","","farm","k-tranch@hotmail.com","-119.210558","39.308329","89429"
"Silver Springs","https://www.facebook.com/pages/Custom-Gardens-Organic-Farm/125190910916903","Silver Springs Custom Gardens On-Farm Green-Market","nv","3701 Elm Street","bedding plants canned preserved herbs fresh-fruits fresh-vegetables honey","","farm","","-119.231220","39.394724","89429"
"Carson City","Carsonfarmersmarket","Carson Farmers Market @3rd & Curry St. ","nv","3rd & Curry St. ","organic baked goods crafts flowers eggs seafood herbs vegetables honey jams meat nuts plants poultry prepared-foods soap trees coffee fruits juices pet food wild","3rd&curry","market","https://carsonfarmersmarket.com/","-119.768164","39.162841","89703"
"Fallon ","","E. Center St. Farmers Market","nv","40 East Center Street","organic baked goods crafts vegetables honey jams prepared-foods soap coffee fruits","","market","https://www.fallonfoodhub.com/farmers-market/","-118.776299","39.473055","89406"
"Caliente","","Lincoln County Producers' Markets","nv","360 Lincoln Street","organic baked goods eggs herbs vegetables honey jams fruits","","market","","-114.5149","37.61666","89008"
"RENO","Shirley's Farmers' Markets","Tamarack Junction Casino Farmers' Market","nv","13101 So. Virginia Street","organic baked goods crafts eggs seafood herbs vegetables honey nuts plants poultry prepared-foods soap fruits","","market","http://shirleysfarmersmarkets@gmail.com","-119.755381","39.416292","89511"
"Reno ","htwww.facebook.com/ShirleysFarmersMarketsNV","The Village Farmers Market on California Street","nv","625 Booth Street","organic baked goods crafts flowers eggs seafood herbs vegetables honey jams nuts poultry soap coffee fruits","","market","http://www.shirleysfarmersmarkets.com","-119.827646","39.514749","89509"
