"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Bandera","https://www.facebook.com/AGardenInEveryHome","A Garden in Every Home","tx","251 Lost Oak","bedding plants cut-flowers fresh-fruits nursery-stock","","farm","http://www.agardenineveryhome.com/","-99.035729","29.745359","78003"
"Rockwall","https://www.facebook.com/pages/A-Touch-of-Earth-Gardens/204045213012249?pnref=lhc","A Touch of Earth Gardens","tx","838 H. Wallace Ln.","baked-goods canned preserved crafts woodworking eggs herbs fresh-fruits fresh-vegetables honey","","farm","","-96.436831","32.875836","75032"
"Magnolia","https://www.facebook.com/pages/Bar-M-Ranch/138325886265765","Bar M Ranch","tx","26319 Decker Prairie Rosehill Rd.","red-meat non-poultry-meat","","farm","www.bmrcattle.com","-95.672724","30.125433","77355"
"Trinity ","","Bluebonnet Berries","tx","10356 South State Hwy 94","fresh-fruits","","farm","bjtjwt@msn.com","-95.307772","30.996667","75862"
"Anderson ","https://www.facebook.com/BriersSimmentalRanch","Briers Simmental Ranch","tx","5349 FM 244","","","farm","","-95.9248034","30.4618557",""
"Elgin","https://www.facebook.com/pages/Coyote-Creek-Organic-Feed-Mill-and-Farm/119211684770073?ref=hl","Coyote Creek Organic Farm and Feed Mill","tx","13817 Klaus Lane","eggs","https://twitter.com/CoyoteCreekFarm","farm","CoyoteCreekFarm.com","-97.4285170","30.3619800","78621"
"Weimar","https://www.facebook.com/pages/Cuts-Of-Color/114984438567908","Cuts Of Color","tx","1166 CR 210","cut-flowers","","farm","www.cutsofcolor.com","-96.704865","29.679000","78962"
"Tyler","","Deep Creek Farm","tx","15970 highway 271","canned preserved cut-flowers fresh-fruits honey","","farm","","-95.141124","32.437659","75708"
"Lexington","https://www.facebook.com/pages/Dewberry-Hills-Farm/282475245128234","Dewberry Hills Farm","tx","5619 FM 1624","poultry fowl","","farm","www.dhfarms.com","-97.027186","30.403759","78947"
"Brownsboro","","Echo Springs Blueberry Farm","tx","7235 FM 607","baked-goods bedding plants canned preserved coffee tea crafts woodworking herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nursery-stock prepared-foods soap body-care","","farm","www.echospringsblueberyfarm.com","-95.6408542","32.2439146","75778"
