"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Dundas","https://www.facebook.com/auntieanniesfields","Auntie Annie's Fields, LLC","Minnesota","12456 Bagley Ave.","","","farm","","-93.303168","44.408731","55019"
"Stillwater","","Blueberry Fields Of Stillwater","Minnesota","9450 Mendel Road North","","","farm","","-92.852251","45.085194","55082"
"Grand Rapids","http://facebook.com/pages/Blueberry-Meadows/119913568027370","Blueberry Meadows / 5th Meadow","Minnesota","34625 8 Mile Rd","baked-goods canned preserved crafts woodworking herbs fresh-fruits fresh-vegetables nursery-stock","https://www.twitter.com/bluemeadow5","farm","blueberrymeadows.com","-93.5911110","47.1183920","55744"
"Pequot Lakes","","Brambleberry Farm","Minnesota","4002 Davis Street","honey maple-products nursery-stock","","farm","www.brambleberryfruitfarm.com","-94.3203680","46.5937660","56472"
"Pine Island","","Byrne Farm","Minnesota","11026 CoRd 113 NW","red-meat non-poultry-meat","","farm","Byrnefarm.com","-92.658230","44.175289","55963"
"Grey Eagle","https://www.facebook.com/pages/Cornerstone-Pines/203194103124691","Cornerstone Pines","Minnesota","19180 281st Ave","crafts woodworking maple-products soap body-care","","farm","http://www.cornerstonepineschristmastrees.com/","-94.784708","45.907281","56336"
"Forest Lake","","Covered Bridge Farm","Minnesota","18655 Forest Blvd. N.","","","farm","www.coveredbridgefarm.net","-92.981095","45.219599","55025"
"Howard Lake","","Crow River Nursery","Minnesota","1339 County Road 6 Southwest","","","farm","www.crowrivernursery.com","-94.073601","45.132957","55349"
"Northfield","https://www.facebook.com/pages/Fireside-Orchard/142630532262","Fireside Orchard and Gardens, Inc.","Minnesota","2225 Lonsdale Blvd E.","baked-goods canned preserved coffee tea dairy products fresh-fruits fresh-vegetables honey juices ciders maple-products prepared foods","","farm","http://www.firesideorchard.com","-93.262322","44.471100","55057"
"Hastings","","Fischers Croix Farm Orchard","Minnesota","12971 St. Croix Trail  S.","fresh-fruits honey juices ciders maple-products","","farm","fischerscroixfarmorchard.com","-92.816233","44.761736","55033"
"Hibbing"," Helstrom Farms - Home | Facebookwww.facebook.com › Places › Hibbing, Minnesota › Farm","Helstrom Farms","Minnesota","10955 South Townline Road","poultry fowl","","farm","www.helstromfarms.com","-92.831859","47.297397","55746"
