"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Cherry Valley","https://www.facebook.com/hsresort","123 Farm at Highland Springs Resort","ca","10600 Highland Springs Ave.","baked-goods cut-flowers herbs soap body-care wild-harvested forest-products","","farm","www.123farm.com","-116.944304","33.969105","92223"
"Plymouth","https://www.facebook.com/pages/Amador-Flower-Farm-Nursery/129585181590","Amador Flower Farm","ca","22001 Shenandoah School Road","bedding plants nursery-stock","","farm","AmadorFlowerFarm.com","-120.804192","38.528671","95669"
"Hilmar","","Anderson Almonds ","ca","6401 Hultberg Rd","","","farm","ANDERSONALMONDS.COM","-120.896124","37.381382","95324"
"Fallbrook","","Ballou's Farm","ca","550 Golden Road","","","farm","","-117.2443950","33.3725040","92028"
"Murrieta ","Belcielovilla ","Bel Cielo Villa LLC ","ca","40650 Sierra maria rd ","canned preserved coffee tea cut-flowers eggs herbs fresh-fruits fresh-vegetables","","farm","www.belcielovilla.com","-117.309869","33.540500","92562"
"Morgan Hill ","","Bernal Properties","ca","2500 Dahlberg Drive","red-meat non-poultry-meat","","farm","","-121.6830930","37.1146863","95037"
"Garden Valley","https://www.facebook.com/pages/Berry-Heaven-USA/184265071641852?ref=hl","Berry Heaven","ca","5170 Marshall Road","baked-goods canned preserved fresh-fruits fresh-vegetables honey","","farm","www.BerryHeavenUSA.com","-120.867010","38.847827","95633"
"Newcastle","","Burgeson Family Farm","ca","9911 Quail Hill Drive","","","farm","www.burgesonfamilyfarm.com","-121.1149200","38.8688000","95658"
"Gaviota","www.facebook.com/pages/Classic-Organic-Farm-Market/101770889289?ref=mf","Classic Organic Farm & Market","ca","2323 Old Coast Hwy","herbs fresh-fruits fresh-vegetables honey","","farm","www.classicorganic.org","-120.192036","34.543206","93117"
"El Sobrante","https://www.facebook.com/cloverfieldorganic","Cloverfield","ca","501 La Paloma Rd.","cut-flowers dry beans herbs fresh-fruits fresh-vegetables grains flour nursery-stock wild-harvested forest-products","","farm","","-122.3086680","37.9724040","94803"
"Fiddletown","","DAMAS Vinyeards","ca","","","","farm","www.damasvineyards.com","-120.7565689","38.5039105","95629"
"Rio Oso","https://www.facebook.com/derbywalnuts/","Derby Walnuts","ca","3620 Gallagher Road","nuts","","farm","https://www.derbywalnuts.com","-121.483186","38.969894","95674"
"Ripon","https://www.facebook.com/pages/Pom-Girl/158669604180922?fref=nf","Double Dutch Farms","ca","345 Rose Court corner of Doak and Highland","canned preserved cut-flowers eggs herbs fresh-fruits fresh-vegetables grains flour honey nuts soap body-care","","farm","","-121.148429","37.727654","95366"
"Escondido","http://www.facebook.com/FransOriginalFarmStand","Farm Stand West","ca","2115 Miller Ave","canned preserved cut-flowers eggs herbs fresh-fruits fresh-vegetables honey juices ciders nuts","http://twitter.com/FarmstandWest","farm","http://www.thefarmstandwest.com/","-117.080070","33.092108","92025"
"Saint Helena","www.facebook.com/lmrwine","Farmer's Market at Long Meadow Ranch","ca","738 Main Street","canned preserved cut-flowers eggs herbs fresh-fruits fresh-vegetables honey red-meat non-poultry-meat soap body-care wine spirits beer hard-cider","https://www.twitter.com/LMRwine","farm","www.longmeadowranch.com","-122.463336","38.501022","94574"
"Oakdale ","https://www.facebook.com/pages/Faust-Family-Farm/207071019443543?ref=hi","Faust Family Farm","ca","9742 Dillwood Rd.","bedding plants eggs herbs fresh-fruits fresh-vegetables nursery-stock wild-harvested forest-products","","farm","http://www.localharvest.org/faust-family-farm-M49252","-120.793110","37.779937","95361"
"De Luz","https://www.facebook.com/fentonfamilyfarm","Fenton Family Farm","ca","2235 Riverview Road","eggs herbs fresh-fruits nuts","","farm","https://www.facebook.com/fentonfamilyfarm","-117.315445","33.418937","92028"
"Ukiah","","Finley's Mountain Ranch","ca","1700 Orr Springs Rd","","","farm","www.finleysmountainranch.com","-123.2405790","39.1837980","95482"
"Knightsen","https://www.facebook.com/1stgenerationfarmers/","First Generation Farmers","ca","1230 Delta Rd","canned preserved eggs fresh-vegetables honey","@1stGenFarmers","farm","https://www.firstgenerationfarmers.org/","-121.671045","37.969019","94548"
"Escondido","http://www.facebook.com/FransOriginalFarmStand","Fran's Original Farm Stand","ca","1980 Summit Dr","baked-goods eggs herbs fresh-fruits fresh-vegetables honey juices ciders nuts","http://twitter.com/FarmstandWest","farm","http://www.thefarmstandwest.com/","-117.045013","33.107489","92027"
"Valley Ford","","Freestone Ranch","ca","PO Box 314","red-meat non-poultry-meat","","farm","freestoneranch.com","-122.908515","38.349227","94972"
"San Luis Obispo","https://www.facebook.com/pages/Growing-Grounds-Farm-San-Luis-Obispo/136646096366619","Growing Grounds Farm","ca","3740 Orcutt Road ","","","farm","http://www.growinggroundsfarm.org/","-120.6343392","35.2609340",""
"Corning","","Hansens Blueberry Farm","ca","3325 Houghton Ave","","","farm","","-122.188305","39.894708","96021"
"Atascadero","https://www.facebook.com/harmonylavender","Harmony Lavender","ca","7045 Sycamore Rd.","baked-goods canned preserved coffee tea crafts woodworking cut-flowers fresh-fruits fresh-vegetables nursery-stock soap body-care","https://www.twitter.com/harmonylavender","farm","","-120.6494030","35.4973160","93422"
"Pollock Pines","https://www.facebook.com/harristreefarm","Harris Family Farm","ca","2640 Blair Road","baked-goods canned preserved coffee tea eggs herbs fresh-fruits fresh-vegetables","","farm","www.harristreefarm.com","-120.601655","38.762282","95726"
"Ripon","","Harris Orchards","ca","18600 N Ripon Rd","canned preserved nuts","","farm","","-121.124761","37.791711","95366"
"Oregon House","www.facebook.com/jennycavaliere3","High Sierra Beef, Inc.","ca","14582 Indiana School Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey pet-food poultry fowl red-meat non-poultry-meat wild-harvested forest-products","","farm","http://www.highsierrabeef.com","-121.237850","39.381273","95962"
"Chico","","Jesus Center Community Farm","ca","West 16th ST & Normal Ave.","cut-flowers fresh-vegetables","","farm","","-121.830397","39.717817","95928"
"Fallbrook","https://www.facebook.com/Kendall.Farms","Kendall Farms","ca","4230 White Lilac Rd","cut-flowers","","farm","www.kendall-farms.com","-117.1646235","33.3923559","92028"
"Valley Springs","https://www.facebook.com/KGFarms323","KG Farms","ca","7000 Westhill Rd.","eggs fresh-fruits fresh-vegetables poultry fowl red-meat non-poultry-meat","","farm","","-120.8591580","38.1180620","95252"
"Tehachapi","","Knaus Apple Ranch","ca","19042 Cherry Lane (corner Tucker Rd & Cherry Ln)","baked-goods canned preserved crafts woodworking fresh-fruits honey","","farm","www.knausappleranch.com/","-118.467945","35.120309","93561"
"Loomis","","Loomis Alpacas","ca","3600 Holly Hill Lane","","","farm","","","","95650"
"Clarksburg","","Loving Nature Farm, Inc.","ca","38883 Z Line Road","canned preserved cut-flowers dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders","","farm","LovingNatureFarm.com","-121.621742","38.373191","95612"
