"city","facebook","name","state","street","tags","twitter","type","website","x","y","zip"
"Bandera","https://www.facebook.com/AGardenInEveryHome","A Garden in Every Home","Texas","251 Lost Oak","bedding plants cut-flowers fresh-fruits nursery-stock","","farm","http://www.agardenineveryhome.com/","-99.035729","29.745359","78003"
"Rockwall","https://www.facebook.com/pages/A-Touch-of-Earth-Gardens/204045213012249?pnref=lhc","A Touch of Earth Gardens","Texas","838 H. Wallace Ln.","baked-goods canned preserved crafts woodworking eggs herbs fresh-fruits fresh-vegetables honey","","farm","","-96.436831","32.875836","75032"
"Magnolia","https://www.facebook.com/pages/Bar-M-Ranch/138325886265765","Bar M Ranch","Texas","26319 Decker Prairie Rosehill Rd.","red-meat non-poultry-meat","","farm","www.bmrcattle.com","-95.672724","30.125433","77355"
"Trinity ","","Bluebonnet Berries","Texas","10356 South State Hwy 94","fresh-fruits","","farm","bjtjwt@msn.com","-95.307772","30.996667","75862"
"Anderson ","https://www.facebook.com/BriersSimmentalRanch","Briers Simmental Ranch","Texas","5349 FM 244","","","farm","","-95.9248034","30.4618557",""
"Elgin","https://www.facebook.com/pages/Coyote-Creek-Organic-Feed-Mill-and-Farm/119211684770073?ref=hl","Coyote Creek Organic Farm and Feed Mill","Texas","13817 Klaus Lane","eggs","https://twitter.com/CoyoteCreekFarm","farm","CoyoteCreekFarm.com","-97.4285170","30.3619800","78621"
"Weimar","https://www.facebook.com/pages/Cuts-Of-Color/114984438567908","Cuts Of Color","Texas","1166 CR 210","cut-flowers","","farm","www.cutsofcolor.com","-96.704865","29.679000","78962"
"Tyler","","Deep Creek Farm","Texas","15970 highway 271","canned preserved cut-flowers fresh-fruits honey","","farm","","-95.141124","32.437659","75708"
"Lexington","https://www.facebook.com/pages/Dewberry-Hills-Farm/282475245128234","Dewberry Hills Farm","Texas","5619 FM 1624","poultry fowl","","farm","www.dhfarms.com","-97.027186","30.403759","78947"
"Brownsboro","","Echo Springs Blueberry Farm","Texas","7235 FM 607","baked-goods bedding plants canned preserved coffee tea crafts woodworking herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products nursery-stock prepared foods soap body-care","","farm","www.echospringsblueberyfarm.com","-95.6408542","32.2439146","75778"
"Corpus Christi","","Ficarro Farms","Texas","","coffee tea herbs pet-food wild-harvested forest-products","twitter.com/lfficarro","farm","ficarrofarms.com","-97.402830","27.682065","78413"
"Sealy","","Flaylers Fruit Farm","Texas","11366 Hahn Rd","fresh-fruits fresh-vegetables","","farm","","-96.303691","29.801639","77474"
"Ladonia","","FLOHAS Farms","Texas","8564 County Road 4912","eggs fresh-fruits fresh-vegetables honey","","farm","flohasfarms.com","-95.868255","33.379028","75449"
"Alvin","","Funky Monkey Farms, LLC","Texas","780 Burton St.","baked-goods bedding plants dairy products eggs herbs fresh-fruits fresh-vegetables soap body-care","","farm","Www.funkymonkeyfarms.com","-95.2694080","29.4172010","77511"
"KEMAH","www.facebook.com/gardenkidskemah","Gardenkids of Kemah","Texas","","bedding plants herbs fresh-vegetables","","farm","www.gardenkidskemah.org","-95.027307","29.528392","77565"
"Abilene","grapevinefarms","Grapevine Farms","Texas","2826 West Lake Road, ","canned preserved eggs herbs fresh-vegetables honey poultry fowl","","farm","www.grapevinefarms.com","-99.7252880","32.4825850","79601"
"Hawkins","","Hawkins Organic","Texas","170 Yates Street","fresh-fruits","","farm","","-95.2070622","32.5975978","75765"
"Roanoke","https://www.facebook.com/HenriettaCreekAppleOrchard","Henrietta Creek Orchard","Texas","14255 Old Denton Road","","","farm","Henrietta creek orchard.com","-97.297603","32.986277","76262"
"Cedar Hill","Honey's Acres Farm","Honey's Acres Farm","Texas","1350 Stoney Creek Dr","baked-goods canned preserved eggs herbs fresh-vegetables grains flour honey poultry fowl red-meat non-poultry-meat","","farm","","-96.937545","32.561252","75104"
"Amarillo","https://www.facebook.com/pages/Honeys-Farm-Fresh/201738469838822","Honey's Farm Fresh","Texas","16100 FM 2590","eggs honey poultry fowl soap body-care","","farm","www.honeysfarmfresh.com","-101.9375880","35.0464500","79119"
"Houston ","@HopeFarmsHTX","Hope Farms Market","Texas","10401 Scott Street","bedding plants cut-flowers eggs herbs fresh-fruits fresh-vegetables honey","","farm","Www.hopefarmshtx.org","-95.367588","29.645582","77051"
"Plantersville","https://www.facebook.com/jollisantfarm","Jollisant Farms Strawberry & Vegetable Garden","Texas","11351 County Road 203","eggs fresh-fruits fresh-vegetables honey","","farm","www.Jollisantfarms.com","-95.821647","30.325124","77363"
"Troy","","JZJ Natural Beef","Texas","8371 Bottoms Road","","","farm","jzjbeefmasters.com and jzjnaturalbeef.com","-97.260941","31.160251","76569"
"Detroit","https://www.facebook.com/pages/Kiomatia Blueberry Farm/437803346331761","Kiomatia Blueberry Farm","Texas","16602 Farm Road 410 North","fresh-fruits","","farm","","-95.223135","33.878438","75436"
"Hico","https://www.facebook.com/libertyfarmsdairy","Liberty Farms Dairy","Texas","287 County Road 2495","dairy products","","farm","www.libertdairyfarms.com","-97.964857","31.991469","76457"
"Elgin","","Lund Produce Co. Branchgrove Farms","Texas","15906 County Line Rd.","bedding plants fresh-fruits fresh-vegetables","","farm","","-97.390609","30.394821","78621"
"Coyanosa","www.facebook.com/mandujanobrothersproduce","Mandujano Brothers","Texas","FM 1776 And Watermelon Row","fresh-fruits fresh-vegetables prepared foods","","farm","","-103.067564","31.263145","79730"
"Italy","","Mill Creek Meat Company LLC","Texas","2408 Hamrock Rd","red-meat non-poultry-meat","","farm","millcreekmeatcompany.com","-96.862786","32.100708","76651"
"Campbell ","","Moleyville Farms","Texas","672 fm 4116","honey","","farm","","-95.888151","33.144244","75422"
"Manor","","Munkebo Farm","Texas","20826 Blake Manor Rd.","","","farm","www.munkebofarm.com","-97.4827530","30.2618250","78653"
"Montgomery","https://www.facebook.com/pages/P-6-Farms/230130763705630","P-6 Farms","Texas","9963 Pooles Road","canned preserved coffee tea crafts woodworking eggs fresh-fruits fresh-vegetables honey juices ciders prepared foods red-meat non-poultry-meat","","farm","www.p-6farms.com","-95.7353421","30.3945978","77356"
"Hockley","www.Facebook.com/PartybarnFarm","Partybarn Farm","Texas","18611 Becker Rd","dry beans eggs fresh-vegetables grains flour honey","","farm","www.partybarnfarm.com","-95.799977","30.045827","77447"
"Oglesby","https://www.facebook.com/pages/Punkin-Center-Berry-Farm/498097476896300","Punkin Center Berry Farm","Texas","1785 Waldo Road","fresh-fruits fresh-vegetables","","farm","punkincenterberryfarm.com","-97.5318352","31.4786277","76561"
"Cumby","Bobbi Smith","Rockin Bar B Ranch","Texas","5261 CR 4738","","","farm","","-95.7738510","33.2184740","75433"
"Alto","","Ruby-Farm","Texas","1057 County Road 2732","canned preserved fresh-vegetables","","farm","ruby-farm.com","-94.9915788","31.5267890","75925"
"Decatur","","SB Longhorns","Texas","3857 FM 2264","red-meat non-poultry-meat","","farm","www.sblonghorns.com","-97.439859","33.184096","76234"
"Diboll","","Spoiled Hen Coop and Run","Texas","","eggs","","farm","","-94.768853","31.261484",""
"Nacogdoches","","Stoney Brook Farm","Texas","6427 South Farm Road 225","bedding plants canned preserved fresh-fruits fresh-vegetables nursery-stock","","farm","Stoneybrookfrm@sbcglobal","-94.5037891","31.4432005","75964"
"Hondo","","Sun Seasons","Texas","1504 County Road 532. Post Office Box 103","fresh-fruits","","farm","","-99.146618","29.308190","78861"
"Lexington ","Www.facebook.com/taylorstxfarm","Taylor Farm","Texas","1003 private rd 3081","eggs pet-food poultry fowl red-meat non-poultry-meat soap body-care","","farm","Taylor farm.org","-97.158258","30.384445","78947"
"Campbell","www.facebook.com/twinoaksblueberryfarm","Texas A&M University-Commerce Twin Oaks Blueberry Farm","Texas","2965 State Highway 24","baked-goods canned preserved fresh-fruits grains flour honey nuts","","farm","www.tamuc.edu/blueberry","-95.931503","33.183129","75422"
